Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId,Filter,Id
0063100000fGm5SAAS,TurkeyOpp-1151,Banner,2016-08-01,2016-08-30,3721.6,GSK20168GSK Sensodyne Check up AgustosReklamStoreMC,Net Cost (Calc Margin),MediaTrader,ReklamStore,9000,1800,Externally Managed,Triggers,Saglik,0.4,CPC,0.5163,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpU4AAK
0063100000fGlyFAAS,TurkeyOpp-536,Banner,2016-04-01,2016-04-30,2344.4,Elca Kozmetik20164Clinique NisanPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5735,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpU6AAK
0063100000fGlymAAC,TurkeyOpp-1975,Banner,2016-04-11,2016-04-30,3047.6,Vodafone20164Vodafone Red BeymenAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.6062,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpU7AAK
0063100000fGm6UAAS,TurkeyOpp-1349,Banner,2016-09-07,2016-09-30,2093.6,Vodafone20169Vodafone Red Roaming Always On EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,6000,1046.8,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpU9AAK
0063100000fGm3uAAC,TurkeyOpp-1757,,2016-06-14,2016-06-30,1124.4,Akbank20166Akbank Neo Kart HaziranReklamStoreMC,Net Cost (Calc Margin),MediaTrader,ReklamStore,6000,562,Externally Managed,Triggers,,0.4,CPM,0.5002,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUAAA0
0063100000fGm2tAAC,TurkeyOpp-343,Banner,2016-04-18,2016-04-30,239.4,Michelin20164Michelin THYLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,27333,119.4,Externally Managed,Triggers,Kadin,0.6,CPC,0.5013,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,16400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUCAA0
0063100000fGm6tAAC,TurkeyOpp-71,Eylul Reporting,2016-10-01,2016-10-30,0,Temsa201610Temsa EkimBannerConnectMC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUFAA0
0063100000fGm3JAAS,TurkeyOpp-1373,Banner,2016-06-10,2016-06-13,1310.85,Bimeks20166Bimeks KDV Bi Para Haziran 10-13AdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,4000,800,Externally Managed,Triggers,Teknoloji,0.35,CPC,0.3897,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUGAA0
0063100000fGlx2AAC,TurkeyOpp-1811,Banner,2016-02-22,2016-02-29,1453.6,Vodafone20162Vodafone Falcon Loyalty VestelAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,3000,600,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5872,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUHAA0
0063100000fGm2UAAS,TurkeyOpp-1026,Banner,2016-05-06,2016-05-15,592.8,Vodafone20165Vodafone KibeleMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,296.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUIAA0
0063100000fGlxkAAC,TurkeyOpp-818,Banner,2016-03-17,2016-03-31,1912.4,Vodafone20163Vodafone Project Atina Buyback DisplayAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,5000,1000,Externally Managed,Triggers,Cihaz,0.4,CPC,0.4771,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUJAA0
0063100000fGlwAAAS,TurkeyOpp-1680,Banner,2016-01-11,2016-01-31,2301.2,Akbank20161BKEAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5654,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUKAA0
0063100000fGlx0AAC,TurkeyOpp-1710,Banner,2016-02-11,2016-02-29,600,Vodafone20162Vodafone Dil Testi ErkekMicrosoftMS,Net Cost (Calc Margin),MediaTrader,Microsoft,2609,457.93,Externally Managed,Triggers,Erkek,0.4,CPC,0.2368,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1043.48,012i0000001EB0yAAG,Turkey_LR,a013100000fLpULAA0
0063100000fGm6GAAS,TurkeyOpp-485,Banner,2016-09-01,2016-09-30,2000,Visa20169Visa PY EylulWellcleverMEC,Net Cost (Calc Margin),MediaTrader,Wellclever,5000,1000,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Intext,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUMAA0
0063100000fGlx7AAC,TurkeyOpp-1214,Banner,2016-03-07,2016-03-13,402.4,IKEA20163IKEA PaxMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.503,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUNAA0
0063100000fGm5KAAS,TurkeyOpp-1907,Banner,2016-08-01,2016-08-30,3252.6,Visa20168Visa PY AgustosPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,1445.6,Externally Managed,Triggers,Finans,0.45,CPC,0.5556,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,4500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUOAA0
0063100000fGm7UAAS,TurkeyOpp-1341,Banner,2016-10-01,2016-10-30,360,Vodafone201610Vodafone Squat CPD Android EkimAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,600,147.5,Externally Managed,Triggers,Iletisim,6,CPD,0.5903,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUPAA0
0063100000fGlwAAAS,TurkeyOpp-282,Banner,2016-01-11,2016-01-31,3000,Akbank20161BKEMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,7500,1500,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpURAA0
0063100000fGlyeAAC,TurkeyOpp-1396,Banner,2016-04-21,2016-04-30,614,Bayer20164Bayer KSTV NisanMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500,300,Externally Managed,Triggers,Kadin,0.4,CPC,0.5114,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUTAA0
0063100000fGm7kAAC,TurkeyOpp-508,Banner,2016-10-01,2016-10-30,2884.8,Renault201610Renault Megane Sedan 11 EkimAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,3750,750,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.74,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUUAA0
0063100000fGly0AAC,TurkeyOpp-600,Banner,2016-04-12,2016-04-15,1077.5,TFKB20164Akilli Hesap NisanReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,4000,431,Externally Managed,Triggers,Kadin,0.5,CPC,0.6,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUVAA0
0063100000fGm8DAAS,TurkeyOpp-1816,Banner,2016-11-01,2016-11-27,3000,Vodafone201611Vodafone 52 Hafta Insaat KasimAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,6000,723.8,Externally Managed,Triggers,Teknoloji,0.5,CPC,0.7587,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUWAA0
0063100000fGlx0AAC,TurkeyOpp-1320,Banner,2016-02-11,2016-02-29,1000,Vodafone20162Vodafone Dil Testi ErkekMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Erkek,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUXAA0
0063100000fGm4kAAC,TurkeyOpp-57,Banner,2016-07-01,2016-07-31,5913.2,GE20167GE TemmuzLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,14000,7000,Externally Managed,Triggers,RON,0.4,CPC,-0.1838,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,5600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUbAAK
0063100000fGlyjAAC,TurkeyOpp-1705,Banner,2016-04-08,2016-04-30,4868.5,Bridgestone20164Bridgestone NativeMaxadMC,Net Cost (Calc Margin),MediaTrader,Maxad,9000,2700,Externally Managed,Triggers,Kadin,0.5,CPC,0.4454,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUcAAK
0063100000fGm87AAC,TurkeyOpp-1443,Banner,2016-11-01,2016-11-20,1014.4,Vodafone201611Vodafone Red Business KasimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,2000,108.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.8929,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUdAAK
0063100000fGm3lAAC,TurkeyOpp-1319,Banner,2016-06-01,2016-06-30,961.6,Elca Kozmetik20166Estee Lauder HaziranAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,538.43,Externally Managed,Triggers,Kadin,0.4,CPC,0.4401,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUeAAK
0063100000fGm8YAAS,TurkeyOpp-402,Banner,2016-11-11,2016-11-30,1000,Demsa201611Mothercare KasimAppnexusMEC,Net Cost (Calc Margin),MediaTrader,Appnexus,2000,0,Externally Managed,Triggers,Alisveris,0.6,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUfAAK
0063100000fGlwgAAC,TurkeyOpp-1149,Banner,2016-02-05,2016-02-29,977.2,KKB20162KKB BireyselPopMarkerMC,Net Cost (Calc Margin),MediaTrader,PopMarker,7000,488.6,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUgAAK
0063100000fGm3uAAC,TurkeyOpp-338,Banner,2016-06-14,2016-06-30,274,Akbank20166Akbank Neo Kart HaziranAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,3000,148.79,Externally Managed,Triggers,Finans,0.4,CPC,0.457,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUiAAK
0063100000fGlwyAAC,TurkeyOpp-364,Banner,2016-02-10,2016-02-29,1641.8,Vodafone20162Vodafone Agassi DisplayDigitalMarcomMS,Net Cost (Calc Margin),MediaTrader,DigitalMarcom,5000,978.4,Externally Managed,Triggers,Spor,0.4,CPC,0.4041,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUjAAK
0063100000fGlyuAAC,TurkeyOpp-1507,Banner,2016-05-28,2016-05-05,162,Akbank20165Akbank Emeklilere Chip ParaReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,4000,95.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.4086,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUlAAK
0063100000fGm4MAAS,TurkeyOpp-617,Banner,2016-07-21,2016-07-24,35,Bimeks20167Bimeks On Binlerce Urun 21-24 TemmuzMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1250,43,Externally Managed,Triggers,RON,0.35,CPC,-0.2286,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,437.5,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUmAAK
0063100000fGm5dAAC,TurkeyOpp-29,Banner,2016-08-01,2016-08-31,236.6,Elca Kozmetik20168Clinique AgustosReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,20,185,Externally Managed,Triggers,Kadin,0,CPC,0.2181,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUnAAK
0063100000fGm7KAAS,TurkeyOpp-1381,Banner,2016-10-01,2016-10-30,1386,Vodafone201610Vodafone Freezone Konserler Izmir EkimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,6000,635,Externally Managed,Triggers,Iletisim,0.4,CPC,0.5418,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUqAAK
0063100000fGlyRAAS,TurkeyOpp-645,Banner,2016-04-20,2016-04-30,1600.8,Mavi20164Mavi SS16 NisanLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,4000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.2504,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUrAAK
0063100000fGlwyAAC,TurkeyOpp-902,Banner,2016-02-10,2016-02-29,1325.6,Vodafone20162Vodafone Agassi DisplayDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,4500,662.8,Externally Managed,Triggers,Spor,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUtAAK
0063100000fGlxbAAC,TurkeyOpp-1296,Banner,2016-02-15,2016-02-29,5978.8,Vodafone20162Vodafone BJKAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,20000,4000,Externally Managed,Triggers,Erkek,0.4,CPC,0.331,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,8000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUvAAK
0063100000fGlvuAAC,TurkeyOpp-1928,Banner,2015-12-26,2016-01-07,2191.6,Elca Kozmetik20161Micheal Kors OcakPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,7000,1095.8,Externally Managed,Triggers,Women,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUwAAK
0063100000fGlx8AAC,TurkeyOpp-1962,Banner,2016-03-11,2016-03-14,800,Teknosa20163Teknosa Turuncu Indirim 11-14 MartAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,2000,400,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUyAAK
0063100000fGlxdAAC,TurkeyOpp-495,Banner,2016-03-09,2016-03-31,1818.18,Vodafone20163Vodafone DDZGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG,Turkey_LR,a013100000fLpUzAAK
0063100000fGm5eAAC,TurkeyOpp-1891,Banner,2016-08-01,2016-08-31,252.8,Elca Kozmetik20168Estee Lauder AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,2500,126.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV0AAK
0063100000fGm8KAAS,TurkeyOpp-65,Banner,2016-11-18,2016-11-28,0,Vodafone201611Vodafone EBU Esnek Calisan App Hedefleme KasimReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,6000,0,Externally Managed,Triggers,Teknoloji,0.8,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV4AAK
0063100000fGm55AAC,TurkeyOpp-1165,Banner,2016-08-01,2016-08-30,1000,Saxo Capital20168Saxo Capital Seminer Mailing AgustosKwankoMX,Net Cost (Calc Margin),MediaTrader,Kwanko,155,300,Externally Managed,Triggers,Finans,0.8,CPC,0.7,From spreadsheet: Turkey LR - Campaign Data,Mailing,Digital,124,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV5AAK
0063100000fGlwAAAS,TurkeyOpp-1881,Banner,2016-01-11,2016-01-31,2014.4,Akbank20161BKEDeskfiveMC,Net Cost (Calc Margin),MediaTrader,Deskfive,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5036,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV6AAK
0063100000fGm68AAC,TurkeyOpp-512,Banner,2016-09-22,2016-09-30,616,Mavi20169Mavi Lansman EylulMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000,308,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV7AAK
0063100000fGm5DAAS,TurkeyOpp-1939,Banner,2016-08-01,2016-08-30,984,Akbank20168Akbank Vdf Kobi Isbirligi AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,492,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV8AAK
0063100000fGm2zAAC,TurkeyOpp-1355,Banner,2016-05-10,2016-05-31,940.75,Vestel20165Vestel Euro 2016MedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Kadin,0.35,CPC,0.4685,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,875,012i0000001EB0yAAG,Turkey_LR,a013100000fLpV9AAK
0063100000fGm2uAAC,TurkeyOpp-273,Banner,2016-05-01,2016-05-31,648.9,Shell20165Shell HelixMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,1667,432.6,Externally Managed,Triggers,Kadin,0.45,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,750,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVBAA0
0063100000fGlyCAAS,TurkeyOpp-864,Banner,2016-04-14,2016-04-30,182,Elca Kozmetik20164Bobbi Brown Lip ColorLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,1667,136.5,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,666.8,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVCAA0
0063100000fGlxcAAC,TurkeyOpp-997,Banner,2016-01-01,2016-01-31,2000,Vodafone20161Vodafone Corp CozumlerPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVDAA0
0063100000fGlvzAAC,TurkeyOpp-188,Banner,2016-01-11,2016-01-20,2000,Vodafone20161Vodafone Tabata McarePopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVEAA0
0063100000fGm7BAAS,TurkeyOpp-525,Banner,2016-10-01,2016-10-30,8536,Nike201610Nike Beautiful X EkimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,15000,3000,Externally Managed,Triggers,Spor,0.6,CPC,0.6485,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,9000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVFAA0
0063100000fGlysAAC,TurkeyOpp-903,Banner,2016-04-21,2016-04-30,118.8,Akbank20164Akbank BP Akaryakit DisplayDeskFiveMC,Net Cost (Calc Margin),MediaTrader,DeskFive,3000,59.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVHAA0
0063100000fGlwNAAS,TurkeyOpp-1107,Banner,2016-01-29,2016-01-31,1100,Bimeks20161BiParaAdinteractionMEC,Net Cost (Calc Margin),MediaTrader,Adinteraction,6000,1200,Externally Managed,Triggers,Teknoloji,0.3,CPC,-0.0909,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVIAA0
0063100000fGm5JAAS,TurkeyOpp-1084,Banner,2016-08-01,2016-08-30,480.4,Lufthansa20168Lufthansa AgustosGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,264.22,Externally Managed,Triggers,Seyahat,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVJAA0
0063100000fGm5kAAC,TurkeyOpp-1129,Banner,2016-09-01,2016-09-05,1018,Shell20169Teknosa Turuncu Indirim 2-5 EylulMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,509,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVKAA0
0063100000fGm5QAAS,TurkeyOpp-256,Banner,2016-08-01,2016-08-30,24782.4,Nike20168Nike RIO Olympics AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,50000,10000,Externally Managed,Triggers,Spor,0.45,CPC,0.5965,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,22500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVMAA0
0063100000fGm6zAAC,TurkeyOpp-1976,Banner,2016-10-01,2016-10-30,2050.8,MAC201610MAC EkimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,1500,Externally Managed,Triggers,Kadin,0.4,CPC,0.2686,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVNAA0
0063100000fGlxXAAS,TurkeyOpp-1801,Banner,2016-03-12,2016-03-31,2000,IBM20163IBM Cloud Webcast 2ReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVOAA0
0063100000fGm5SAAS,TurkeyOpp-782,Banner,2016-08-01,2016-08-30,1126.8,GSK20168GSK Sensodyne Check up AgustosMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,3333,845.1,Externally Managed,Triggers,Saglik,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVPAA0
0063100000fGm79AAC,TurkeyOpp-178,Banner,2016-10-01,2016-10-30,1810.5,Ikea201610IKEA #AramizdaCozduk EkimAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,13750,2750,Externally Managed,Triggers,Alisveris,0.5,CPC,-0.5189,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,6875,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVTAA0
0063100000fGm36AAC,TurkeyOpp-1658,Banner,2016-05-20,2016-05-31,1858.2,Vodafone20165Vodafone Red GladiatorsMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,586.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.6844,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVUAA0
0063100000fGm5WAAS,TurkeyOpp-881,Banner,2016-08-04,2016-08-30,62.4,Vodafone20168Vodafone Digital Shop AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,32.78,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.4747,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVVAA0
0063100000fGm3RAAS,TurkeyOpp-161,Banner,2016-06-10,2016-06-19,1150.8,Huawei20166Huawei P9 Pre Order Standart HaziranMynetMX,Net Cost (Calc Margin),MediaTrader,Mynet,3000,863.1,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVWAA0
0063100000fGm8XAAS,TurkeyOpp-596,Banner,2016-11-01,2016-11-30,0.4,Aveda201611Aveda KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,0.3,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVXAA0
0063100000fGm8iAAC,TurkeyOpp-625,Banner,2016-11-01,2016-11-30,113.6,Vodafone201611Vodafone Red Roaming AO KasimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,2667,85.2,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1066.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpVYAA0
