Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId,Filter,Id
0063100000fGm3NAAS,TurkeyOpp-654,Banner,2016-06-01,2016-06-17,213.2,TFKB20166TFKB TFX TargetReklamStoreMS,Net Cost (Calc Margin),MediaTrader,ReklamStore,3500,18.2,Externally Managed,Triggers,Finans,0.4,CPC,0.9146,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZNAA0
0063100000fGlxWAAS,TurkeyOpp-844,Banner,2016-03-09,2016-03-31,631.2,IBM20163IBM Cloud WebcastReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,2500,315.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZOAA0
0063100000fGm7mAAC,TurkeyOpp-774,Text (Temmuz),2016-10-01,2016-10-30,0,Renault201610Renault Megane Sedan 12-31 EkimGrapeshootMEC,Net Cost (Calc Margin),MediaTrader,Grapeshoot,15000,36.22,Externally Managed,Triggers,Otomotiv,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,6000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZPAA0
0063100000fGm56AAC,TurkeyOpp-1505,Banner,2016-08-01,2016-08-30,784,Teknosa20168Teknosa Turuncu Indirim 05-08 AgustosPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,3000,600,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.2347,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZRAA0
0063100000fGm6UAAS,TurkeyOpp-1132,Banner,2016-09-07,2016-09-30,2946,Vodafone20169Vodafone Red Roaming Always On EylulAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,3200,1856.11,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.37,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1280,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZSAA0
0063100000fGlyXAAS,TurkeyOpp-797,Mobile Banner,2016-04-14,2016-04-30,1716.4,Akbank20164Akbank Serbest Hesap MobilMoveMC,Net Cost (Calc Margin),MediaTrader,Move,3200,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.5339,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1280,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZTAA0
0063100000fGm7aAAC,TurkeyOpp-1857,Banner,2016-10-01,2016-10-30,20.4,Clinique201610Clinique EkimReklamactionMS,Net Cost (Calc Margin),MediaTrader,Reklamaction,0,475,Externally Managed,Triggers,Kadin,0.4,CPC,-22.2843,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZUAA0
0063100000fGlwgAAC,TurkeyOpp-609,Banner,2016-02-05,2016-02-29,705.6,KKB20162KKB BireyselMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,3333,529.2,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZVAA0
0063100000fGlw9AAC,TurkeyOpp-10,Mobile Banner,2016-01-12,2016-01-31,1800,Akbank20161Axess Serbest Hesap MobilAdnboostMC,Net Cost (Calc Margin),MediaTrader,Adnboost,4500,900,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZWAA0
0063100000fGlyCAAS,TurkeyOpp-384,Banner,2016-04-14,2016-04-30,965.6,Elca Kozmetik20164Bobbi Brown Lip ColorAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,1500,300,Externally Managed,Triggers,Kadin,0.4,CPC,0.6893,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZXAA0
0063100000fGlweAAC,TurkeyOpp-1337,Banner,2016-02-01,2016-02-29,604,Elca Kozmetik20162Esteelauder SubatTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,2667,453,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1066.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZZAA0
0063100000fGlxsAAC,TurkeyOpp-777,Banner,2016-04-01,2016-04-11,-223,RedBull20164Anadolu Break AdanaDigitalmarcomMEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,2500,500,Externally Managed,Triggers,Kadin,0.5,CPC,3.2422,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1250,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZaAAK
0063100000fGlxIAAS,TurkeyOpp-1137,Banner,2016-03-01,2016-03-31,0,Elca Kozmetik20163Estee Lauder MartReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,0,230,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZcAAK
0063100000fGm6mAAC,TurkeyOpp-575,Ekim Reporting,2016-10-01,2016-10-30,0,KKB201610KKB Kredi Notu EkimBannerConnectMC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZeAAK
0063100000fGm7BAAS,TurkeyOpp-1700,Banner,2016-10-01,2016-10-30,2995.2,Nike201610Nike Beautiful X EkimNtvMS,Net Cost (Calc Margin),MediaTrader,Ntv,6000,2496,Externally Managed,Triggers,Spor,0.6,CPC,0.1667,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZfAAK
0063100000fGlxFAAS,TurkeyOpp-236,Banner,2016-03-01,2016-03-31,2136.4,Elca Kozmetik20163Bobbi Brown MartAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5319,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZhAAK
0063100000fGlyRAAS,TurkeyOpp-539,Banner,2016-04-20,2016-04-30,3130.4,Mavi20164Mavi SS16 NisanReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,10000,1565.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZkAAK
0063100000fGm3vAAC,TurkeyOpp-1955,Banner,2016-06-20,2016-06-30,64,Akbank20166Akbank Vdf Kobi Isbirligi HaziranAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,44.19,Externally Managed,Triggers,Finans,0.4,CPC,0.3095,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZlAAK
0063100000fGlwOAAS,TurkeyOpp-1427,Banner,2016-01-18,2016-01-31,1024.5,Bimeks20161Dell NotebookTurkTicaretMEC,Net Cost (Calc Margin),MediaTrader,TurkTicaret,13333,512.25,Externally Managed,Triggers,Teknoloji,0.3,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZmAAK
0063100000fGlyCAAS,TurkeyOpp-1527,Banner,2016-04-14,2016-04-30,0,Elca Kozmetik20164Bobbi Brown Lip ColorPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,0,0,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZnAAK
0063100000fGlwIAAS,TurkeyOpp-935,Banner,2016-01-18,2016-01-31,588,Vodafone20161Vodafone Falcon Loyalty TACMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,294,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZoAAK
0063100000fGm4NAAS,TurkeyOpp-129,Banner,2016-07-21,2016-07-24,154.1,Bimeks20167Bimeks On Binlerce Urun 28-31 TemmuzMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500,45.6,Externally Managed,Triggers,RON,0.35,CPC,0.7041,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,525,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZpAAK
0063100000fGlwNAAS,TurkeyOpp-822,Banner,2016-01-29,2016-01-31,750,Bimeks20161BiParaMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Teknoloji,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,750,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZtAAK
0063100000fGlypAAC,TurkeyOpp-758,Banner,2016-04-08,2016-04-30,2400,Lassa20164Lassa Satis NisanPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2400,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZuAAK
0063100000fGm5xAAC,TurkeyOpp-7,Banner,2016-09-10,2016-09-28,3686.4,Akbank20169Akbank Caz Festivali EylulReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,9000,1800,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5117,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZvAAK
0063100000fGm2qAAC,TurkeyOpp-263,Banner,2016-05-01,2016-05-31,3682.4,Visa20165Visa Formulea EReklamNativeMEC,Net Cost (Calc Margin),MediaTrader,ReklamNative,7000,1400,Externally Managed,Triggers,Kadin,0.6,CPC,0.6198,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZxAAK
0063100000fGlxjAAC,TurkeyOpp-1595,Banner,2016-03-04,2016-03-31,894.8,Vodafone20163Vodafone Preject SennaMicrosoftMS,Net Cost (Calc Margin),MediaTrader,Microsoft,2174,500,Externally Managed,Triggers,Cihaz,0.4,CPC,0.4412,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,869.57,012i0000001EB0yAAG,Turkey_LR,a013100000fLpZyAAK
0063100000fGm7NAAS,TurkeyOpp-1347,Banner,2016-10-01,2016-10-30,721.8,Vodafone201610Vodafone Maraton EkimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,233.4,Externally Managed,Triggers,Iletisim,0.6,CPC,0.6766,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpa1AAC
0063100000fGm7jAAC,TurkeyOpp-379,Banner,2016-10-01,2016-10-30,5529.5,Renault201610Renault Clio Native EkimLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,14000,2864.5,Externally Managed,Triggers,Otomotiv,0.5,CPC,0.482,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,7000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpa2AAC
0063100000fGm5EAAS,TurkeyOpp-1950,Banner,2016-08-01,2016-08-30,4514,Akbank20168Akbank Yatirim Hizmetleri AgustosAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,10000,2000,Externally Managed,Triggers,Finans,0.4,CPC,0.5569,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpa4AAC
0063100000fGly9AAC,TurkeyOpp-1038,Banner,2016-04-28,2016-04-29,1595.2,Vodafone20164Vodafone LMY Canli YayinReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,7500,797.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpa5AAC
0063100000fGm7LAAS,TurkeyOpp-534,Banner,2016-10-01,2016-10-30,595,Vodafone201610Vodafone Freezone Konserler Izmir Mobil EkimAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,1800,450,Externally Managed,Triggers,Iletisim,0.4,CPC,0.2437,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,720,012i0000001EB0yAAG,Turkey_LR,a013100000fLpa8AAC
0063100000fGm6RAAS,TurkeyOpp-413,Banner,2016-09-23,2016-09-30,38.8,Vodafone20169Vodafone Freezone Konserler Izmir EylulGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,1000,Externally Managed,Triggers,Genclik,0.4,CPC,-24.7732,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaAAAS
0063100000fGm5EAAS,TurkeyOpp-543,Banner,2016-08-01,2016-08-30,683.6,Akbank20168Akbank Yatirim Hizmetleri AgustosDeskFiveMC,Net Cost (Calc Margin),MediaTrader,DeskFive,4000,341.8,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaBAAS
0063100000fGlz4AAC,TurkeyOpp-1734,Banner,2016-05-01,2016-05-15,1149.5,Bridgestone20165Bridgestone Data Targeting NativeLigatusMC,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,689.7,Externally Managed,Triggers,Erkek,0.5,CPC,0.4,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1666.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaEAAS
0063100000fGm8VAAS,TurkeyOpp-1004,Banner,2016-11-17,2016-11-30,1000,Akbank201611Akbank Neo Kart KasimAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,2500,263.4,Externally Managed,Triggers,Finans,0.4,CPC,0.7366,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaFAAS
0063100000fGlxEAAS,TurkeyOpp-1088,Banner,2016-03-15,2016-03-28,190,Teknosa20163Teknosa Turuncu Indirim 18-21 MartDeskfiveMC,Net Cost (Calc Margin),MediaTrader,Deskfive,2500,95,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaGAAS
0063100000fGm6mAAC,TurkeyOpp-312,Eylul Reporting,2016-10-01,2016-10-30,0,KKB201610KKB Kredi Notu EkimBannerConnectMC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaHAAS
0063100000fGm6yAAC,TurkeyOpp-228,Banner,2016-10-01,2016-10-30,808.64,Aveda201610Aveda EkimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,729.58,Externally Managed,Triggers,Kadin,0.4,CPC,0.0978,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,4000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaIAAS
0063100000fGm7JAAS,TurkeyOpp-1809,Banner,2016-09-23,2016-09-30,2100.8,Vodafone20169Vodafone Freezone Konserler Ankara Mobil EylulMoveMS,Net Cost (Calc Margin),MediaTrader,Move,3200,800,Externally Managed,Triggers,Genclik,0.4,CPC,0.6192,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1280,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaJAAS
0063100000fGm3zAAC,TurkeyOpp-1329,Banner,2016-06-01,2016-06-30,749.4,Beymen20166Beymen Interstitial HaziranClickvolMEC,Net Cost (Calc Margin),MediaTrader,Clickvol,4000,624.5,Externally Managed,Triggers,Alisveris,0.3,CPC,0.1667,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaKAAS
0063100000fGm8MAAS,TurkeyOpp-473,Banner,2016-11-21,2016-11-28,394.8,Vodafone201611Vodafone Freezone Konserler Istanbul KasimMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,2667,296.1,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1066.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaLAAS
0063100000fGm3zAAC,TurkeyOpp-1793,Banner,2016-06-01,2016-06-30,435.4,Beymen20166Beymen Interstitial HaziranAreklamMEC,Net Cost (Calc Margin),MediaTrader,Areklam,5000,316.4,Externally Managed,Triggers,Alisveris,0.3,CPC,0.2733,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaMAAS
0063100000fGm7XAAS,TurkeyOpp-1541,Eylul Reporting,2016-10-01,2016-10-30,0,Vodafone201610Vodafone Youth Prepaid EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Iletisim,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,7500,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaNAAS
0063100000fGm3lAAC,TurkeyOpp-754,Banner,2016-06-01,2016-06-30,1352,Elca Kozmetik20166Estee Lauder HaziranPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,676,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaOAAS
0063100000fGm8UAAS,TurkeyOpp-908,Banner,2016-11-01,2016-11-30,207.5,Akbank201611Akbank Caz Festivali Standart KasimMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,4000,124.5,Externally Managed,Triggers,Finans,0.5,CPC,0.4,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaPAAS
0063100000fGlz5AAC,TurkeyOpp-757,Mobile Banner,2016-05-10,2016-05-15,1858.2,Vodafone20165Vodafone BJK Karakartal SampiyonlukAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,4000,433.75,Externally Managed,Triggers,Kadin,0.4,CPC,0.7666,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaQAAS
0063100000fGm83AAC,TurkeyOpp-1047,Banner,2016-11-01,2016-11-18,3835,Avivasa201611Avivasa Native KasimLigatusMC,Net Cost (Calc Margin),MediaTrader,Ligatus,5667,1700.1,Externally Managed,Triggers,Finans,0.7,CPC,0.5567,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3966.9,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaRAAS
0063100000fGPjvAAG,TurkeyOpp-393,Banner,2016-05-06,2016-05-31,3815.6,Lufthansa20165Lufthansa BaselineReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,4667,1400,Externally Managed,Triggers,Kadin,0.4,CPC,0.6331,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1866.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaSAAS
0063100000fGlyAAAS,TurkeyOpp-93,Banner,2016-04-01,2016-04-30,1138.8,Elca Kozmetik20164Aveda NisanLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,854.1,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaTAAS
0063100000fGm88AAC,TurkeyOpp-1176,Banner,2016-11-18,2016-11-21,1389.2,Teknosa201611Teknosa Turuncu Indirim 18 - 21 KasimAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,3000,600,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5681,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1200,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaUAAS
0063100000fGlyPAAS,TurkeyOpp-193,Banner,2016-04-01,2016-04-30,2331.2,Elca Kozmetik20164MAC NisanAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,4000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.4852,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaVAAS
0063100000fGlweAAC,TurkeyOpp-532,Banner,2016-02-01,2016-02-29,1650.4,Elca Kozmetik20162Esteelauder SubatClickvolMS,Net Cost (Calc Margin),MediaTrader,Clickvol,5000,832,Externally Managed,Triggers,Kadin,0.4,CPC,0.4959,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaXAAS
0063100000fGlxgAAC,TurkeyOpp-91,Banner,2016-03-17,2016-03-31,850.4,Vodafone20163Vodafone Preject Atina Buyback LGGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,2727,467.72,Externally Managed,Triggers,Cihaz,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1090.91,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaZAAS
0063100000fGm7aAAC,TurkeyOpp-1610,Banner,2016-10-01,2016-10-30,2525.6,Clinique201610Clinique EkimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,6667,1894.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2666.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaaAAC
0063100000fGm45AAC,TurkeyOpp-546,Banner,2016-06-20,2016-06-30,1289.2,Michelin20166Michelin Prepurchase Native HaziranLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,11667,966.9,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4666.67,012i0000001EB0yAAG,Turkey_LR,a013100000fLpabAAC
0063100000fGlwdAAC,TurkeyOpp-1517,Banner,2016-02-01,2016-02-29,6030,Elca Kozmetik20162Clinique SubatAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,15075,1065,Externally Managed,Triggers,RTB,0.4,CPC,0.8234,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6030,012i0000001EB0yAAG,Turkey_LR,a013100000fLpacAAC
0063100000fGm7wAAC,TurkeyOpp-1264,Banner,2016-11-01,2016-11-15,3073,RedBull201611Redbull Mind Game Istanbul KasimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,4736,148.28,Externally Managed,Triggers,LifeStyle,0.6,CPC,0.9517,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2841.82,012i0000001EB0yAAG,Turkey_LR,a013100000fLpadAAC
0063100000fGlyWAAS,TurkeyOpp-1566,Banner,2016-02-02,2016-02-29,1800,Akbank20162Akbank Serbest Hesap DisplayAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,4500,1685.2,Externally Managed,Triggers,RTB,0.4,CPC,0.0638,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG,Turkey_LR,a013100000fLpafAAC
0063100000fGm2cAAC,TurkeyOpp-1646,Banner,2016-05-01,2016-05-31,1674.26,Elca Kozmetik20165BobbiBrown MayisReklamNativeMS,Net Cost (Calc Margin),MediaTrader,ReklamNative,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.4027,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpagAAC
0063100000fGm7tAAC,TurkeyOpp-1870,Banner,2016-11-01,2016-11-14,3103.6,Nike201611Nike Football Training KasimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,5000,1000,Externally Managed,Triggers,Spor,0.6,CPC,0.6778,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,3000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpahAAC
0063100000fGm5GAAS,TurkeyOpp-627,Banner,2016-08-01,2016-08-30,1500,Zorlu PSM20168Zorlu THY Miles Smiles AgustosAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,3200,789.56,Externally Managed,Triggers,Finans,0.4,CPC,0.4736,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1280,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaiAAC
0063100000fGlxHAAS,TurkeyOpp-1958,Banner,2016-03-01,2016-03-31,310.8,Elca Kozmetik20163Clinique MartClickvolMS,Net Cost (Calc Margin),MediaTrader,Clickvol,5000,155.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG,Turkey_LR,a013100000fLpakAAC
0063100000fGlvzAAC,TurkeyOpp-1434,Banner,2016-01-11,2016-01-20,316,Vodafone20161Vodafone Tabata McareAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,4000,278.76,Externally Managed,Triggers,RTB,0.4,CPC,0.1178,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpamAAC
0063100000fGlxgAAC,TurkeyOpp-1217,Banner,2016-03-17,2016-03-31,1867.6,Vodafone20163Vodafone Preject Atina Buyback LGAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,4000,800,Externally Managed,Triggers,Cihaz,0.4,CPC,0.5716,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG,Turkey_LR,a013100000fLpanAAC
0063100000fGlwXAAS,TurkeyOpp-556,Banner,2016-02-09,2016-02-14,1750,Altinbas20162Altinbas Sevgililer GunuPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Alisveris,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1750,012i0000001EB0yAAG,Turkey_LR,a013100000fLpaoAAC
