Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGlxcAAC,TurkeyLR:906,Banner,2016-01-01,2016-01-31,2313.04,Vodafone20161Vodafone Corp CozumlerTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,11333,1700,Externally Managed,Triggers,Finans,0.4,CPC,0.265,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4533.33,012i0000001EB0yAAG
0063100000fGm6GAAS,TurkeyLR:733,Banner,2016-09-01,2016-09-30,0,Visa20169Visa PY EylulBannerConnectMEC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,180.82,Externally Managed,Triggers,Finans,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Adserver,Digital,0,012i0000001EB0yAAG
0063100000fGlyhAAC,TurkeyLR:982,Banner,2016-04-04,2016-04-30,0,Nike20164Nike VictoryDigitalsMS,Net Cost (Calc Margin),MediaTrader,Digitals,0,1000,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm5aAAC,TurkeyLR:1019,Mobile Banner,2016-08-04,2016-08-30,2867.2,Vodafone20168Vodafone Spotify AgustosOperaMS,Net Cost (Calc Margin),MediaTrader,Opera,6000,1200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5815,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlz0AAC,TurkeyLR:1485,Banner,2016-05-01,2016-05-10,1252.4,Vodafone20165Vodafone Heroes Samsung S7 DisplayMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,626.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGlvyAAC,TurkeyLR:1786,Banner,2015-12-01,2016-01-20,3200,Vodafone20161Dil TestiPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,8000,1600,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3200,012i0000001EB0yAAG
0063100000fGlwLAAS,TurkeyLR:8,Banner,2016-01-15,2016-01-31,2250.8,Vodafone20161Vodafone Yazar Kasa PosTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,10000,1500,Externally Managed,Triggers,Esnaf,0.4,CPC,0.3336,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGm2gAAC,TurkeyLR:335,Banner,2016-05-24,2016-05-31,48,Kaplankaya20165KaplankayaReklamstoreMX,Net Cost (Calc Margin),MediaTrader,Reklamstore,2400,0,Externally Managed,Triggers,Kadin,0.5,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlyyAAC,TurkeyLR:1010,Banner,2016-05-28,2016-05-05,2029,Marshall20165Marshall Sil-PakAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,8000,1321.93,Externally Managed,Triggers,Kadin,0.4,CPC,0.3485,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3200,012i0000001EB0yAAG
0063100000fGlwIAAS,TurkeyLR:1162,Banner,2016-01-18,2016-01-31,272.8,Vodafone20161Vodafone Falcon Loyalty TACAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,7500,136.4,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGlvxAAC,TurkeyLR:1363,Banner,2016-01-01,2016-01-14,2720,Vodafone20161Vodafone Project FalconDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,10000,2000,Externally Managed,Triggers,Genclik,0.4,CPC,0.2647,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGlxcAAC,TurkeyLR:207,Banner,2016-01-01,2016-01-31,1600,Vodafone20161Vodafone Corp CozumlerAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,4000,1022.45,Externally Managed,Triggers,RTB,0.4,CPC,0.361,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGlwyAAC,TurkeyLR:216,Banner,2016-02-10,2016-02-29,946.4,Vodafone20162Vodafone Agassi DisplayMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,424.2,Externally Managed,Triggers,Spor,0.4,CPC,0.5518,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm6mAAC,TurkeyLR:594,Text (Temmuz),2016-10-01,2016-10-30,0,KKB201610KKB Kredi Notu EkimGrapeshootMC,Net Cost (Calc Margin),MediaTrader,Grapeshoot,4000,36.22,Externally Managed,Triggers,Finans,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,1600,012i0000001EB0yAAG
0063100000fGm3nAAC,TurkeyLR:749,Banner,2016-06-01,2016-06-30,164.8,Elca Kozmetik20166Mac HaziranReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,0,350,Externally Managed,Triggers,Kadin,0.4,CPC,-1.1238,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm55AAC,TurkeyLR:1165,Banner,2016-08-01,2016-08-30,1000,Saxo Capital20168Saxo Capital Seminer Mailing AgustosKwankoMX,Net Cost (Calc Margin),MediaTrader,Kwanko,155,300,Externally Managed,Triggers,Finans,0.8,CPC,0.7,From spreadsheet: Turkey LR - Campaign Data,Mailing,Digital,124,012i0000001EB0yAAG
0063100000fGm78AAC,TurkeyLR:489,Banner,2016-10-01,2016-10-30,1409.76,Michelin201610Michelin Cross Climate Standart EkimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,4545,939.84,Externally Managed,Triggers,Otomotiv,0.33,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG
0063100000fGm4XAAS,TurkeyLR:511,Banner,2016-07-14,2016-07-31,917.2,Mavi20167Mavi I love Mavi TemmuzLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,900,Externally Managed,Triggers,Alisveris,0.4,CPC,0.0188,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm7HAAS,TurkeyLR:631,Banner,2016-10-01,2016-10-30,10.2,Vodafone201610Vodafone 52 Hafta Insaat Sektoru Hedefli EkimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,0,729.58,Externally Managed,Triggers,Iletisim,0.6,CPC,-70.5271,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,0,012i0000001EB0yAAG
0063100000fGlyrAAC,TurkeyLR:699,Banner,2016-04-01,2016-04-30,1000,Akbank20164Akbank BKEMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm3bAAC,TurkeyLR:1287,Banner,2016-06-01,2016-06-27,1028.4,Akbank20166Akbank Emeklilere Chip Para HaziranMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,514.2,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlyrAAC,TurkeyLR:1442,Banner,2016-04-01,2016-04-30,2435.6,Akbank20164Akbank BKEAdinteractionMC,Net Cost (Calc Margin),MediaTrader,Adinteraction,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5894,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm5bAAC,TurkeyLR:1460,Banner,2016-08-01,2016-08-30,4804,Renault20168Renault AgustosAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,25000,5000,Externally Managed,Triggers,Otomotiv,0.4,CPC,-0.0408,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,10000,012i0000001EB0yAAG
0063100000fGm5tAAC,TurkeyLR:1493,Banner,2016-09-20,2016-09-28,645,TAC20169Tac Connect EylulDeskfiveMC,Net Cost (Calc Margin),MediaTrader,Deskfive,2000,400,Externally Managed,Triggers,Tekstil,0.5,CPC,0.3798,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGly9AAC,TurkeyLR:1535,Banner,2016-04-28,2016-04-29,1537.6,Vodafone20164Vodafone LMY Canli YayinAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,5600,196.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.872,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2240,012i0000001EB0yAAG
0063100000fGm8JAAS,TurkeyLR:1730,Banner,2016-11-01,2016-11-27,1000,Vodafone201611Vodafone Red Budget Statik KasimReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,2500,500,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlwEAAS,TurkeyLR:725,Banner,2016-01-15,2016-01-31,8000,Danone20161Ilk 1000 Adim Mobil DownloadTurkTicaretMEC,Net Cost (Calc Margin),MediaTrader,TurkTicaret,1667,5000,Externally Managed,Triggers,Women,5,CPD,0.375,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,8335,012i0000001EB0yAAG
0063100000fGm6iAAC,TurkeyLR:1306,Banner,2016-10-01,2016-10-30,1343.6,Unico201610Unico Lansman EkimAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,20000,466.6,Externally Managed,Triggers,Sigorta,0.6,CPC,0.6527,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,12000,012i0000001EB0yAAG
0063100000fGm33AAC,TurkeyLR:730,Banner,2016-05-23,2016-05-31,406,Vodafone20165Vodafone Heroes 2 LGMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,203,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm3kAAC,TurkeyLR:889,Banner,2016-06-01,2016-06-30,1720,Elca Kozmetik20166Clinique New Buyers FocusLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,1290,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlyJAAS,TurkeyLR:939,Banner,2016-04-01,2016-04-30,925.93,Elca Kozmetik20164Estee Lauder BB DaywearAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.46,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm7kAAC,TurkeyLR:1500,Banner,2016-10-01,2016-10-30,815.6,Renault201610Renault Megane Sedan 11 EkimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,2273,388.96,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5231,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,909.09,012i0000001EB0yAAG
0063100000fGm4LAAS,TurkeyLR:1992,Banner,2016-07-01,2016-07-21,10981.8,Lilly20167Lilly TemmuzReklamStoreMEC,Net Cost (Calc Margin),MediaTrader,ReklamStore,22500,3660.6,Externally Managed,Triggers,RON,0.6,CPC,0.6667,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,13500,012i0000001EB0yAAG
0063100000fGm3uAAC,TurkeyLR:464,Banner,2016-06-14,2016-06-30,-52,Akbank20166Akbank Neo Kart HaziranMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,19.4,Externally Managed,Triggers,Finans,0.4,CPC,1.3731,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm6yAAC,TurkeyLR:1981,Ekim Reporting,2016-10-01,2016-10-30,0,Aveda201610Aveda EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG
0063100000fGm2dAAC,TurkeyLR:36,Banner,2016-05-01,2016-05-31,5231.6,Elca Kozmetik20165Clinique MayisPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,17500,2615.8,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,7000,012i0000001EB0yAAG
0063100000fGm5BAAS,TurkeyLR:582,Banner,2016-08-01,2016-08-30,1852.8,Akbank20168Akbank Ihtiyac Kredisi AgustosAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,614.28,Externally Managed,Triggers,Finans,0.4,CPC,0.6685,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG
0063100000fGm4wAAC,TurkeyLR:813,Banner,2016-07-01,2016-07-31,2396.4,Renault20167Renault TemmuzMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,7500,798.8,Externally Managed,Triggers,RON,0.6,CPC,0.6667,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4500,012i0000001EB0yAAG
0063100000fGlwMAAS,TurkeyLR:1112,Banner,2016-01-23,2016-01-31,1131.6,Bimeks20161Apple NotebookMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,754.4,Externally Managed,Triggers,Teknoloji,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm2qAAC,TurkeyLR:263,Banner,2016-05-01,2016-05-31,3682.4,Visa20165Visa Formulea EReklamNativeMEC,Net Cost (Calc Margin),MediaTrader,ReklamNative,7000,1400,Externally Managed,Triggers,Kadin,0.6,CPC,0.6198,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4200,012i0000001EB0yAAG
0063100000fGm8WAAS,TurkeyLR:366,Banner,2016-11-01,2016-11-30,783.2,GoDaddy201611GoDaddy KasimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,4000,293.7,Externally Managed,Triggers,Teknoloji,0.8,CPC,0.625,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3200,012i0000001EB0yAAG
0063100000fGm2qAAC,TurkeyLR:837,Banner,2016-05-01,2016-05-31,1317.6,Visa20165Visa Formulea ELigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,3000,538,Externally Managed,Triggers,Erkek,0.6,CPC,0.5917,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1800,012i0000001EB0yAAG
0063100000fGlyHAAS,TurkeyLR:1178,Banner,2016-03-21,2016-03-31,0,Elca Kozmetik20163Clinique Play with Pop MicrositeReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm3lAAC,TurkeyLR:1309,Banner,2016-06-01,2016-06-30,484.8,Elca Kozmetik20166Estee Lauder HaziranAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,505,Externally Managed,Triggers,Kadin,0.4,CPC,-0.0417,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlyWAAS,TurkeyLR:1386,Banner,2016-04-14,2016-04-30,1104.4,Akbank20164Akbank Serbest Hesap DisplayMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,552.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm6LAAS,TurkeyLR:1430,Banner,2016-09-01,2016-09-30,2101.4,Shell20169Shell YKB EylulAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,5500,1100,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.4765,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2200,012i0000001EB0yAAG
0063100000fGm4EAAS,TurkeyLR:43,Banner,2016-07-14,2016-07-17,1004.8,Mavi20167Mavi %50 Indirim 14 - 17 TemmuzReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,502.4,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000fGm4YAAS,TurkeyLR:426,Banner,2016-07-01,2016-07-31,2000.8,Akbank20167Akbank BKE TemmuzPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5002,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm45AAC,TurkeyLR:546,Banner,2016-06-20,2016-06-30,1289.2,Michelin20166Michelin Prepurchase Native HaziranLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,11667,966.9,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4666.67,012i0000001EB0yAAG
0063100000fGm32AAC,TurkeyLR:927,Banner,2016-05-23,2016-05-31,4110,Vodafone20165Vodafone FZ Top & GetPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,2000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5134,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,4000,012i0000001EB0yAAG
0063100000fGm4sAAC,TurkeyLR:1457,Banner,2016-07-01,2016-07-31,241.8,Vodafone20167Vodafone Red Yazlik Mekanlar TemmuzAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,5000,0,Externally Managed,Triggers,Seyahat,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000fGm7aAAC,TurkeyLR:1932,Eylul Reporting,2016-10-01,2016-10-30,0,Clinique201610Clinique EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,0,012i0000001EB0yAAG
0063100000fGm8NAAS,TurkeyLR:1934,Banner,2016-11-21,2016-11-28,7500,Vodafone201611Vodafone Samsung J KasimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,859,Externally Managed,Triggers,Teknoloji,0.5,CPC,0.8855,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2500,012i0000001EB0yAAG
0063100000fGly0AAC,TurkeyLR:600,Banner,2016-04-12,2016-04-15,1077.5,TFKB20164Akilli Hesap NisanReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,4000,431,Externally Managed,Triggers,Kadin,0.5,CPC,0.6,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm2eAAC,TurkeyLR:588,Banner,2016-05-01,2016-05-31,170.8,Elca Kozmetik20165EsteeLauder MayisReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,0,80,Externally Managed,Triggers,Kadin,0.4,CPC,0.5316,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlwDAAS,TurkeyLR:978,Banner,2016-01-01,2016-01-31,6848,Visa20161Platinum Masa Mobil DownloadReklamstoreMEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,1717,4930,Externally Managed,Triggers,RON,4,CPD,0.2801,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,6868,012i0000001EB0yAAG
0063100000fGlwyAAC,TurkeyLR:1727,Banner,2016-02-10,2016-02-29,661.2,Vodafone20162Vodafone Agassi DisplayMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,495.9,Externally Managed,Triggers,Spor,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGlwYAAS,TurkeyLR:1765,Banner,2016-01-06,2016-01-31,1000,Akbank20161Akbank MTVMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,443.4,Externally Managed,Triggers,Finans,0.4,CPC,0.5566,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm2eAAC,TurkeyLR:1964,Banner,2016-05-01,2016-05-31,6027.2,Elca Kozmetik20165EsteeLauder MayisAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,15000,3000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5023,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,6000,012i0000001EB0yAAG
0063100000fGlwrAAC,TurkeyLR:74,Mobile Banner,2016-02-04,2016-02-29,3760,Vodafone201624.5G Optin MobilAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,9500,1900,Externally Managed,Triggers,V.Kullanicilari,0.4,CPC,0.4947,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3800,012i0000001EB0yAAG
0063100000fGm6bAAC,TurkeyLR:265,Banner,2016-09-01,2016-09-30,22.8,Clinique20169Clinique EylulReklamactionMS,Net Cost (Calc Margin),MediaTrader,Reklamaction,0,530,Externally Managed,Triggers,Kadin,0.4,CPC,-22.2456,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlxaAAC,TurkeyLR:821,Banner,2016-02-25,2016-02-29,286.4,Vodafone20162Vodafone Big Bang Kultur & SanatAreklamMS,Net Cost (Calc Margin),MediaTrader,Areklam,2000,38.2,Externally Managed,Triggers,Kultur,0.4,CPC,0.8666,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG
0063100000fGm2vAAC,TurkeyLR:1290,Banner,2016-05-01,2016-05-31,892,Shell20165Shell Rimula MayisMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,1333,400,Externally Managed,Triggers,Kadin,0.4,CPC,0.5516,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,533.33,012i0000001EB0yAAG
0063100000fGm2wAAC,TurkeyLR:531,Banner,2016-05-01,2016-05-31,-621.2,Shell20165Shell Tasit Tanima PlaniMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,393.6,Externally Managed,Triggers,Kadin,0.4,CPC,1.6336,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlz2AAC,TurkeyLR:1354,Banner,2016-05-01,2016-05-13,2026,Brissa20165Brissa - Lastik.com.trPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,4000,800,Externally Managed,Triggers,Kadin,0.5,CPC,0.6051,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm5SAAS,TurkeyLR:1693,Banner,2016-08-01,2016-08-30,1992.8,GSK20168GSK Sensodyne Check up AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,996.4,Externally Managed,Triggers,Saglik,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlxSAAS,TurkeyLR:1737,Banner,2016-03-01,2016-03-31,536,Zorlu PSM20163Zorlu PSM Slava's Snow ShowPopMarkerMC,Net Cost (Calc Margin),MediaTrader,PopMarker,891,267.4,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5011,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,356.53,012i0000001EB0yAAG
0063100000fGlwtAAC,TurkeyLR:1789,Banner,2016-02-08,2016-02-29,2666.67,Vodafone20162Akil Kupu JumperTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,6667,1000,Externally Managed,Triggers,Haber,0.4,CPC,0.625,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2666.67,012i0000001EB0yAAG
0063100000fGm7FAAS,TurkeyLR:1900,Banner,2016-10-01,2016-10-30,9862.8,GE201610GE EkimNtvMEC,Net Cost (Calc Margin),MediaTrader,Ntv,16000,5510.5,Externally Managed,Triggers,Teknoloji,0.8,CPC,0.4413,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,12800,012i0000001EB0yAAG
0063100000fGm38AAC,TurkeyLR:1103,Banner,2016-03-11,2016-03-14,880,Bimeks20163Bimeks KDV BiParaMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Teknoloji,0.35,CPC,0.7727,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,350,012i0000001EB0yAAG
0063100000fGm5EAAS,TurkeyLR:1189,Banner,2016-08-01,2016-08-30,1537.2,Akbank20168Akbank Yatirim Hizmetleri AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,768.6,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm3TAAS,TurkeyLR:1672,Banner,2016-06-01,2016-06-20,5146.4,Vodafone20166Vodafone Ramazan HurremMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,5000,17.1,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.9967,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm8CAAS,TurkeyLR:636,Banner,2016-11-18,2016-11-27,3451.6,Teknosa201611Teknosa Disney KasimMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Alisveris,0.4,CPC,0.8551,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000fGm6yAAC,TurkeyLR:1046,Banner,2016-10-01,2016-10-30,2413.2,Aveda201610Aveda EkimPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.5027,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2400,012i0000001EB0yAAG
