Opportunity__c,External_Id__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
006630000042ceKAAQ,41477228,Xaxis Tv,4/1/2016,4/30/2016,3300,Michelin0416_Ps4_preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,3293.24,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXOAAY,637554742,Xaxis Rich Media,1/8/2016,1/11/2016,900,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,200000,900,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdFAAQ,-1945032631,Xaxis Rich Media,3/1/2016,3/30/2016,650,Vodafone0316_Project_Big_Bang_Acunn_Interstitial_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,500000,419.1,Externally Managed,Triggers,Interstitial,1.3,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceKAAQ,-777808738,Xaxis Tv,4/1/2016,4/30/2016,3300,Michelin0416_Ps4_preroll_BondDigital_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,100000,3306.93,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5464,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGiAAI,-344784511,Xaxis Tv,5/1/2016,5/31/2016,3300,Marshall0516_Silpak_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,100000,1817.21,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5455,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfwAAA,-288468376,Xaxis Rich Media,5/1/2016,5/31/2016,1275,Brisa0516_interstitial_medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,300000,1611,Externally Managed,Triggers,Interstitial,4.25,cpm,0.9069,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZDAAY,-1573697584,Xaxis Lookalike,2/8/2016,2/29/2016,350,Bayer0216_KSTV_Appnexus_LAL_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Appnexus,250000,268.49,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.6648,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceeAAA,660552399,Xaxis Display Plus,4/25/2016,4/30/2016,1600,Vodafone0416_Samsung_Heroes_7_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,297,Externally Managed,Triggers,Selected Sites,0.8,cpm,-0.2703,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYNAAY,-1783849709,Xaxis Display Plus,1/6/2016,1/31/2016,1600,Clinique0116_Ocak_interest_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,1000000,1600,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfrAAA,-1587730389,Xaxis Display Plus,5/13/2016,5/31/2016,1000,Avivasa0516_Gelecegini_Biriktirenler_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYrAAI,971876261,Xaxis Display Plus,2/17/2016,2/25/2016,2500,Vestel0216_Camasir_Makinasi_Digitalm_Interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2500000,2500,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd2AAA,-1109937503,Xaxis SYNC,3/11/2016,3/30/2016,11400,GSK0316_Otribebe_Clipkit_SYNC_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,190000,11383,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.7515,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZEAAY,1657262871,Xaxis Audio Recog,2/16/2016,2/29/2016,3000,Bayer0216_Supradyn_Digitalmarcom_Audio_Recognition_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digital Marcom,50000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042baJAAQ,-1782923015,Xaxis Display Plus,3/1/2016,3/30/2016,4800,Burgan0316_Fx_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,3000000,4000,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8509,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdCAAQ,794986064,Xaxis Display Plus,3/18/2016,3/30/2016,3200,Vodafone0316_Project_Atina_Buyback_Digitalm_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,4000000,1917,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6665,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGlAAI,-497353005,Xaxis Display Plus,5/5/2016,5/31/2016,1800,Renault0516_LCV_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1000000,1831.72,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.727,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd4AAA,-165283629,Xaxis Display Plus,3/24/2016,3/30/2016,3000,GSK0316_Sensodyne_Hypernova_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,3000000,1776,Externally Managed,Triggers,Selected Sites,1,cpm,0.6622,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cddAAA,-1780034482,Xaxis Rich Media,4/1/2016,4/20/2016,850,Torku0416_Seker_Ciftlik_Sut_interstitial_Matrouge_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,200000,850,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5294,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdlAAA,1121773734,Xaxis Display Plus,4/5/2016,4/25/2016,5250,Beymen0416_Nisan_Kampanyasi_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,3000000,3779,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.6031,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfAAAQ,1273094440,Xaxis Rich Media,5/1/2016,5/13/2016,2975,Avon0516_Dreams_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,700000,507,Externally Managed,Triggers,Interstitial,4.25,cpm,-1.071,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZbAAI,-44283452,Xaxis Lookalike,2/1/2016,2/29/2016,3900,Vodafone0216_Corp_Cozumler_Subat_Digitalm_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,3000000,1300,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.5385,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXJAAY,-1244312324,Xaxis Rich Media,1/1/2016,1/4/2016,2125,Teknosa_0116_Turuncu_Indirim_Faz1_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7882,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYaAAI,-1447834011,Xaxis Rich Media,2/4/2016,2/7/2016,2250,Bimeks0216_Binlerce_Urun_Kdv_Kadar_Bipara_Acunn_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,500000,2250,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZXAAY,-383862301,Xaxis Display Plus,2/16/2016,2/29/2016,1300,Vestel0216_LCD_Mynet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,936,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.7863,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ba8AAA,392976054,Xaxis Tv,3/1/2016,3/27/2016,800,Dogus0316_Glamour_Matrouge_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,20000,816.6,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.5102,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cf3AAA,1008692651,Xaxis Tv,5/1/2016,5/7/2016,1950,Altinbas0516_Anneler_Gunu_Preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,60000,1950,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3167,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdPAAQ,849026548,Xaxis Display Plus,4/1/2016,4/13/2016,375,Pandora0416_Spring_Summer_interest_Clickvol_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,250000,16.58,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdCAAQ,-1246359202,Xaxis Display Plus,3/18/2016,3/30/2016,1600,Vodafone0316_Project_Atina_Buyback_Bond_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,2000000,123.73,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.0625,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfqAAA,-1835023094,Xaxis Rich Media,5/1/2016,5/31/2016,1600,Atasay0516_Katalog_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,266666,1600,Externally Managed,Triggers,Interstitial,6,cpm,0.75,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYfAAI,-152411989,Xaxis Pin,2/8/2016,2/14/2016,3000,Akbank0216_Sevgililer_Gunu_Popmarker_Pin_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,1000000,2500,Externally Managed,Triggers,Selected Sites,3,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYxAAI,-1594053711,Xaxis Display Plus,2/23/2016,2/29/2016,1000,Akbank_Axess_Akaryakit_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGJAAY,1224152632,Xaxis Display Plus,5/1/2016,5/31/2016,4500,Michelin0516_Thy_interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Appnexus,1500000,2507,Externally Managed,Triggers,Selected Sites,3,cpm,-2.0148,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYUAAY,-1147243479,Xaxis Tv,1/14/2016,1/31/2016,2400,Lassa0116_El_Classico_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,40000,1200,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ba0AAA,189590521,Xaxis Display Plus,3/18/2016,3/19/2016,2500,Beymen0316_HaftaSonu_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,2500,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.84,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfFAAQ,-1231560359,Xaxis Rich Media,5/1/2016,5/15/2016,2975,Izocam0516_Lansman_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,700000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8353,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cf3AAA,-937061301,Xaxis Tv,5/1/2016,5/7/2016,650,Altinbas0516_Anneler_Gunu_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,20000,425,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7176,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfrAAA,-1653571654,Xaxis Display Plus,5/13/2016,5/31/2016,3600,Avivasa0516_Gelecegini_Biriktirenler_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,3600000,2500,Externally Managed,Triggers,Selected Sites,1,cpm,0.856,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYyAAI,-338196222,Xaxis Tv,2/8/2016,2/29/2016,1320,Bellona0216_Digitalm_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,40000,1143,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8263,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYlAAI,375311682,Xaxis Rich Media,2/11/2016,2/15/2016,2125,Teknosa0216_Sevgililer_Gunu_Acunn_interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,500000,1533,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdXAAQ,31891489,Xaxis Display Plus,4/2/2016,4/17/2016,3600,Redbull0416_AnadoluBreak_LAL_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,2250000,1239,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.1813,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceHAAQ,1484385932,Xaxis Audio Recog,4/15/2016,4/30/2016,6000,MIchelin0416_Cross_Climate_Audio_Recognation_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,100000,6000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cflAAA,-74148039,Xaxis Display Plus,5/1/2016,5/31/2016,1100,Akbank0516_ekopos_interes_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1100000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYgAAI,-1883580848,Xaxis Rich Media,2/1/2016,2/14/2016,850,Hopi0216_Sevgililer_Gunu_Clickvol_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,200000,808,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8527,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bXLAAY,-1748245624,Xaxis Pin,1/1/2016,1/7/2016,1600,ElcaKozmetik0116_Michael_Kors_Pin_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,533333,1600,Externally Managed,Triggers,Selected Sites,3,cpm,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdXAAQ,-2125359628,Xaxis Display Plus,4/2/2016,4/17/2016,1600,Redbull0416_AnadoluBreak_LAL_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1606.22,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9377,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cenAAA,136759181,Xaxis Rich Media,4/15/2016,4/30/2016,1275,Avon0416_Dreams_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,300000,371.28,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cfKAAQ,-1137051424,Xaxis Rich Media,5/1/2016,5/15/2016,10625,Vestel0516_Ultra_ince_LCD_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2500000,4597,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7281,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ba5AAA,643367045,Xaxis Rich Media,3/18/2016,3/21/2016,850,Teknosa0316_Turuncu_Indirim_faz3_Acunn_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,200000,297,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceKAAQ,1814596156,Xaxis Tv,4/1/2016,4/30/2016,3300,Michelin0416_Ps4_preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,100000,2910,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8677,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cd1AAA,1567220717,Xaxis Tv,3/11/2016,3/30/2016,3300,GSK0316_Otribebe_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cd1AAA,386598636,Xaxis Tv,3/11/2016,3/30/2016,2145,GSK0316_Otribebe_Nokta_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,65000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.278,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZwAAI,-82265571,Xaxis Tv,3/1/2016,3/18/2016,990,Vestel0316_Kusursuz_Deneyim_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,30000,851,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZwAAI,-1438311140,Xaxis Tv,3/1/2016,3/18/2016,495,Vestel0316_Kusursuz_Deneyim_Midyo_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,15000,495,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdbAAA,512693088,Xaxis Rich Media,4/14/2016,4/18/2016,450,Bimeks0416_%23Bipara_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,450,Externally Managed,Triggers,Interstitial,4.5,cpm,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceKAAQ,1191129976,Xaxis Tv,4/1/2016,4/30/2016,2970,Michelin0416_Ps4_preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,90000,1790.58,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cekAAA,-217950691,Xaxis Rich Media,4/8/2016,4/30/2016,2125,Lassa0416_Satis_Kampanyasi_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdwAAA,1320878461,Xaxis Display Plus,4/8/2016,4/30/2016,2000,Akbank0416_Fintech_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,1995.25,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cecAAA,-1154159243,Xaxis Display Plus,4/9/2016,4/30/2016,700,Vodafone0416_Red_Beymen_interest_Clickvol_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,500000,275.39,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.6429,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cedAAA,-1295680008,Xaxis Display Plus,4/13/2016,4/30/2016,2800,Vodafone0416_Residental_Tablet_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,3500000,2287.84,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZtAAI,858976740,Xaxis Rich Media,3/11/2016,3/14/2016,1350,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Acunn_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,300000,1350,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042dGhAAI,-1276238125,Xaxis Display Plus,5/1/2016,5/31/2016,3000,Marshall0516_Silpak_interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Appnexus,3000000,39.33,Externally Managed,Triggers,Selected Sites,1,cpm,-24.4239,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGmAAI,-2132789416,Xaxis Rich Media,5/13/2016,5/31/2016,1700,Avon0516_B&M_interstitial_Admatic_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Admatic,400000,425,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baIAAQ,-1868339109,Xaxis Display Plus,3/2/2016,3/30/2016,5250,Beymen0316_Mart_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,3000000,2251,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.8667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baIAAQ,1735467997,Xaxis Rich Media,3/2/2016,3/30/2016,1750,Beymen0316_Mart_Medyanet_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1750.1,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.7143,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
