Opportunity__c,External_Id__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
006630000042dGZAAY,-84721965,Xaxis Display Plus,5/13/2016,5/31/2016,400,Vodafone0516_Cepte_Wifi_interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,500000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZLAAY,-1012864252,Xaxis Tv,2/9/2016,2/29/2016,2310,GSK0216_Breathe_Right_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,70000,2310,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfJAAQ,-1214452849,Xaxis Rich Media,5/1/2016,5/15/2016,1785,Bridgestone0516_Imaj_Kampanyasi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,420000,1022,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7945,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceqAAA,1744962461,Xaxis Mobil,5/1/2016,5/3/2016,1150,Ozmo0516_imaj_kampanyasi_mobil_Move_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Move,23000,1142.55,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.05,cpv,0.4967,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cecAAA,-690591181,Xaxis Display Plus,4/9/2016,4/30/2016,700,Vodafone0416_Red_Beymen_interest_Sem_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,500000,904.85,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8895,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cf1AAA,719083178,Xaxis Display Plus,5/1/2016,5/7/2016,480,Altinbas0516_Anneler_Gunu_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,600000,441.37,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXsAAI,1063712852,Xaxis Pin,1/7/2016,1/31/2016,6000,ElcaKozmetik0116_Dorphin8_Pin_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,2000000,3000,Externally Managed,Triggers,Selected Sites,3,cpm,0.3333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdKAAQ,1512448800,Xaxis Rich Media,4/1/2016,4/4/2016,850,Teknosa0416_Turuncu_Indirim_faz1_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,200000,850,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYaAAI,-775227249,Xaxis Rich Media,2/4/2016,2/7/2016,1125,Bimeks0216_Binlerce_Urun_Kdv_Kadar_Bipara_Medyanet_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYmAAI,-805915525,Xaxis Rich Media,2/10/2016,2/21/2016,850,Karcher0216_Acunn_interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZhAAI,-1771435203,Xaxis Rich Media,2/23/2016,2/29/2016,21.25,Avon0216_Matte_LS_Clickvol_interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,5000,0,Externally Managed,Triggers,Interstitial,4.25,cpc,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZjAAI,-186879765,Xaxis Display Plus,3/1/2016,3/6/2016,1000,Akbank0316_Case_Kampus_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZsAAI,205156811,Xaxis Lookalike,3/8/2016,3/14/2016,1600,Vodafone0316_DDZ_Digitalm_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,700,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.4381,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baSAAQ,1601426882,Xaxis Rich Media,3/18/2016,3/30/2016,425,Karcher0316_Mart_Digitalm_Intersitital_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,100000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdPAAQ,5132267,Xaxis Display Plus,4/1/2016,4/13/2016,2550,Pandora0416_Spring_Summer_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1700000,1124,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.8488,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfNAAQ,609659101,Xaxis Rich Media,5/13/2016,5/16/2016,1700,Teknosa0516_Turuncu_indirim_13-16_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,400000,1387.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8559,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ce3AAA,-1583605417,Xaxis Display Plus,4/13/2016,4/30/2016,2500,Brisa0416_Lastik_Kampanyasi_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,2000000,2145.92,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXUAAY,1529690400,Xaxis Rich Media,1/8/2016,1/18/2016,850,Karcher0116_Ocak_Interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYCAAY,1383179970,Xaxis Rich Media,1/1/2016,1/31/2016,1700,Bridgestone0116_Kis_Plani_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1700,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYzAAI,-630054806,Xaxis Display Plus,2/23/2016,2/29/2016,1600,BurganBank0216_Forex_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,600,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdZAAQ,-1189949120,Xaxis Display Plus,4/1/2016,4/18/2016,3200,Arzum0416_50.Yil_interest_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2000000,1144.43,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8456,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bY0AAI,-949861541,Xaxis Tv,1/12/2016,1/31/2016,450,Danone0116_Bebelac_Gold_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,15000,450,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYSAAY,2075519679,Xaxis Display Plus,1/22/2016,1/31/2016,500,Huawei0116_Mate_S_interest_Reklamz_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamz,250000,121.72,Externally Managed,Triggers,Selected Sites,2,cpm,0.95,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYCAAY,207304468,Xaxis Rich Media,1/1/2016,1/31/2016,1275,Bridgestone0116_Kis_Plani_Interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,300000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cfaAAA,413372620,Xaxis Tv,5/1/2016,5/26/2016,7590,Canbebe0516_Lansman_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,230000,2927.43,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZuAAI,1302960930,Xaxis Rich Media,3/1/2016,3/17/2016,850,IKEA0316_Mutfak_DeskFive_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Desk Five,200000,647.93,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baUAAQ,1362603467,Xaxis Tv,3/7/2016,3/30/2016,1500,Lactamil0316_Emziren_Anneler_Clickvol_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,50000,44.58,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.5,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdsAAA,1563247005,Xaxis Display Plus,4/4/2016,4/30/2016,1000,Bimsa0416_Imaj_Kampanyasi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1002.75,Externally Managed,Triggers,Selected Sites,1,cpm,0.9003,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdXAAQ,14444503,Xaxis Display Plus,4/2/2016,4/17/2016,1920,Redbull0416_AnadoluBreak_LAL_Reklamstore_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,1200000,1253.07,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8938,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfyAAA,-840138876,Xaxis Rich Media,5/18/2016,5/31/2016,1600,ElcaKozmetik_0516_Darphin_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,400000,1600,Externally Managed,Triggers,Interstitial,4,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cebAAA,657023519,Xaxis Tv,4/14/2016,4/30/2016,2700,Vodafone0416_Heroes_Samsung_7_Preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,90000,28.33,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,-30.7684,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXgAAI,1041569048,Xaxis Tv,1/14/2016,1/27/2016,2475,Danone0116_Uzmana_Sor_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,75000,1977,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYbAAI,1176210619,Xaxis Rich Media,2/5/2016,2/8/2016,1062.5,Teknosa0216_Turuncu_Indirim_faz1_Bond_interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,250000,1062.5,Externally Managed,Triggers,Selected Sites,4.25,cpm,0.4706,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ba3AAA,1689284127,Xaxis Tv,3/1/2016,3/20/2016,3500,Tadim0316_Fistik_Ailesi_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,3352,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdAAAQ,1848949947,Xaxis Lookalike,3/1/2016,3/30/2016,1950,Vodafone0316_Corp_Cozumler_Adhood_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adhood,1500000,1340,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9078,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cf1AAA,-9056966,Xaxis Display Plus,5/1/2016,5/7/2016,320,Altinbas0516_Anneler_Gunu_interest_Sem_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,400000,408.24,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.804,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ba6AAA,-738320886,Xaxis Display Plus,3/11/2016,3/23/2016,3465,IBM0316_SAP_Cloud_Faz2_Medyanet_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1750000,1396,Externally Managed,Triggers,Selected Sites,1.98,cpm,0.8746,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ce8AAA,-1879495283,Xaxis Mobil,4/8/2016,4/30/2016,1000,Solen0416_Ozmn_Imaj_Kampanyasi_Move_ONEDIGITAL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Move,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.05,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ceGAAQ,-553702069,Xaxis Display Plus,4/15/2016,4/30/2016,1600,Michelin_0416_Cross_Climate_300x250_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,200000,1298.54,Externally Managed,Triggers,Selected Sites,8,cpm,0.9375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfGAAQ,2060349287,Xaxis Tv,5/1/2016,5/15/2016,2600,Izocam0516_Lansman_Preroll_Midyo_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,65000,2435.56,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8666,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfGAAQ,731105382,Xaxis Tv,5/1/2016,5/15/2016,2400,Izocam0516_Lansman_Preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,60000,2061.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.75,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYDAAY,-125939292,Xaxis Display Plus,1/25/2016,1/31/2016,400,Arzum0116_Face_Cleasing_interest_Sem_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,250000,587.82,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9149,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfjAAA,1430984910,Xaxis Rich Media,5/27/2016,5/30/2016,900,Bimeks0516_Kdv_Kadar_Bipara_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,200000,900,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYbAAI,608764037,Xaxis Rich Media,2/5/2016,2/8/2016,2125,Teknosa0216_Turuncu_Indirim_faz1_Acunn_interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,500000,2125,Externally Managed,Triggers,Selected Sites,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZuAAI,1279334564,Xaxis Rich Media,3/1/2016,3/17/2016,1062.5,IKEA0316_Mutfak_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,250000,860.9,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cfpAAA,1526402054,Xaxis Display Plus,5/8/2016,5/31/2016,5.4,Atasay0516_Atasay_Katalog_interest_Ligatus_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,3000,2.7,Externally Managed,Triggers,Selected Sites,1.8,cpc,-165.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfEAAQ,1802373489,Xaxis Rich Media,5/1/2016,5/15/2016,6375,Brisa0516_Lastik_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1500000,1540,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6362,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYAAAY,-492933138,Xaxis Display Plus,1/14/2016,1/31/2016,2000,GSK0116_Sensodyne_Hypernova_Faz2_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,3202.62,Externally Managed,Triggers,Selected Sites,1,cpm,0.8751,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZpAAI,930473851,Xaxis Display Plus,3/7/2016,3/14/2016,1500,KKB0316_E-entegre_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1500000,1056.2,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceyAAA,1672315789,Xaxis Tv,5/1/2016,5/7/2016,2275,Arzum0516_Anneler_Gunu_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,65000,719.67,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.2532,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZ4AAI,95436873,Xaxis Tv,2/16/2016,2/29/2016,1200,Biscolata0216_Pia_Acunn_Preroll_ONE,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,40000,1200,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.9,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGMAAY,1635707680,Xaxis Audio Recog,5/1/2016,5/31/2016,6000,Shell0516_Helix_Audio_Recognation_Digitalmarcom_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,100000,6000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZMAAY,-1226568883,Xaxis Tv,2/9/2016,2/29/2016,2805,GSK0216_Corega_Nokta_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,85000,2805,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6366,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZMAAY,-58266036,Xaxis Tv,2/9/2016,2/29/2016,2805,GSK0216_Corega_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,85000,1695,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdhAAA,-908667186,Xaxis Display Plus,4/5/2016,4/25/2016,3500,Beymen0416_Nisan_Kampanyasi_interest_Medyanet_Mec,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2000000,3500,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.9429,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceyAAA,-1881065832,Xaxis Tv,5/1/2016,5/7/2016,1260,Arzum0516_Anneler_Gunu_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,36000,1400,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.6914,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cenAAA,1541529885,Xaxis Rich Media,4/15/2016,4/30/2016,1912.5,Avon0416_Dreams_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,450000,1914.85,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6475,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdHAAQ,276086267,Xaxis Lookalike,3/3/2016,3/30/2016,900,Renault0316_Talisman_Hurriyetemlak_LAL_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Hurriyetemlak,500000,900,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.9167,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYiAAI,-736254163,Xaxis Display Plus,2/9/2016,2/14/2016,800,Altinbas0216_Sevgililer_Gunu_Popmarker_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,1000000,223.2,Externally Managed,Triggers,Selected Sites,0.8,cpm,-0.25,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cd5AAA,-1505192065,Xaxis Tv,3/11/2016,3/30/2016,3960,GSK0316_Sensodyne_Hypernova_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,120000,2000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cd5AAA,-332762498,Xaxis Tv,3/11/2016,3/30/2016,3300,GSK0316_Sensodyne_Hypernova_Nokta_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,100000,1487,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.193,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdsAAA,294678895,Xaxis Display Plus,4/4/2016,4/30/2016,1500,Bimsa0416_Imaj_Kampanyasi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,869,Externally Managed,Triggers,Selected Sites,1,cpm,0.6582,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZ2AAI,1514135460,Xaxis Mobil,2/25/2016,2/29/2016,741,KKB0216_E-ntegre_Move_Mobil_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Move,148200,741,Externally Managed,Triggers,Selected Sites,5,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baIAAQ,-1308819841,Xaxis Display Plus,3/2/2016,3/30/2016,1500,Beymen0316_Mart_Popmarker_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Popmarker,500000,1517.94,Externally Managed,Triggers,Selected Sites,3,cpm,0.6706,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceBAAQ,-605051154,Xaxis Rich Media,4/1/2016,4/30/2016,212.5,Zorlu0416_THY_Shop&Miles_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,50000,212.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cejAAA,-885271256,Xaxis Display Plus,4/8/2016,4/30/2016,650,Lassa0416_Satis_Kampanyasi_Hurriyetemlak_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Hurriyetemlak,500000,662.97,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.8869,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGhAAI,-58444392,Xaxis Display Plus,5/1/2016,5/31/2016,1000,Marshall0516_Silpak_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1000000,421.81,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfeAAA,662830918,Xaxis Rich Media,5/25/2016,5/29/2016,1275,Teknosa0516_Vestel_Euro_2016_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,300000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYKAAY,-804542443,Xaxis Tv,1/20/2016,1/31/2016,660,Vodafone0116_Victor_Preroll_Sem_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,20000,660,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3939,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
