Opportunity__c,External_Id__c,Product_Detail__C,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Media_Code__c
00663000004SwzxAAC,NordicOrderID:38416,Xaxis TV,2016-05-01 12:00:00,2016-08-31 12:00:00,68220,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"contextual, lookalike, behavorial",Video
00663000004ly5bAAA,NordicOrderID:39085,Xaxis TV,2016-12-01 12:00:00,2016-12-24 12:00:00,69620,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,minimum 2 saet kreativer sa vi kan optimerer - standart formater inklusiv mobil,Video
00663000004ly7yAAA,NordicOrderID:35057,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,69908,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly65AAA,NordicOrderID:35781,Xaxis TV,2016-11-14 12:00:00,2016-12-04 12:00:00,69974,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis - Behavioural targeting - Finans.dk/investor (Nyt JP/EB Medie),Video
00663000004ly7OAAQ,NordicOrderID:34650,Xaxis TV,2016-10-24 12:00:00,2016-10-31 12:00:00,70000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Premium, M / K+45 years, low to medium income , focus on news sites",Video
00663000004ly4eAAA,NordicOrderID:38380,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,70000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Upper Funnel - No Travel Behavior,Video
00663000004ly7bAAA,NordicOrderID:34950,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,72000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Awareness/reach supplement (Facebook budget) F 25-45,Video
00663000004ly7ZAAQ,NordicOrderID:38519,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,72000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Awareness/Reach (demografisk, fashion context))",Video
00663000004ly91AAA,NordicOrderID:38740,Xaxis TV,2016-12-05 12:00:00,2016-12-16 12:00:00,73346,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RON - Women 20- 39 - Target Fashion, trend and lifestyle segments",Video
00663000004ly5UAAQ,NordicOrderID:34971,Xaxis TV,2016-10-31 12:00:00,2017-01-01 12:00:00,75000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic,Video
00663000004ly7xAAA,NordicOrderID:38756,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,77676,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly8qAAA,NordicOrderID:34673,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,77780,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly8qAAA,NordicOrderID:34676,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,77780,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly7yAAA,NordicOrderID:35055,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,77975,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly7nAAA,NordicOrderID:38421,Xaxis Display,2016-11-01 12:00:00,2016-12-31 12:00:00,80000,plista SE - Display,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
00663000004ly5zAAA,NordicOrderID:37578,Xaxis TV,2016-11-28 12:00:00,2017-01-01 12:00:00,80000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Bil- & Ulykke-videospot i rotation,Video
00663000004ly7yAAA,NordicOrderID:35053,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,80664,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly4ZAAQ,NordicOrderID:35524,Xaxis TV,2016-10-31 12:00:00,2017-01-15 12:00:00,82445,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic buying - Skyscanner & Kayak,Video
00663000004ly7tAAA,NordicOrderID:34951,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,84933,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Reach P30-50 Video: Lisbeth 9,99 ver. 2 uden YT",Video
00663000004ly7NAAQ,NordicOrderID:37573,Xaxis TV,2016-11-16 12:00:00,2016-12-30 12:00:00,85000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Display (Handvaerkere - BTB+Lookalike data - Re-tarketing),Video
00663000004ly7MAAQ,NordicOrderID:38027,Xaxis TV,2016-11-18 12:00:00,2016-12-23 12:00:00,85000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Dynamic Allocation,Video
00663000004ly7xAAA,NordicOrderID:38754,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,86638,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly5wAAA,NordicOrderID:38191,Xaxis TV,2016-11-28 12:00:00,2016-12-23 12:00:00,87950,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Targeted Core and Curious - high reach,Video
00663000004ly7xAAA,NordicOrderID:38752,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,89626,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
00663000004ly8AAAQ,NordicOrderID:35773,Xaxis TV,2016-11-08 12:00:00,2016-11-29 12:00:00,90000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Flere malretninger,Video
00663000004ly5yAAA,NordicOrderID:38300,Xaxis TV,2016-11-25 12:00:00,2016-12-22 12:00:00,90000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RON, Mobile ads",Video
00663000004ly62AAA,NordicOrderID:38340,Xaxis TV,2016-11-14 12:00:00,2016-12-11 12:00:00,90020,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,30-65 (Spotlaengde: 20 sek) Frek1/spot,Video
00663000004ly4hAAA,NordicOrderID:38485,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,91500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Conzoom + Interesse,Video
00663000004ly52AAA,NordicOrderID:37553,Xaxis TV,2016-11-21 12:00:00,2016-12-11 12:00:00,96900,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach,Video
00663000004ly64AAA,NordicOrderID:38129,Xaxis TV,2016-09-30 12:00:00,2016-12-12 12:00:00,100000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Ifolge brief. Ros formater og strategier. Potentielt yderligere budget efter 2 uger,Video
00663000004ly7sAAA,NordicOrderID:34664,Xaxis TV,2016-11-01 12:00:00,2016-12-31 12:00:00,100000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Webtv,Video
00663000004ly58AAA,NordicOrderID:37434,Xaxis TV,2016-11-07 12:00:00,2016-12-31 12:00:00,100000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,ROS + mobil,Video
00663000004ly7VAAQ,NordicOrderID:34940,Xaxis TV,2016-11-07 12:00:00,2017-01-31 12:00:00,100000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Video - Reach,Video
00663000004ly7oAAA,NordicOrderID:38876,Xaxis Display,2016-11-28 12:00:00,2016-12-24 12:00:00,104000,Xaxis SE - Premium,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Display
00663000004SwzvAAC,NordicOrderID:38414,Xaxis TV,2016-01-01 12:00:00,2016-04-30 12:00:00,107000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behavorial, lookalike, contextual",Video
00663000004ly8pAAA,NordicOrderID:35520,Xaxis TV,2016-11-07 12:00:00,2016-12-31 12:00:00,110584,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Re-targeeting Bordershop",Video
00663000004ly59AAA,NordicOrderID:38029,Xaxis TV,2016-11-21 12:00:00,2016-12-25 12:00:00,110666,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Mobil SERVO datalag,Video
00663000004ly6CAAQ,NordicOrderID:38005,Xaxis TV,2016-11-18 12:00:00,2016-12-31 12:00:00,110698,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
00663000004ly7wAAA,NordicOrderID:34924,Xaxis TV,2016-11-01 12:00:00,2016-12-31 12:00:00,117500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,P13- 17 ar (Segmenteret pa postnumre),Video
00663000004SxD3AAK,NordicOrderID:38299,Xaxis TV,2016-05-09 12:00:00,2016-05-31 12:00:00,120000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Maj, Retargeting/Behavioral targeting Desktop/tablet",Video
00663000004ly8qAAA,NordicOrderID:34674,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,120533,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly8qAAA,NordicOrderID:34677,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,120533,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly8BAAQ,NordicOrderID:38474,Xaxis TV,2016-11-24 12:00:00,2017-01-01 12:00:00,123908,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis uden YT,Video
00663000004ly8VAAQ,NordicOrderID:35025,Xaxis TV,2016-11-07 12:00:00,2017-01-01 12:00:00,124800,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Reach,Video
00663000004ly68AAA,NordicOrderID:38123,Xaxis TV,2016-10-31 12:00:00,2016-12-31 12:00:00,125000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic - RON - Rest,Video
00663000004ly8pAAA,NordicOrderID:35519,Xaxis TV,2016-11-07 12:00:00,2016-12-31 12:00:00,125000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Re-targeeting Bordershop",Video
00663000004ly8tAAA,NordicOrderID:38744,Xaxis TV,2016-11-17 12:00:00,2017-02-28 12:00:00,125000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Display NOV - JAN,Video
00663000004ly7kAAA,NordicOrderID:38290,Xaxis TV,2016-11-23 12:00:00,2016-12-23 12:00:00,129950,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic,Video
00663000004ly7hAAA,NordicOrderID:37557,Xaxis TV,2016-11-14 12:00:00,2016-12-23 12:00:00,133821,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Unique as we are/Christmas version 1+2 Dynamic allocation K25-50 Desktop+Mobile Banner freq. 4-7,Video
00663000004ly5WAAQ,NordicOrderID:35523,Xaxis TV,2016-11-07 12:00:00,2016-12-02 12:00:00,135500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatisk indkob,Video
00663000004ly7hAAA,NordicOrderID:35877,Xaxis TV,2016-12-01 12:00:00,2016-12-18 12:00:00,141509,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Unique as we are/Christmas version 1+2 Dynamic allocation K25-50 Desktop+Mobile Banner freq. 4-7,Video
00663000004ly66AAA,NordicOrderID:37572,Xaxis TV,2016-10-28 12:00:00,2016-12-31 12:00:00,149184,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
00663000004ly8qAAA,NordicOrderID:34671,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,156160,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly8qAAA,NordicOrderID:34672,Xaxis TV,2016-10-10 12:00:00,2016-12-18 12:00:00,156160,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Sojern Prospecting MIA to CPH,Video
00663000004ly4ZAAQ,NordicOrderID:34602,Xaxis TV,2016-10-31 12:00:00,2017-01-15 12:00:00,165001,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic buying - Skyscanner & Kayak,Video
00663000004ly7hAAA,NordicOrderID:39082,Xaxis TV,2016-11-17 12:00:00,2016-12-23 12:00:00,173357,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Unique as we are/Christmas version 1+2 Dynamic allocation K25-50 Desktop+Mobile Banner freq. 4-7,Video
00663000004ly8YAAQ,NordicOrderID:37577,Xaxis TV,2016-11-17 12:00:00,2016-12-30 12:00:00,173384,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,0% rente,Video
00663000004ly8CAAQ,NordicOrderID:34786,Xaxis TV,2016-10-24 12:00:00,2016-12-18 12:00:00,180000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,IP-retargeting,Video
00663000004ly88AAA,NordicOrderID:38412,Xaxis TV,2016-12-01 12:00:00,2017-01-15 12:00:00,180000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Kvinder 18-65,Video
00663000004Sv6FAAS,NordicOrderID:35587,Xaxis TV,2016-11-07 12:00:00,2016-11-30 12:00:00,184980,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic,Video
00663000004Sv6EAAS,NordicOrderID:35586,Xaxis TV,2016-12-01 12:00:00,2016-12-25 12:00:00,184981,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic,Video
00663000004ly8YAAQ,NordicOrderID:36042,Xaxis TV,2016-11-14 12:00:00,2016-12-30 12:00:00,185206,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,0% rente,Video
00663000004ly5yAAA,NordicOrderID:38298,Xaxis TV,2016-11-25 12:00:00,2016-12-22 12:00:00,193329,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RON, Mobile ads",Video
