Business_Unit__c,Advertiser__c,Agency__c,RecordTypeId,AccountId,CurrencyIsoCode,Name,CloseDate,StageName
Xaxis,a0063000002sxW4AAI,a00i000000GIJkrAAH,012i0000001EAyNAAW,0016300000FXfijAAD,DKK,A/S Storebaelt - Partnertilbud paske / Digital,"Mar 31, 2016",Closed Won
Xaxis,a0063000002sxW4AAI,a00i000000GIJkrAAH,012i0000001EAyNAAW,0016300000FXfijAAD,DKK,A/S Storebaelt - Retargeting / 2016 / Digital,"Aug 31, 2016",Closed Won
Xaxis,a0063000002sxW4AAI,a00i000000GIJkrAAH,012i0000001EAyNAAW,0016300000FXfijAAD,DKK,A/S Storebaelt - WebTV / Uge 18-23 / Digital,"Jun 30, 2016",Closed Won
Xaxis,a0063000002sxW4AAI,a00i000000GIJkrAAH,012i0000001EAyNAAW,0016300000FXfijAAD,DKK,A/S Storebaelt - WebTV / Uge 32+33 / Digital,"Aug 31, 2016",Closed Won
Xaxis,a0063000002sxW5AAI,a0063000002sxW1AAI,012i0000001EAydAAG,0016300000FXfikAAD,SEK,AB Trav och Galopp - MEC X ATG Top7 v43-45 2016 #,"Nov 12, 2016",Closed Won
Xaxis,a0063000002sxW6AAI,a00i000000GIJkbAAH,012i0000001EAyNAAW,0016300000FXfimAAD,DKK,"Administrtions Center, Arts, Kommunikationsafd - Aarhus Universitet - 2016 - DPU Master forar","May 1, 2016",Closed Won
Xaxis,a0063000002sxW6AAI,a00i000000GIJkbAAH,012i0000001EAyNAAW,0016300000FXfimAAD,DKK,"Administrtions Center, Arts, Kommunikationsafd - Online - Kandidatkampagne - forar 2016 - DPU","Apr 30, 2016",Closed Won
Xaxis,a0063000002sxW7AAI,a00i000000GIJkNAAX,012i0000001EAyNAAW,0016300000FXfinAAD,DKK,"Advice Ledelses-& Kommunikations- - CBS: MPA, uge 26-44 2016, Online","Nov 6, 2016",Closed Won
Xaxis,a0063000002sxW7AAI,a00i000000GIJkNAAX,012i0000001EAyNAAW,0016300000FXfinAAD,DKK,Advice Ledelses-& Kommunikations- - Danmarkbolig 2016,"Dec 31, 2016",Closed Won
Xaxis,a0063000002sxW7AAI,a00i000000GIJkNAAX,012i0000001EAyNAAW,0016300000FXfinAAD,DKK,"Advice Ledelses-& Kommunikations- - Landsbyggefonden - Danmarkbolig '16, online (2823)","Feb 29, 2016",Closed Won
Xaxis,a0063000002sxW9AAI,a0063000002sxW0AAI,012i0000001EAyNAAW,0016300000FXfipAAD,DKK,Akademikernes ambitiose a-kasse - AKA - Digi 2016,"Oct 31, 2016",Closed Won
Xaxis,a0063000002sxW9AAI,a0063000002sxW0AAI,012i0000001EAyNAAW,0016300000FXfipAAD,DKK,Akademikernes ambitiose a-kasse - AKA - Digi Maj 2016,"May 31, 2016",Closed Won
Xaxis,a0063000002sxW9AAI,a0063000002sxW0AAI,012i0000001EAyNAAW,0016300000FXfipAAD,DKK,Akademikernes ambitiose a-kasse - AKA - Q2 2016,"Apr 30, 2016",Closed Won
Xaxis,a0063000002sxW9AAI,a0063000002sxW0AAI,012i0000001EAyNAAW,0016300000FXfipAAD,DKK,Akademikernes ambitiose a-kasse - Akademikernes A-kasse - Branding maj 2016,"May 31, 2016",Closed Won
Xaxis,a0063000002sxW9AAI,a0063000002sxW0AAI,012i0000001EAyNAAW,0016300000FXfipAAD,DKK,Akademikernes ambitiose a-kasse - Akademikernes A-kasse - Maj/juni Studerende 2016,"Jun 30, 2016",Closed Won
Xaxis,a0063000002sxWaAAI,a00i000000GIJl9AAH,012i0000001EAyNAAW,0016300000FXfjSAAT,DKK,Bolius Boligejernes Videncenter A/S - RealDania - Display - Sov Trygt - w3-8 (MS-DK-8161,"Feb 29, 2016",Closed Won
Xaxis,a0063000002sxWaAAI,a00i000000GIJl9AAH,012i0000001EAyNAAW,0016300000FXfjSAAT,DKK,Bolius Boligejernes Videncenter A/S - RealDania - Display - Sov Trygt - w45-w50 (IMS-DK-,"Dec 13, 2015",Closed Won
Xaxis,a0063000002sxWaAAI,a00i000000GIJl9AAH,012i0000001EAyNAAW,0016300000FXfjSAAT,DKK,Bolius Boligejernes Videncenter A/S - RealDania - Display - Sov Trygt - Xaxis rettelse 1,"Feb 29, 2016",Closed Won
Xaxis,a0063000002sxWaAAI,a00i000000GIJl9AAH,012i0000001EAyNAAW,0016300000FXfjSAAT,DKK,Bolius Boligejernes Videncenter A/S - RealDania_Display_Q4_2016,"Dec 31, 2016",Closed Won
Xaxis,a0063000002sxWaAAI,a00i000000GIJl9AAH,012i0000001EAyNAAW,0016300000FXfjSAAT,DKK,Bolius Boligejernes Videncenter A/S - TV Radonfrit hjem uge 2-4,"Jan 31, 2016",Closed Won
Xaxis,a0063000002sxWbAAI,a00i000000GIJkrAAH,012i0000001EAyNAAW,0016300000FXfjUAAT,DKK,Bornehuset Sjaelland - Psykolog,"Mar 6, 2016",Closed Won
Xaxis,a0063000002sxWEAAY,a00i000000GIJkNAAX,012i0000001EAyNAAW,0016300000FXfixAAD,DKK,"Amica Handel i Marketing Sp. z. o. o. - Branding Campaign DK, w. 40-41+44-45 2016, online","Nov 13, 2016",Closed Won
Xaxis,a0063000002sxWEAAY,a00i000000GIJkNAAX,012i0000001EAyNAAW,0016300000FXfixAAD,DKK,"Amica Handel i Marketing Sp. z. o. o. - DK kontinuerligt, H2 2016, online","Dec 11, 2016",Closed Won
Xaxis,a0063000002sxWgAAI,a00i000000GIJkbAAH,012i0000001EAyNAAW,0016300000FXfjZAAT,DKK,Bruuns Galleri A/S - Bruuns Galleri - 2016 - uge 14-15,"Apr 30, 2016",Closed Won
