Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Id,Original_Gross_Budget__c
0063100000ekirFAAQ,TurkeyOpp-1053,TV Sync,2016-10-01,2016-10-13,0,RedBull1016_Cartoon_Theme_SYNC_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,70000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe00AAC,4200
0063100000ejrItAAI,TurkeyOpp-342,Xaxis Rich Media,2016-05-01,2016-05-08,250,Teknosa0516_AnnelerGunu_intersitital_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8039,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4BAAS,2125
0063100000ekinwAAA,TurkeyOpp-695,Xaxis TV,2016-07-01,2016-07-31,600,GSK0716_Sensondyne_Tootbrush_preroll_Annebebek_MC,Net Cost (Calc Margin),MediaTrader,Sevinc iletisim,30000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.4,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdnIAAS,1200
0063100000ejrBdAAI,TurkeyOpp-297,Xaxis Display Plus,2016-02-01,2016-02-14,40,GSK0216_Sensodyne_Hypernova_Faz3_Matrouge_interest_MC,Net Cost (Calc Margin),MediaTrader,Matrouge,200000,775.24,Externally Managed,Triggers,Selected Sites,1,cpm,0.9484,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdm5AAC,200
0063100000ekiq3AAA,TurkeyOpp-25,Xaxis Display Plus,2016-09-20,2016-09-30,375,Beymen0916_Bemoji_interest_Sozcu_MEC,Net Cost (Calc Margin),MediaTrader,Sozcu,1500000,6000,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.9375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdfBAAS,6750
0063100000ejrClAAI,TurkeyOpp-2095,Xaxis Display Plus,2016-03-07,2016-03-14,105.62,KKB0316_E-entegre_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,1056.2,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdsHAAS,1500
0063100000ekismAAA,TurkeyOpp-1670,Xaxis Display Plus,2016-10-01,2016-11-15,0,Michelin1016_Cross_Climate_Contextual_Ntv_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,3000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdxVAAS,6000
0063100000ekislAAA,TurkeyOpp-1181,Xaxis Display Plus,2016-10-13,2016-11-13,0,Hopi1016_Merchant_interest_Mynet_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdoOAAS,2700
0063100000ekiqzAAA,TurkeyOpp-2178,Xaxis Display Plus,2016-10-03,2016-10-05,0,Vodafone1016_Forma_Kontratlama_NonVF_BJK_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeD5AAK,1000
0063100000ekiorAAA,TurkeyOpp-596,Xaxis Display Plus,2016-08-12,2016-08-31,600,GSK0816_Sensodyne_Check_Up_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,3000000,2000,Externally Managed,Triggers,Selected Sites,1,cpm,0.7,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdnTAAS,3000
0063100000ekipwAAA,TurkeyOpp-701,Xaxis Display Plus,2016-09-09,2016-09-30,643.1612,Kaplankaya0916_Wellnes_interest_Onedio_MX,Net Cost (Calc Margin),MediaTrader,Onedio,1429247,2069.19,Externally Managed,Triggers,Selected Sites,2,cpm,0.6892,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdrPAAS,2858.49
0063100000ekipJAAQ,TurkeyOpp-195,Xaxis Display Plus,2016-08-04,2016-08-31,34.36,Vodafone0816_Red_Yazlik_Mekanlar_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,2000000,50,Externally Managed,Triggers,Selected Sites,2,cpm,0.3128,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeBiAAK,4000
0063100000ejrIAAAY,TurkeyOpp-64,Xaxis Display Plus,2016-04-22,2016-04-30,76.5,Michelin0416_Thy_interest_maxad_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,2000,0.77,Externally Managed,Triggers,Selected Sites,3,cpc,-99,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdwVAAS,6
0063100000ejrBIAAY,TurkeyOpp-1956,Xaxis Rich Media,2016-01-06,2016-01-31,10,Clinique_0116_Ocak_interstitial_Sem_MS,Net Cost (Calc Margin),MediaTrader,Sem Digital,50000,0,Externally Managed,Triggers,Interstitial,0,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdidAAC,0
0063100000ekindAAA,TurkeyOpp-1631,Xaxis Display Plus,2016-07-01,2016-07-31,82.74,Akbank0716_Multinational_contextual_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,104800,8554.4,Externally Managed,Triggers,Selected Sites,100,cpm,0.9903,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZGAA0,10480
0063100000ejrIQAAY,TurkeyOpp-121,Xaxis TV,2016-04-14,2016-04-30,900,Vodafone0416_Heroes_Samsung_7_Preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,90000,28.33,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,-30.7684,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe9PAAS,2700
0063100000ekin6AAA,TurkeyOpp-928,Xaxis Display Plus,2016-06-20,2016-06-30,100,Vodafone0616_Project_Tolkien_Karne_interest_Matrouge_MS,Net Cost (Calc Margin),MediaTrader,Matrouge,500000,1000,Externally Managed,Triggers,Selected Sites,2,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeAbAAK,1000
0063100000ekirLAAQ,TurkeyOpp-426,Xaxis Rich Media,2016-10-01,2016-10-15,0,Vodafone1016_Olimpia_GeneralMobile_interest_Medyanet(interstitial)_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Interstitial,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeDNAA0,1000
0063100000ejrHkAAI,TurkeyOpp-2158,Xaxis Rich Media,2016-04-06,2016-04-30,750,Izocam0416_Lansman_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,6375,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdr3AAC,6375
0063100000ekin2AAA,TurkeyOpp-659,Xaxis Rich Media,2016-06-20,2016-06-30,339.08,Vestel0616_Memleketten_Gelsin_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,150000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.3218,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe79AAC,637.5
0063100000ejrDHAAY,TurkeyOpp-1340,Xaxis Display Plus,2016-03-29,2016-03-30,50,Akbank0316_Click_to_Call_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYLAA0,500
0063100000ejrKvAAI,TurkeyOpp-507,Xaxis Display Plus,2016-05-18,2016-05-31,750,Vodafone0516_Heroes_LG_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,1200,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeA4AAK,1200
0063100000ekiswAAA,TurkeyOpp-1597,Xaxis Display Plus,2016-10-13,2016-11-30,0,WePublic1016_LAL_Sozcu_MEC,Net Cost (Calc Margin),MediaTrader,Sozcu,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeDwAAK,3500
0063100000ekinUAAQ,TurkeyOpp-112,TV Sync,2016-07-01,2016-07-31,525,Lipton0716_Ramazan_Kampanyasi_SYNC__bond_0716,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Selected Sites,0.65,cpv,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Video,a013100000fKdtuAAC,22750
0063100000ejrBgAAI,TurkeyOpp-13,Xaxis TV,2016-02-09,2016-02-14,0,Altinbas0216_Sevgililer_Gunu_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,1916,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKda7AAC,3250
0063100000ekio8AAA,TurkeyOpp-1804,Xaxis Rich Media,2016-07-29,2016-08-01,251.76,Teknosa0716_Turuncu_indirim_29Temmuz_1Agustos_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,150000,600,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5804,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4uAAC,637.5
0063100000ekisYAAQ,TurkeyOpp-1768,Xaxis Rich Media,2016-10-21,2016-10-31,0,EsteeLauder1016_Revitalizing_Supreme_interstitial_Star_MS,Net Cost (Calc Margin),MediaTrader,Star,200000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdk2AAC,900
0063100000ejrJRAAY,TurkeyOpp-1659,Xaxis Display Plus,2016-05-01,2016-05-27,297.06,Dogus0516_Glamour_Widget_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,2673.53,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdjMAAS,4500
0063100000ekim2AAA,TurkeyOpp-875,Xaxis Rich Media,2016-06-16,2016-06-17,416.67,Bimeks0616_Onbinlerce_Urune_%10Kadar_Bi_Para_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,166666,1000,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5833,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgvAAC,708.33
0063100000ejrCOAAY,TurkeyOpp-1495,Xaxis TV,2016-02-10,2016-02-29,840,GSK0216_Sensodyne_Hypernova_Nokta_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Nokta,70000,1190,Externally Managed,Triggers,Selected Sites,0.033,cpv,0.2941,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Video,a013100000fKdm8AAC,2310
0063100000ejrAKAAY,TurkeyOpp-336,Xaxis Rich Media,2016-01-08,2016-01-11,500,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,900,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdfxAAC,900
0063100000ejrKuAAI,TurkeyOpp-1468,Xaxis Rich Media,2016-05-13,2016-05-31,1000,Vodafone0516_Cepte_Wifi_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,1600,Externally Managed,Triggers,Interstitial,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe9xAAC,1600
0063100000ejrKtAAI,TurkeyOpp-587,Xaxis Display Plus,2016-05-13,2016-05-31,85,Vodafone0516_Cepte_Wifi_interest_Reklamstore_MS,Net Cost (Calc Margin),MediaTrader,Reklamstore,500000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.7875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe9sAAC,400
0063100000ekiq3AAA,TurkeyOpp-2154,Xaxis Display Plus,2016-09-20,2016-09-30,29.97,Beymen0916_Bemoji_interest_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,17931,80.69,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.6286,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdfAAAS,80.69
0063100000ekiqXAAQ,TurkeyOpp-1263,Xaxis Display Plus,2016-09-09,2016-09-30,926.36,Vodafone0916_Adaptive_Tariff_interest_Bannerconnect_MS,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,0,Externally Managed,Triggers,Selected Sites,0,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeBtAAK,0
0063100000ekioGAAQ,TurkeyOpp-2330,Xaxis Rich Media,2016-08-01,2016-08-12,375,Zorlu0816_Bir_Hayal_Bir_Oyun_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,150000,635,Externally Managed,Triggers,Interstitial,4.75,cpm,0.4094,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeEdAAK,712.5
0063100000ekiscAAA,TurkeyOpp-1666,Xaxis Rich Media,2016-10-01,2016-10-31,0,Sepas1016_Unico_Sigorta_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,0,Externally Managed,Triggers,Interstitial,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe1UAAS,625
0063100000ekiorAAA,TurkeyOpp-808,Xaxis Display Plus,2016-08-12,2016-08-31,0,GSK0816_Sensodyne_Check_Up_interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,3000000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdnUAAS,3000
0063100000ejrKlAAI,TurkeyOpp-1312,Xaxis Display Plus,2016-05-01,2016-05-31,250,Shell0516_Tasit_Tanima_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,1410,Externally Managed,Triggers,Selected Sites,1,cpm,0.8227,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe1mAAC,2500
0063100000ekineAAA,TurkeyOpp-1528,Xaxis Look-alike Modelling,2016-07-01,2016-07-31,50,Beymen0716_Temmuz_LookaLike_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,5248.54,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.9905,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdekAAC,875
0063100000ejrAQAAY,TurkeyOpp-564,Xaxis Rich Media,2016-01-08,2016-01-18,0,Karcher0116_Ocak_Interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdrlAAC,850
0063100000ejrCeAAI,TurkeyOpp-1381,TV Sync,2016-02-19,2016-02-29,2345,Avon0216_Matte_LS_Clipkit_SYNC_MX,Net Cost (Calc Margin),MediaTrader,Clipkit,67000,4061,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.4226,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdc0AAC,4020
0063100000ejrIeAAI,TurkeyOpp-445,Xaxis Rich Media,2016-04-29,2016-05-02,0,Bimeks0416_En_Son_Nolur_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,450,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdggAAC,1350
0063100000ekilsAAA,TurkeyOpp-265,Xaxis TV,2016-06-01,2016-06-10,150,TFKB0616_Internet_Lansman_Preroll_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,25000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8333,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe69AAC,825
0063100000ekis5AAA,TurkeyOpp-1456,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Sozcu_MEC,Net Cost (Calc Margin),MediaTrader,Sozcu,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdfiAAC,3500
0063100000ejrB2AAI,TurkeyOpp-247,Xaxis TV,2016-01-08,2016-01-31,360,GSK0116_Corega_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,30000,990,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6364,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdlMAAS,990
0063100000ekin6AAA,TurkeyOpp-200,Xaxis Display Plus,2016-06-20,2016-06-30,0,Vodafone0616_Project_Tolkien_Karne_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,2000,Externally Managed,Triggers,Selected Sites,2,cpm,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeAZAA0,2000
0063100000ekiokAAA,TurkeyOpp-1609,Xaxis Rich Media,2016-08-01,2016-08-31,750,IKEA0816_Yatak_Odasi_interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,1500,Externally Managed,Triggers,Interstitial,6,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdq1AAC,1800
0063100000ejrIvAAI,TurkeyOpp-1121,Xaxis Look-alike Modelling,2016-05-04,2016-05-08,0,Pandora0516_Anneler_Gunu_LAL_Clicvol_MC,Net Cost (Calc Margin),MediaTrader,Clickvol,333333,0,Externally Managed,Triggers,Selected Sites,1.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdyjAAC,500
0063100000ekioZAAQ,TurkeyOpp-1499,Xaxis Display Plus,2016-08-10,2016-08-31,500,Akbank0816_Yatirim_Hizmetleri_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZUAA0,1000
0063100000ekimHAAQ,TurkeyOpp-1611,Xaxis Display Plus,2016-06-01,2016-06-27,150,Akbank0616_Emeklilere_Chip_Para_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,1500,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYyAAK,1500
0063100000ejrCIAAY,TurkeyOpp-255,Xaxis TV,2016-02-09,2016-02-29,0,GSK0216_Corega_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Acunn,85000,1695,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdlrAAC,2805
0063100000ekiqeAAA,TurkeyOpp-2281,Xaxis Display Plus,2016-09-09,2016-09-30,390,Vodafone0916_Red_Budget_interest_Statik_Sahibinden_MS,Net Cost (Calc Margin),MediaTrader,Sahibinden,1300000,1000,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.61,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeCRAA0,1950
0063100000ekinLAAQ,TurkeyOpp-1554,Xaxis Rich Media,2016-07-01,2016-07-10,304.89,Huawei0716_P9_Lansman_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,300000,1000,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6951,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdojAAC,1275
0063100000ejrBqAAI,TurkeyOpp-381,Xaxis Display Plus,2016-02-16,2016-02-26,400,Bayer0216_Bepanthol_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,1009,Externally Managed,Triggers,Selected Sites,1,cpm,0.6036,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdd2AAC,2000
0063100000ekimOAAQ,TurkeyOpp-346,Xaxis Mobile,2016-06-01,2016-06-30,900,Teknosa0616_Temlik_mobil_prestitial_Move_MC,Net Cost (Calc Margin),MediaTrader,Reklamstore,300000,2900,Externally Managed,Triggers,Interstitial,7,cpm,0.6897,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,a013100000fKe4VAAS,2100
0063100000ejrIqAAI,TurkeyOpp-1306,Xaxis Display Plus,2016-05-01,2016-05-07,80,Altinbas0516_Anneler_Gunu_interest_Sem_MEC,Net Cost (Calc Margin),MediaTrader,Sem Digital,400000,408.24,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.804,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdaFAAS,320
0063100000ekipOAAQ,TurkeyOpp-1169,Xaxis Look-alike Modelling,2016-08-19,2016-08-31,150,Avon0816_Muyom_LAL_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,750000,1000,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.85,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdcYAAS,1050
0063100000ejrC9AAI,TurkeyOpp-9,Xaxis Look-alike Modelling,2016-02-08,2016-02-29,50,Bayer0216_KSTV_Sem_LAL_MC,Net Cost (Calc Margin),MediaTrader,Sem Digital,250000,466.09,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8927,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKddGAAS,350
0063100000ejrD3AAI,TurkeyOpp-36,Xaxis TV,2016-03-01,2016-03-27,0,Dogus0316_Glamour_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,2000.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdjIAAS,2000
0063100000ejrI0AAI,TurkeyOpp-1174,Xaxis Rich Media,2016-04-16,2016-04-30,54.8,Bellona0416_Yatak_Kampanyasi_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,93.16,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKddyAAC,850
0063100000ejrCEAAY,TurkeyOpp-1507,Xaxis TV,2016-02-19,2016-02-29,300,Tadim0216_Fistik_Ailesi_Digitalm_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,50000,1928.89,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.8445,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe2XAAS,1750
0063100000ejrHNAAY,TurkeyOpp-1213,Xaxis Rich Media,2016-04-14,2016-04-18,137.5,Teknosa0416_Turuncu_Indirim_Faz2_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,275000,1168.75,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe47AAC,1168.75
0063100000ejrJwAAI,TurkeyOpp-583,Xaxis Mobile,2016-05-01,2016-05-31,2400,Karcher0516_Buharli_Temizlik_Makinasi_Mobil_Move_MX,Net Cost (Calc Margin),MediaTrader,Move,800000,6000,Externally Managed,Triggers,Selected Sites,7.5,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,a013100000fKdrwAAC,6000
0063100000ejrAQAAY,TurkeyOpp-2294,Xaxis Rich Media,2016-01-08,2016-01-18,212.5,Karcher0116_Ocak_Interstitial_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,85000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdrmAAC,361.25
0063100000ekirSAAQ,TurkeyOpp-2153,Xaxis Rich Media,2016-10-12,2016-10-19,0,Nike1016_Football_Training_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdyKAAS,2250
0063100000ejrI0AAI,TurkeyOpp-199,Xaxis Rich Media,2016-04-16,2016-04-30,500,Bellona0416_Yatak_Kampanyasi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,2779,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8201,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKde5AAC,4250
0063100000ejrImAAI,TurkeyOpp-1138,Xaxis Rich Media,2016-05-01,2016-05-07,250,Atasay0516_Anneler_Gunu_interstitial_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,3032.85,Externally Managed,Triggers,Interstitial,6,cpm,0.9176,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdbTAAS,3000
0063100000ejrC2AAI,TurkeyOpp-912,Xaxis Rich Media,2016-02-12,2016-02-29,137.5,ZorluElektrik0216_THY_Shop_Miles_Medyanet_interstitial_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,275000,1168.75,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeEfAAK,1168.75
0063100000ekiq1AAA,TurkeyOpp-1149,Xaxis Display Plus,2016-09-09,2016-09-30,750,Akbank0916_Caz_Festivali_interest_Sahibinden_MC,Net Cost (Calc Margin),MediaTrader,Sahibinden,2500000,1596,Externally Managed,Triggers,Selected Sites,1,cpm,0.5301,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZmAAK,2500
0063100000ekim3AAA,TurkeyOpp-436,Xaxis TV,2016-06-01,2016-06-17,500,Avon0616_BFAP_preroll_Dogus_MX,Net Cost (Calc Margin),MediaTrader,Dogus,50000,1650,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdcRAAS,1650
0063100000ejrGpAAI,TurkeyOpp-1711,Xaxis TV,2016-03-11,2016-03-30,374.9,GSK0316_Corega_Matrouge_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Matrouge,20000,618.59,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3939,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdmKAAS,660
