Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Id,Original_Gross_Budget__c
0063100000ejrICAAY,TurkeyOpp-622,Xaxis Rich Media,2016-04-06,2016-04-30,995,IKEA0416_Bahar_Yaz_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,4250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7659,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdpOAAS,4250
0063100000ekirKAAQ,TurkeyOpp-779,Xaxis Display Plus,2016-10-01,2016-10-15,0,Vodafone1016_Olimpia_GeneralMobile_Contextual_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeDJAA0,3750
0063100000ekinhAAA,TurkeyOpp-1139,Xaxis Display Plus,2016-07-28,2016-07-31,0,Visa0716_Crossborder_Arapca_Contextual_google_MEC,Net Cost (Calc Margin),MediaTrader,Google,15,0.14,Externally Managed,Triggers,Selected Sites,60,cpm,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe7aAAC,0.9
0063100000ekiqfAAA,TurkeyOpp-44,Xaxis Display Plus,2016-09-09,2016-09-30,247.5941,Vodafone0916_Vestel_Olimpia_3rd_Party_Onedio_MS,Net Cost (Calc Margin),MediaTrader,Onedio,550209,1635,Externally Managed,Triggers,Selected Sites,2,cpm,0.8486,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeCpAAK,1100.42
0063100000ekisUAAQ,TurkeyOpp-574,Xaxis Display Plus,2016-10-21,2016-10-31,0,RedBull1016_Student_Occasion_interest_Ek_Ntv_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,2000,0,Externally Managed,Triggers,Selected Sites,2,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe07AAC,4
0063100000ekiqhAAA,TurkeyOpp-45,Xaxis Display Plus,2016-09-27,2016-09-30,26.36,Castrol0916_Carama_LAL_Bannerconnect_MS,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdiXAAS,0
0063100000ejrC4AAI,TurkeyOpp-1060,Xaxis Rich Media,2016-02-25,2016-02-29,500,ZorluPsm_Slavas_Snow_Show_Digitalm_interstitial_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,1072,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5336,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeEgAAK,850
0063100000ejrCjAAI,TurkeyOpp-2288,Xaxis Rich Media,2016-03-04,2016-03-08,125,Bimeks0316_Kdv_Kadar_Bi_Para_Faz1_Medyanet_Intersitital_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,1125,Externally Managed,Triggers,Selected Sites,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Digital,a013100000fKdgPAAS,1125
0063100000ejrAJAAY,TurkeyOpp-859,Xaxis Rich Media,2016-01-08,2016-01-11,91.26,Teknosa_0116_Turuncu_Indirim_Faz2_Intersitital_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,775.74,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe30AAC,1700
0063100000ekioYAAQ,TurkeyOpp-1463,Xaxis Display Plus,2016-08-11,2016-08-31,800,Akbank0816_NeoKart_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,4000000,1850,Externally Managed,Triggers,Selected Sites,1,cpm,0.5676,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZQAA0,4000
0063100000ekipYAAQ,TurkeyOpp-135,Xaxis Rich Media,2016-09-16,2016-09-18,420.68,Teknosa0916_Back_To_School_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,850000,2523.62,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8333,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe5KAAS,3612.5
0063100000ekipKAAQ,TurkeyOpp-380,Xaxis Rich Media,2016-08-26,2016-08-31,125,Gratis0816_26-28Agustos_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,100000,483.47,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7415,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdl2AAC,425
0063100000ekisKAAQ,TurkeyOpp-2105,Xaxis TV,2016-10-17,2016-10-31,0,GSK1016_Parodontax_Trueview_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdnmAAC,4000
0063100000ekiqaAAA,TurkeyOpp-2144,Xaxis Display Plus,2016-09-09,2016-09-30,7.4,Vodafone0916_Ebu_Dominos_interest_Admatic_MS,Net Cost (Calc Margin),MediaTrader,Admatic,3000,0.07,Externally Managed,Triggers,Selected Sites,2,cpc,-99,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeCBAA0,6
0063100000ekiqCAAQ,TurkeyOpp-1664,Xaxis Display Plus,2016-09-09,2016-09-30,569.26,Ikea0916_Back_To_School_interest_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,1002226,2000,Externally Managed,Triggers,Selected Sites,2,cpm,0.7154,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdqIAAS,2004.45
0063100000ekis5AAA,TurkeyOpp-932,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdffAAC,3500
0063100000ekinDAAQ,TurkeyOpp-2253,Xaxis Display Plus,2016-06-03,2016-06-30,200,Marshall0616_silpak_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,2000,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdv7AAC,2000
0063100000ekiodAAA,TurkeyOpp-828,Xaxis Display Plus,2016-08-10,2016-08-31,856.81,Bayer0816_Supradyn_interest_Dogus_MC,Net Cost (Calc Margin),MediaTrader,Dogus,3000000,3362.69,Externally Managed,Triggers,Selected Sites,2,cpm,0.7452,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKddTAAS,6000
0063100000ekisTAAQ,TurkeyOpp-406,Xaxis Look-alike Modelling,2016-10-06,2016-10-31,0,GE1016_Ekim_Lookalike_Maxad_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,1000,0,Externally Managed,Triggers,Selected Sites,2,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdkXAAS,2
0063100000ekimtAAA,TurkeyOpp-1753,Xaxis Display Plus,2016-06-14,2016-06-30,0,GSK0616_Otribebe_interest_Matrouge_MC,Net Cost (Calc Margin),MediaTrader,Matrouge,250000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdmzAAC,250
0063100000ekioXAAQ,TurkeyOpp-2147,Xaxis Display Plus,2016-08-01,2016-08-31,2000,Akbank0816_Multinational_Contextual_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,70440,7044,Externally Managed,Triggers,Selected Sites,100,cpm,0.7161,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZKAA0,7044
0063100000ekimjAAA,TurkeyOpp-359,Xaxis Display Plus,2016-06-14,2016-06-30,750,Michelin_8000KM_Prepurchase_interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,2707.7,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.723,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdvtAAC,2700
0063100000ejrB1AAI,TurkeyOpp-1248,Xaxis TV,2016-01-08,2016-01-31,0,GSK0116_Breath_Right_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdlKAAS,660
0063100000ejrBGAAY,TurkeyOpp-878,Xaxis TV,2016-01-20,2016-01-31,400,Vodafone0116_Victor_Preroll_Sem_MS,Net Cost (Calc Margin),MediaTrader,Sem Digital,20000,660,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3939,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe8MAAS,660
0063100000ekiq0AAA,TurkeyOpp-19,Xaxis Display Plus,2016-09-30,2016-09-30,175,Akbank0916_Back_To_City_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1750000,1500,Externally Managed,Triggers,Selected Sites,1,cpm,0.8833,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZfAAK,1750
0063100000ejrD0AAI,TurkeyOpp-1275,Xaxis TV,2016-03-04,2016-03-05,825,Gratis0316_Kadinlar_Gunu_Digitalmarcom_Preroll_MS,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,30000,1689.3,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5116,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdkhAAC,990
0063100000ekiqQAAQ,TurkeyOpp-1989,Xaxis Display Plus,2016-09-26,2016-09-30,150,Vestel0916_VTS_interest_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,600000,800,Externally Managed,Triggers,Selected Sites,1,cpm,0.8125,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe7PAAS,600
0063100000ekip9AAA,TurkeyOpp-2067,Xaxis Rich Media,2016-08-23,2016-08-31,250,Vestel0816_Beyaz_Esya_Degisim_Kampanyasi_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,459.25,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4556,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe7HAAS,425
0063100000ejrI5AAI,TurkeyOpp-2068,Xaxis Display Plus,2016-04-15,2016-04-30,81.16,Michelin_0416_Cross_Climate_300x250_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,1298.54,Externally Managed,Triggers,Selected Sites,8,cpm,0.9375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdvnAAC,1600
0063100000ekipqAAA,TurkeyOpp-1612,Xaxis Look-alike Modelling,2016-09-23,2016-09-30,116.7003,Dormia0916_Lansman_Onedio_LAL_MEC,Net Cost (Calc Margin),MediaTrader,Onedio,259334,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdjZAAS,648.34
0063100000ekinPAAQ,TurkeyOpp-873,Xaxis Rich Media,2016-07-22,2016-07-25,175,Teknosa0716_Turuncu_indirim_22-25Temmuz_interstitial_medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,350000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8627,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4sAAC,1487.5
0063100000ejrH0AAI,TurkeyOpp-2305,Xaxis Display Plus,2016-03-02,2016-03-30,168.34,Vodafone0316_FillBox_Wave2_Digitalm_interest_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,673.35,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.75,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe8tAAC,1600
0063100000ejrL1AAI,TurkeyOpp-2167,Xaxis Display Plus,2016-05-01,2016-05-31,153.39,Marshall0516_Silpak_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,3000000,809.92,Externally Managed,Triggers,Selected Sites,1,cpm,0.8106,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKduDAAS,3000
0063100000ekiqCAAQ,TurkeyOpp-332,Xaxis Display Plus,2016-09-09,2016-09-30,1533,Ikea0916_Back_To_School_interest_Bannerconnect_MEC,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdqEAAS,0
0063100000ekioYAAQ,TurkeyOpp-845,Xaxis Display Plus,2016-08-11,2016-08-31,50,Akbank0816_NeoKart_interest_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,400,Externally Managed,Triggers,Selected Sites,1,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZNAA0,500
0063100000ekis9AAA,TurkeyOpp-108,Xaxis Display Plus,2016-10-20,2016-10-31,0,Sony1016_XperiaZ_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe2PAAS,1000
0063100000ejrIZAAY,TurkeyOpp-1076,Xaxis Rich Media,2016-04-08,2016-04-30,750,Lassa0416_Satis_Kampanyasi_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdt0AAC,2125
0063100000ejrBcAAI,TurkeyOpp-2119,Xaxis Rich Media,2016-02-01,2016-02-14,1250,Hopi0216_Sevgililer_Gunu_Digitalm_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,2126.29,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4121,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdoDAAS,2125
0063100000ejrAkAAI,TurkeyOpp-1613,Xaxis Rich Media,2016-01-29,2016-01-31,0,Teknosa0116_Turuncu_Indirim_Faz5_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,1078,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe3GAAS,1700
0063100000ejrH2AAI,TurkeyOpp-1880,Xaxis Display Plus,2016-03-17,2016-03-30,42.77,Vodafone0316_Project_Atina_Bond_interest_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,2000000,45.62,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.0625,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe8yAAC,1600
0063100000ekis3AAA,TurkeyOpp-325,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe5jAAC,2125
0063100000ejrKvAAI,TurkeyOpp-1924,Xaxis Rich Media,2016-05-18,2016-05-31,1000,Vodafone0516_Heroes_LG_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,1600,Externally Managed,Triggers,Interstitial,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeA7AAK,1600
0063100000ejrBeAAI,TurkeyOpp-2312,Xaxis Display Plus,2016-02-09,2016-02-14,0,Altinbas0216_Sevgililer_Gunu_Clickvol_interest_MEC,Net Cost (Calc Margin),MediaTrader,Clickvol,100000,0,Externally Managed,Triggers,Selected Sites,0.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZyAAK,80
0063100000ejrHnAAI,TurkeyOpp-2060,Xaxis Mobile,2016-04-08,2016-04-30,400,Solen0416_Ozmn_Imaj_Kampanyasi_Move_ONEDIGITAL,Net Cost (Calc Margin),MediaTrader,Move,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.05,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Mobile,a013100000fKe2LAAS,1000
0063100000ejrIMAAY,TurkeyOpp-1538,TV Sync,2016-04-08,2016-04-30,3700,Bridgestone0416_Bahar_Kampanyasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,100000,6000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3833,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdhYAAS,6000
0063100000ejrCsAAI,TurkeyOpp-92,Xaxis TV,2016-03-01,2016-03-18,75,Vestel0316_Kusursuz_Deneyim_Midyo_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Midyo,15000,495,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe6tAAC,495
0063100000ekinIAAQ,TurkeyOpp-1290,Xaxis Rich Media,2016-07-01,2016-07-05,212.5,Teknosa0716_Temlik_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,170000,500,Externally Managed,Triggers,Interstitial,4.25,cpm,0.575,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4lAAC,722.5
0063100000ekiokAAA,TurkeyOpp-610,Xaxis Rich Media,2016-08-01,2016-08-31,400,IKEA0816_Yatak_Odasi_interstitial_Matrouge_MEC,Net Cost (Calc Margin),MediaTrader,Matrouge,200000,1000,Externally Managed,Triggers,Interstitial,6,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdpzAAC,1200
0063100000ejrAyAAI,TurkeyOpp-867,Xaxis TV,2016-01-19,2016-01-31,500,Danone0116_Bebelac_Gold_Superiorty_Preroll_Vidyoda_MEC,Net Cost (Calc Margin),MediaTrader,Vidyoda,50000,1477,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6615,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdj0AAC,1650
0063100000ekio5AAA,TurkeyOpp-47,Xaxis Display Plus,2016-07-01,2016-07-31,312.1,Vodafone0716_Red_Business_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2500000,2500,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8752,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeB3AAK,4500
0063100000ejrJJAAY,TurkeyOpp-1250,Xaxis TV,2016-05-06,2016-05-21,1104.35,Vodafone0516_Cepte_wifi_preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,75000,2208.69,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.5,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe9yAAC,2250
0063100000ekiqhAAA,TurkeyOpp-810,Xaxis Display Plus,2016-09-27,2016-09-30,100,Castrol0916_Carama_LAL_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,700,Externally Managed,Triggers,Selected Sites,2,cpm,0.8571,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdiaAAC,1000
0063100000ejrAlAAI,TurkeyOpp-1730,Xaxis Display Plus,2016-01-08,2016-01-31,250,Ford0116_EkoServis_Interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,200000,70.55,Externally Managed,Triggers,Selected Sites,1.4,cpm,-2.5434,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdkBAAS,280
0063100000ekinDAAQ,TurkeyOpp-1624,Xaxis Display Plus,2016-06-03,2016-06-30,150,Marshall0616_silpak_interest_Hurriyetemlak_MC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.85,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdv8AAC,1000
0063100000ekioMAAQ,TurkeyOpp-2304,Xaxis Display Plus,2016-08-08,2016-08-15,396.72,Vodafone0816_Overdose_interest_Digitalms_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,2673.79,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.8516,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeBYAA0,3000
0063100000ekiniAAA,TurkeyOpp-2331,Xaxis Rich Media,2016-07-01,2016-07-31,0,Iklimsa0716_Temmuz_interstitial_Futbolarena_MC,Net Cost (Calc Margin),MediaTrader,Sevinc iletisim,1000000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdqmAAC,4250
0063100000ejrBnAAI,TurkeyOpp-862,Xaxis Display Plus,2016-02-17,2016-02-25,500,Vestel0216_Camasir_Makinasi_Digitalm_Interest_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2500000,2500,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe6fAAC,2500
0063100000eklLQAAY,TurkeyOpp-983,Xaxis TV,2016-02-16,2016-02-29,150,Biscolata0216_Pia_Midyo_Preroll_ONE,Net Cost (Calc Margin),MediaTrader,Midyo,30000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8333,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdh7AAC,900
0063100000ekioaAAA,TurkeyOpp-1743,Xaxis TV,2016-08-10,2016-08-31,600,Akbank0816_Yatirim_Hizmetleri_Preroll_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,60000,1950,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6923,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdZcAAK,1950
0063100000ekineAAA,TurkeyOpp-509,Xaxis Look-alike Modelling,2016-07-01,2016-07-31,50.15,Beymen0716_Temmuz_LookaLike_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,2000000,87.76,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.4286,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdelAAC,3500
0063100000ekirlAAA,TurkeyOpp-952,Xaxis Display Plus,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,5000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeDjAAK,10000
0063100000ekioSAAQ,TurkeyOpp-1237,Xaxis Rich Media,2016-08-26,2016-08-29,750,Teknosa0816_Turuncu_Indirim_26-29Agustos_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,1200,Externally Managed,Triggers,Interstitial,4.25,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe5EAAS,1275
0063100000ejrBeAAI,TurkeyOpp-1293,Xaxis Display Plus,2016-02-09,2016-02-14,500,Altinbas0216_Sevgililer_Gunu_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,2500000,2004.92,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.7506,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZwAAK,2000
0063100000ekir6AAA,TurkeyOpp-1701,Xaxis Display Plus,2016-10-03,2016-10-10,0,Vodafone1016_Godzilla_Contextual_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,400000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeDEAA0,1000
0063100000ekiq6AAA,TurkeyOpp-726,Xaxis TV,2016-09-21,2016-09-30,750,Bayer0916_Bepanthol_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,1025,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.2683,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKddZAAS,1650
0063100000ejrHEAAY,TurkeyOpp-1085,Xaxis Display Plus,2016-04-01,2016-04-13,50,Pandora0416_Spring_Summer_interest_Sem_MC,Net Cost (Calc Margin),MediaTrader,Sem Digital,250000,422.67,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.8817,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdyeAAC,375
0063100000ejrJDAAY,TurkeyOpp-609,Xaxis Mobile,2016-05-01,2016-05-16,4000,RedBull0516_Driving_Occesions_Seamless_Move_MEC,Net Cost (Calc Margin),MediaTrader,Move,1000000,9686,Externally Managed,Triggers,Selected Sites,8,cpm,0.587,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,a013100000fKdzVAAS,8000
0063100000ekioCAAQ,TurkeyOpp-492,Xaxis Rich Media,2016-08-04,2016-08-05,140,IKEA0816_Nakliye_interstitial_Matrouge_MEC,Net Cost (Calc Margin),MediaTrader,Matrouge,70000,400,Externally Managed,Triggers,Interstitial,6,cpm,0.65,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdpvAAC,420
0063100000ekipRAAQ,TurkeyOpp-1365,Xaxis TV,2016-09-06,2016-09-08,0.18,Teknosa0916_Turuncu_indirim_6-8Eylul_Preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,30000,660.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpm,0.9997,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe5eAAC,0.99
0063100000ekirkAAA,TurkeyOpp-812,Xaxis Mobile,2016-10-18,2016-10-26,0,Hopi1016_Migros_Mobil_Prestitial_Move_MEC,Net Cost (Calc Margin),MediaTrader,Move,1333333,0,Externally Managed,Triggers,Interstitial,7.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,a013100000fKdoUAAS,10000
0063100000ekiqWAAQ,TurkeyOpp-1108,Xaxis Display Plus,2016-09-09,2016-09-30,700,Vodafone0916_Adaptive_Tariff_contextual_Admatic(cpc)_MS,Net Cost (Calc Margin),MediaTrader,Admatic,3500,8.75,Externally Managed,Triggers,Selected Sites,2.5,cpc,-79,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeBqAAK,8.75
