Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000emtNfAAI,TurkeyOpp-997,Xaxis Display Plus,2016-05-01,2016-05-15,1000,Akbank0516_BP_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,196.9,Externally Managed,Triggers,Selected Sites,1,cpm,0.8031,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtNfAAI,TurkeyOpp-188,Xaxis Display Plus,2016-05-01,2016-05-15,765,Akbank0516_BP_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.8039,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtOGAAY,TurkeyOpp-525,Xaxis Display Plus,2016-05-01,2016-05-31,0,Akbank0516_ekopos_interes_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1100000,220,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1100,012i0000001EB0yAAG
0063100000emtOGAAY,TurkeyOpp-2044,Xaxis Display Plus,2016-05-01,2016-05-31,2065,Akbank0516_ekopos_interes_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1100000,110,Externally Managed,Triggers,Selected Sites,1,cpm,0.9467,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1100,012i0000001EB0yAAG
0063100000emtOHAAY,TurkeyOpp-903,Xaxis Display Plus,2016-05-27,2016-05-31,574,Akbank0516_Emeklilere_Chip_Para_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,550000,55,Externally Managed,Triggers,Selected Sites,1,cpm,0.9042,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,550,012i0000001EB0yAAG
0063100000emtOIAAY,TurkeyOpp-1107,Xaxis Display Plus,2016-05-01,2016-05-31,10480,Akbank0516_Multinational_interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,105000,0,Externally Managed,Triggers,Selected Sites,100,cpm,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10500,012i0000001EB0yAAG
0063100000emtOIAAY,TurkeyOpp-1084,Xaxis Display Plus,2016-05-01,2016-05-31,0,Akbank0516_Multinational_interest_GoogleAdx_MC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,100,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtOJAAY,TurkeyOpp-1129,Xaxis Display Plus,2016-05-01,2016-05-31,0,Akbank0516_Tradeall_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,100000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,100,012i0000001EB0yAAG
0063100000emtPoAAI,TurkeyOpp-2563,Xaxis TV,2016-06-10,2016-06-30,1000,Akbank0616_Axess_Ramazan_preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,30000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.85,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000emtPoAAI,TurkeyOpp-256,Xaxis TV,2016-06-10,2016-06-30,1056.98,Akbank0616_Axess_Ramazan_preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,25000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8581,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000emtPoAAI,TurkeyOpp-1976,Xaxis TV,2016-06-10,2016-06-30,2400,Akbank0616_Axess_Ramazan_preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,90000,1143.2,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5237,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2970,012i0000001EB0yAAG
0063100000emtPcAAI,TurkeyOpp-1801,Xaxis Display Plus,2016-06-01,2016-06-27,1500,Akbank0616_Emeklilere_Chip_Para_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtPcAAI,TurkeyOpp-782,Xaxis Display Plus,2016-06-01,2016-06-27,452.06,Akbank0616_Emeklilere_Chip_Para_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,300,Externally Managed,Triggers,Selected Sites,1,cpm,0.3364,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtPpAAI,TurkeyOpp-2236,Xaxis TV,2016-06-13,2016-06-30,0,Akbank0616_Ihtiyac_Kredisi_preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,30000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000emtPpAAI,TurkeyOpp-2363,Xaxis TV,2016-06-13,2016-06-30,1600,Akbank0616_Ihtiyac_Kredisi_preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,749.76,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5314,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtPpAAI,TurkeyOpp-2118,Xaxis TV,2016-06-13,2016-06-30,200,Akbank0616_Ihtiyac_Kredisi_preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,40000,148.04,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.2598,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1320,012i0000001EB0yAAG
0063100000emtPpAAI,TurkeyOpp-178,Xaxis TV,2016-06-13,2016-06-30,1700,Akbank0616_Ihtiyac_Kredisi_preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,100000,268.52,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.842,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtPCAAY,TurkeyOpp-1658,TV Sync,2016-06-01,2016-06-10,29823,Akbank0616_Mobilin_Bankasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,500000,17500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.4132,From spreadsheet: Turkey | Campaign Data,Online Video,Video,30000,012i0000001EB0yAAG
0063100000emtPqAAI,TurkeyOpp-881,Xaxis Display Plus,2016-06-13,2016-06-30,7044,Akbank0616_Multinational_Bank_Contextual_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,106000,1522.7,Externally Managed,Triggers,Selected Sites,100,cpm,0.7838,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10600,012i0000001EB0yAAG
0063100000emtPrAAI,TurkeyOpp-161,Xaxis Display Plus,2016-06-20,2016-06-30,2200,Akbank0616_Vodafone_Kobi_is_Birligi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,140.69,Externally Managed,Triggers,Selected Sites,1,cpm,0.9361,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtPrAAI,TurkeyOpp-596,Xaxis Display Plus,2016-06-20,2016-06-30,1300,Akbank0616_Vodafone_Kobi_is_Birligi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,261.97,Externally Managed,Triggers,Selected Sites,1,cpm,0.7985,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtQvAAI,TurkeyOpp-625,Xaxis Display Plus,2016-07-01,2016-07-31,2000,Akbank0716_EuroMoney_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,250,Externally Managed,Triggers,Selected Sites,1,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2500,012i0000001EB0yAAG
0063100000emtQvAAI,TurkeyOpp-811,Xaxis Display Plus,2016-07-01,2016-07-31,500,Akbank0716_EuroMoney_interest_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,500,012i0000001EB0yAAG
0063100000emtQvAAI,TurkeyOpp-1302,Xaxis Display Plus,2016-07-01,2016-07-31,142,Akbank0716_EuroMoney_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,72.22,Externally Managed,Triggers,Selected Sites,1,cpm,0.4914,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtQwAAI,TurkeyOpp-1169,Xaxis Display Plus,2016-07-01,2016-07-31,500,Akbank0716_Gurbetci_Mevduat_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1200000,96.17,Externally Managed,Triggers,Selected Sites,2,cpm,0.8077,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2400,012i0000001EB0yAAG
0063100000emtQwAAI,TurkeyOpp-2355,Xaxis Display Plus,2016-07-01,2016-07-31,3000,Akbank0716_Gurbetci_Mevduat_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,2,cpm,0.9333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000emtQxAAI,TurkeyOpp-2449,Xaxis Display Plus,2016-07-01,2016-07-31,800,Akbank0716_MTV_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,463.8,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.4203,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtQxAAI,TurkeyOpp-333,Xaxis Display Plus,2016-07-01,2016-07-31,1000,Akbank0716_MTV_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000emtQxAAI,TurkeyOpp-826,Xaxis Display Plus,2016-07-01,2016-07-31,1000,Akbank0716_MTV_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.8,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000emtQyAAI,TurkeyOpp-676,Xaxis Display Plus,2016-07-01,2016-07-31,0,Akbank0716_Multinational_contextual_Google_MC,Net Cost (Calc Margin),MediaTrader,Google,489,0,Externally Managed,Triggers,Selected Sites,0,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtQyAAI,TurkeyOpp-1825,Xaxis Display Plus,2016-07-01,2016-07-31,8554.4,Akbank0716_Multinational_contextual_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,104800,82.74,Externally Managed,Triggers,Selected Sites,100,cpm,0.9903,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10480,012i0000001EB0yAAG
0063100000emtRrAAI,TurkeyOpp-1400,Xaxis Display Plus,2016-08-17,2016-08-31,1400,Akbank0816_Aile_Akademisi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2400000,240,Externally Managed,Triggers,Selected Sites,1,cpm,0.8286,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2400,012i0000001EB0yAAG
0063100000emtRrAAI,TurkeyOpp-869,Xaxis Display Plus,2016-08-17,2016-08-31,600,Akbank0816_Aile_Akademisi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,200,Externally Managed,Triggers,Selected Sites,1,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtRsAAI,TurkeyOpp-526,Xaxis Display Plus,2016-08-01,2016-08-31,0,Akbank0816_Multinational_Contextual_Grapshot_MEC,Net Cost (Calc Margin),MediaTrader,Grapeshot,0,0,Externally Managed,Triggers,Selected Sites,100,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtRsAAI,TurkeyOpp-1101,Xaxis Display Plus,2016-08-01,2016-08-31,0,Akbank0816_Multinational_Contextual_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,400,Externally Managed,Triggers,Selected Sites,100,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtRsAAI,TurkeyOpp-2414,Xaxis Display Plus,2016-08-01,2016-08-31,7044,Akbank0816_Multinational_Contextual_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,70440,2000,Externally Managed,Triggers,Selected Sites,100,cpm,0.7161,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,7044,012i0000001EB0yAAG
0063100000emtRtAAI,TurkeyOpp-560,Xaxis Display Plus,2016-08-11,2016-08-31,600,Akbank0816_NeoKart_interest_Hurriyetemlak_MC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,700000,105,Externally Managed,Triggers,Selected Sites,1,cpm,0.825,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000emtRtAAI,TurkeyOpp-956,Xaxis Display Plus,2016-08-11,2016-08-31,400,Akbank0816_NeoKart_interest_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,500,012i0000001EB0yAAG
0063100000emtRtAAI,TurkeyOpp-1638,Xaxis Display Plus,2016-08-11,2016-08-31,1850,Akbank0816_NeoKart_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,4000000,800,Externally Managed,Triggers,Selected Sites,1,cpm,0.5676,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000emtRtAAI,TurkeyOpp-949,Xaxis Display Plus,2016-08-11,2016-08-31,500,Akbank0816_NeoKart_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,600000,300,Externally Managed,Triggers,Selected Sites,1,cpm,0.4,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,600,012i0000001EB0yAAG
0063100000emtRtAAI,TurkeyOpp-1174,Xaxis Display Plus,2016-08-11,2016-08-31,1850,Akbank0816_NeoKart_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,20.51,Externally Managed,Triggers,Selected Sites,1,cpm,0.9889,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtRmAAI,TurkeyOpp-2129,Xaxis Display Plus,2016-08-10,2016-08-25,1750,Akbank0816_Vodafone_Kobi_iletisimi_interest_Mynet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,1,cpm,0.7714,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtRmAAI,TurkeyOpp-1378,Xaxis Display Plus,2016-08-10,2016-08-25,1750,Akbank0816_Vodafone_Kobi_iletisimi_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,1,cpm,0.8857,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtRuAAI,TurkeyOpp-1679,Xaxis Display Plus,2016-08-10,2016-08-31,1000,Akbank0816_Yatirim_Hizmetleri_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,500,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtRuAAI,TurkeyOpp-840,Xaxis Display Plus,2016-08-10,2016-08-31,1750,Akbank0816_Yatirim_Hizmetleri_interest_sahibinden_MC,Net Cost (Calc Margin),MediaTrader,Sahibinden,2000000,600,Externally Managed,Triggers,Selected Sites,1,cpm,0.6571,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtRuAAI,TurkeyOpp-461,Xaxis Display Plus,2016-08-10,2016-08-31,3500,Akbank0816_Yatirim_Hizmetleri_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,4000000,400,Externally Managed,Triggers,Selected Sites,1,cpm,0.8857,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000emtRuAAI,TurkeyOpp-1051,Xaxis Display Plus,2016-08-10,2016-08-31,1750,Akbank0816_Yatirim_Hizmetleri_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,1,cpm,0.7714,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-1828,Xaxis TV,2016-08-10,2016-08-31,2600,Akbank0816_Yatirim_Hizmetleri_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,80000,1200,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5385,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2600,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-249,Xaxis TV,2016-08-10,2016-08-31,4375,Akbank0816_Yatirim_Hizmetleri_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,150000,1800,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5886,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4875,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-1449,Xaxis TV,2016-08-10,2016-08-31,2100,Akbank0816_Yatirim_Hizmetleri_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,80000,400,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8095,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2600,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-1884,Xaxis TV,2016-08-10,2016-08-31,1400,Akbank0816_Yatirim_Hizmetleri_Preroll_Dogus_MC,Net Cost (Calc Margin),MediaTrader,Dogus,60000,323.12,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7692,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1950,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-1952,Xaxis TV,2016-08-10,2016-08-31,1950,Akbank0816_Yatirim_Hizmetleri_Preroll_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,60000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6923,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1950,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-373,Xaxis TV,2016-08-10,2016-08-31,2600,Akbank0816_Yatirim_Hizmetleri_Preroll_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,80000,800,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6923,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2600,012i0000001EB0yAAG
0063100000emtRvAAI,TurkeyOpp-907,Xaxis TV,2016-08-10,2016-08-31,975,Akbank0816_Yatirim_Hizmetleri_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,30000,450,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5385,From spreadsheet: Turkey | Campaign Data,Online Video,Video,975,012i0000001EB0yAAG
0063100000emtT6AAI,TurkeyOpp-20,Xaxis Display Plus,2016-09-30,2016-09-30,1500,Akbank0916_Back_To_City_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1750000,175,Externally Managed,Triggers,Selected Sites,1,cpm,0.8833,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1750,012i0000001EB0yAAG
0063100000emtT6AAI,TurkeyOpp-1767,Xaxis Display Plus,2016-09-30,2016-09-30,700,Akbank0916_Back_To_City_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,361,Externally Managed,Triggers,Selected Sites,1,cpm,0.4843,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtT6AAI,TurkeyOpp-2291,Xaxis Display Plus,2016-09-30,2016-09-30,800,Akbank0916_Back_To_City_interest_Sahibinden_MC,Net Cost (Calc Margin),MediaTrader,Sahibinden,1000000,300,Externally Managed,Triggers,Selected Sites,1,cpm,0.625,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtSmAAI,TurkeyOpp-1334,Xaxis TV,2016-09-08,2016-09-25,1890,Akbank0916_Back_To_School_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6032,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtSmAAI,TurkeyOpp-2266,Xaxis TV,2016-09-08,2016-09-25,2310,Akbank0916_Back_To_School_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,70000,840,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6364,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2310,012i0000001EB0yAAG
0063100000emtSmAAI,TurkeyOpp-1887,Xaxis TV,2016-09-08,2016-09-25,1650,Akbank0916_Back_To_School_Preroll_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,50000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtSmAAI,TurkeyOpp-1901,Xaxis TV,2016-09-08,2016-09-25,1650,Akbank0916_Back_To_School_Preroll_Dogus_MC,Net Cost (Calc Margin),MediaTrader,Dogus,50000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtT7AAI,TurkeyOpp-242,Xaxis Display Plus,2016-09-09,2016-09-30,1500,Akbank0916_Caz_Festivali_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,150,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtT7AAI,TurkeyOpp-1300,Xaxis Display Plus,2016-09-09,2016-09-30,1596,Akbank0916_Caz_Festivali_interest_Sahibinden_MC,Net Cost (Calc Margin),MediaTrader,Sahibinden,2500000,750,Externally Managed,Triggers,Selected Sites,1,cpm,0.5301,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2500,012i0000001EB0yAAG
0063100000emtT7AAI,TurkeyOpp-2564,Xaxis Display Plus,2016-09-09,2016-09-30,1000,Akbank0916_Caz_Festivali_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,500,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtT8AAI,TurkeyOpp-212,Xaxis TV,2016-09-26,2016-09-30,573.43,Akbank0916_Ihtiyac_Kredisi_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,20000,42.22,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.9264,From spreadsheet: Turkey | Campaign Data,Online Video,Video,660,012i0000001EB0yAAG
0063100000emtT8AAI,TurkeyOpp-5,Xaxis TV,2016-09-26,2016-09-30,750,Akbank0916_Ihtiyac_Kredisi_Preroll_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,20000,200,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7333,From spreadsheet: Turkey | Campaign Data,Online Video,Video,660,012i0000001EB0yAAG
0063100000emtT8AAI,TurkeyOpp-962,Xaxis TV,2016-09-26,2016-09-30,1750,Akbank0916_Ihtiyac_Kredisi_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,40000,550.59,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6854,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1320,012i0000001EB0yAAG
0063100000emtUHAAY,TurkeyOpp-1670,Xaxis TV,2016-10-01,2016-10-12,0,Akbank1016_ihtiyac_Kredisi_preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtUHAAY,TurkeyOpp-1305,Xaxis TV,2016-10-01,2016-10-12,0,Akbank1016_ihtiyac_Kredisi_preroll_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,100000,583.54,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
