Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
0063100000ejrCnAAI,TurkeyOpp-1064,Xaxis Rich Media,2016-03-11,2016-03-14,765,Teknosa0316_Turuncu_Indirim_faz2_Digitalm_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,180000,765,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCnAAI,TurkeyOpp-1067,Xaxis Rich Media,2016-03-11,2016-03-14,765,Teknosa0316_Turuncu_Indirim_faz2_Bond_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,180000,765,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCnAAI,TurkeyOpp-1065,Xaxis Rich Media,2016-03-11,2016-03-14,765,Teknosa0316_Turuncu_Indirim_faz2_DeskFive_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Desk Five,180000,765,Externally Managed,Triggers,Interstitial,4.25,cpm,0.5108,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCnAAI,TurkeyOpp-1066,Xaxis Rich Media,2016-03-11,2016-03-14,765,Teknosa0316_Turuncu_Indirim_faz2_Acunn_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,180000,440,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCnAAI,TurkeyOpp-1063,Xaxis Rich Media,2016-03-11,2016-03-14,765,Teknosa0316_Turuncu_Indirim_faz2_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,180000,765,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCoAAI,TurkeyOpp-1052,Xaxis Lookalike,2016-03-08,2016-03-14,1600,Vodafone0316_DDZ_Digitalm_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,700,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.4381,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCoAAI,TurkeyOpp-1054,Xaxis Lookalike,2016-03-08,2016-03-14,600,Vodafone0316_DDZ_Reklamstore_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Reklamstore,750000,600,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.5625,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCoAAI,TurkeyOpp-1053,Xaxis Lookalike,2016-03-08,2016-03-14,400,Vodafone0316_DDZ_Commedya_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Commedya,500000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCoAAI,TurkeyOpp-1051,Xaxis Lookalike,2016-03-08,2016-03-14,800,Vodafone0316_DDZ_Medyanet_LAL_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,800,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCpAAI,TurkeyOpp-1070,Xaxis Rich Media,2016-03-11,2016-03-14,1350,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,300000,1175,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8723,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCpAAI,TurkeyOpp-1071,Xaxis Rich Media,2016-03-11,2016-03-14,1125,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,250000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCpAAI,TurkeyOpp-1068,Xaxis Rich Media,2016-03-11,2016-03-14,1350,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Bond_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,300000,1350,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCpAAI,TurkeyOpp-1069,Xaxis Rich Media,2016-03-11,2016-03-14,1350,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Acunn_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,300000,1350,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCqAAI,TurkeyOpp-958,Xaxis Rich Media,2016-03-01,2016-03-17,1062.5,IKEA0316_Mutfak_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,250000,860.9,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCqAAI,TurkeyOpp-960,Xaxis Rich Media,2016-03-01,2016-03-17,1062.5,IKEA0316_Mutfak_Acunn_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,250000,1217,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCqAAI,TurkeyOpp-959,Xaxis Rich Media,2016-03-01,2016-03-17,850,IKEA0316_Mutfak_DeskFive_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Desk Five,200000,647.93,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCrAAI,TurkeyOpp-1100,Xaxis Display Plus,2016-03-11,2016-03-18,1600,Akbank0316_TradeAll_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,1000,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCrAAI,TurkeyOpp-1101,Xaxis Display Plus,2016-03-11,2016-03-18,2000,Akbank0316_TradeAll_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2500000,2000,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.8727,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCsAAI,TurkeyOpp-957,Xaxis Tv,2016-03-01,2016-03-18,990,Vestel0316_Kusursuz_Deneyim_Bond_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,30000,990,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5483,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCsAAI,TurkeyOpp-955,Xaxis Tv,2016-03-01,2016-03-18,990,Vestel0316_Kusursuz_Deneyim_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,30000,851,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCsAAI,TurkeyOpp-956,Xaxis Tv,2016-03-01,2016-03-18,495,Vestel0316_Kusursuz_Deneyim_Midyo_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,15000,495,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCtAAI,TurkeyOpp-994,Xaxis SYNC,2016-03-01,2016-03-18,5160,Lassa0316_Fc_Barcelona_Clipkit_Sync_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,86000,4429.92,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCuAAI,TurkeyOpp-949,Xaxis Rich Media,2016-03-01,2016-03-18,1487.5,Avon0316_Matte_LS_Acunn_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,350000,1376,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCuAAI,TurkeyOpp-947,Xaxis Rich Media,2016-03-01,2016-03-18,1700,Avon0316_Matte_LS_Medyanet_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,400000,1697.64,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCuAAI,TurkeyOpp-948,Xaxis Rich Media,2016-03-01,2016-03-18,1700,Avon0316_Matte_LS_Digitalm_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,400000,1700.33,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4119,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCuAAI,TurkeyOpp-950,Xaxis Rich Media,2016-03-01,2016-03-18,14.17,Avon0316_Matte_LS_Ligatus_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,3333,14.17,Externally Managed,Triggers,Interstitial,4.25,cpc,-69.5953,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCuAAI,TurkeyOpp-951,Xaxis Rich Media,2016-03-01,2016-03-18,12.75,Avon0316_Matte_LS_Clicvol_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,3000,8.89,Externally Managed,Triggers,Interstitial,4.25,cpc,-46.0363,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrCvAAI,TurkeyOpp-946,Xaxis SYNC,2016-03-01,2016-03-18,4020,Avon0316_Matte_LS_Clipkit_SYNC_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,67000,3938,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.2854,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCwAAI,TurkeyOpp-1134,Xaxis Display Plus,2016-03-18,2016-03-19,6.25,Beymen0316_HaftaSonu_Ligatus_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,5000,625,Externally Managed,Triggers,Selected Sites,1.25,cpc,-0.1104,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1140,Xaxis Display Plus,2016-03-18,2016-03-19,625,Beymen0316_HaftaSonu_Memuruz_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Memuruz,500000,625,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1138,Xaxis Display Plus,2016-03-18,2016-03-19,1250,Beymen0316_HaftaSonu_Bond_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1000000,1250,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.6111,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1136,Xaxis Display Plus,2016-03-18,2016-03-19,5000,Beymen0316_HaftaSonu_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,4000000,4250,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.9059,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1135,Xaxis Display Plus,2016-03-18,2016-03-19,2500,Beymen0316_HaftaSonu_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,2500,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.84,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1139,Xaxis Display Plus,2016-03-18,2016-03-19,125,Beymen0316_HaftaSonu_Sem_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,100000,125,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.9329,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCwAAI,TurkeyOpp-1137,Xaxis Display Plus,2016-03-18,2016-03-19,625,Beymen0316_HaftaSonu_Nokta_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,500000,625,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.92,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrCxAAI,TurkeyOpp-1102,Xaxis SYNC,2016-03-16,2016-03-19,15000,Lassa0316_Arda_Turan_Barca_Clipkit_SYNC_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,250000,15000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3533,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCyAAI,TurkeyOpp-1160,Xaxis Tv,2016-03-01,2016-03-20,300,Biscolata0316_solen_acunn_video_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,10000,300,Externally Managed,Triggers,Selected Sites,0.03,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCzAAI,TurkeyOpp-942,Xaxis Tv,2016-03-01,2016-03-20,3500,Tadim0316_Fistik_Ailesi_Digitalm_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,100000,3500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.8286,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCzAAI,TurkeyOpp-943,Xaxis Tv,2016-03-01,2016-03-20,3500,Tadim0316_Fistik_Ailesi_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,100000,3352,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCzAAI,TurkeyOpp-944,Xaxis Tv,2016-03-01,2016-03-20,2625,Tadim0316_Fistik_Ailesi_bond_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,75000,2625,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.5714,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCzAAI,TurkeyOpp-945,Xaxis Tv,2016-03-01,2016-03-20,3500,Tadim0316_Fistik_Ailesi_Crep_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Crep Digital,100000,3500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.3571,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrCzAAI,TurkeyOpp-941,Xaxis Tv,2016-03-01,2016-03-20,2625,Tadim0316_Fistik_Ailesi_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,75000,2613,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.8565,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1031,Xaxis Tv,2016-03-04,2016-03-05,1650,Gratis0316_Kadinlar_Gunu_Clickvol_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,50000,83.89,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5455,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1033,Xaxis Tv,2016-03-01,2016-03-20,3300,Gratis0316_Kadinlar_Gunu_Bond_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,100000,2723.52,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5455,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1028,Xaxis Tv,2016-03-04,2016-03-05,2310,Gratis0316_Kadinlar_Gunu_Acunn_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,70000,2320.56,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1029,Xaxis Tv,2016-03-04,2016-03-05,3300,Gratis0316_Kadinlar_Gunu_Midyo_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,100000,2172,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7698,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1030,Xaxis Tv,2016-03-04,2016-03-05,990,Gratis0316_Kadinlar_Gunu_Vidyoda_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Vidyoda,30000,1010.86,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7032,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD0AAI,TurkeyOpp-1032,Xaxis Tv,2016-03-04,2016-03-05,990,Gratis0316_Kadinlar_Gunu_Digitalmarcom_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,30000,1689.3,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5116,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD1AAI,TurkeyOpp-1116,Xaxis Rich Media,2016-03-18,2016-03-21,850,Teknosa0316_Turuncu_Indirim_faz3_Bond_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,200000,563.17,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrD1AAI,TurkeyOpp-1115,Xaxis Rich Media,2016-03-18,2016-03-21,850,Teknosa0316_Turuncu_Indirim_faz3_Medyanet_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,200000,364.19,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrD1AAI,TurkeyOpp-1117,Xaxis Rich Media,2016-03-18,2016-03-21,850,Teknosa0316_Turuncu_Indirim_faz3_Digitalm_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,200000,365.88,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrD1AAI,TurkeyOpp-1114,Xaxis Rich Media,2016-03-18,2016-03-21,850,Teknosa0316_Turuncu_Indirim_faz3_Acunn_Interstitial_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,200000,297,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
0063100000ejrD2AAI,TurkeyOpp-1097,Xaxis Display Plus,2016-03-11,2016-03-23,2970,IBM0316_SAP_Cloud_Faz2_Digitalm_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,2970,Externally Managed,Triggers,Selected Sites,1.98,cpm,0.899,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD2AAI,TurkeyOpp-1098,Xaxis Display Plus,2016-03-11,2016-03-23,1.98,IBM0316_SAP_Cloud_Faz2_Maxad_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Maxad,1000,200,Externally Managed,Triggers,Selected Sites,1.98,cpc,-0.5,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD2AAI,TurkeyOpp-1095,Xaxis Display Plus,2016-03-11,2016-03-23,1980,IBM0316_SAP_Cloud_Faz2_Adhood_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adhood,1000000,1980,Externally Managed,Triggers,Selected Sites,1.98,cpm,0.9242,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD2AAI,TurkeyOpp-1096,Xaxis Display Plus,2016-03-11,2016-03-23,1980,IBM0316_SAP_Cloud_Faz2_Adinteraction_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adinteraction,1000000,1933,Externally Managed,Triggers,Selected Sites,1.98,cpm,0.9224,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD2AAI,TurkeyOpp-1099,Xaxis Display Plus,2016-03-11,2016-03-23,3465,IBM0316_SAP_Cloud_Faz2_Medyanet_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1750000,1396,Externally Managed,Triggers,Selected Sites,1.98,cpm,0.8746,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD3AAI,TurkeyOpp-1020,Xaxis Tv,2016-03-01,2016-03-27,2000,Dogus0316_Glamour_Acunn_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,50000,2000.36,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD3AAI,TurkeyOpp-1022,Xaxis Tv,2016-03-01,2016-03-27,1600,Dogus0316_Glamour_Nokta_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,40000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD3AAI,TurkeyOpp-1019,Xaxis Tv,2016-03-01,2016-03-27,4000,Dogus0316_Glamour_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Midyo,100000,3465,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8557,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD3AAI,TurkeyOpp-1021,Xaxis Tv,2016-03-01,2016-03-27,800,Dogus0316_Glamour_Matrouge_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,20000,816.6,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.5102,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD4AAI,TurkeyOpp-1152,Xaxis Display Plus,2016-03-25,2016-03-27,1000,Akbank0316_Axess_Haftasonu_Medyanet_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,1004.13,Externally Managed,Triggers,Selected Sites,1,cpm,0.9004,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD4AAI,TurkeyOpp-1151,Xaxis Display Plus,2016-03-25,2016-03-27,1000,Akbank0316_Axess_Haftasonu_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,496,Externally Managed,Triggers,Selected Sites,1,cpm,0.5998,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
0063100000ejrD5AAI,TurkeyOpp-1103,Xaxis SYNC,2016-03-11,2016-03-27,9999.99,Redbull0316_Theme_Clipkit_SYNC_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clipkit,181818,9999.99,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.055,cpv,0.2364,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
0063100000ejrD6AAI,TurkeyOpp-1118,Xaxis Rich Media,2016-03-18,2016-03-27,1800,Bimeks0316_Samsung_S7_Acunn_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1627,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
