Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000ekireAAA,TurkeyOpp-737,Xaxis Rich Media,2016-10-11,2016-10-23,0,Teknosa1016_SamsungTV_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000ekirfAAA,TurkeyOpp-1225,Xaxis TV,2016-10-21,2016-10-24,0,Teknosa1016_Turuncu_indirim_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirfAAA,TurkeyOpp-632,Xaxis TV,2016-10-21,2016-10-24,0,Teknosa1016_Turuncu_indirim_Preroll_Fox_MC,Net Cost (Calc Margin),MediaTrader,Fox,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirgAAA,TurkeyOpp-96,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_Contextual_Dogus_MS,Net Cost (Calc Margin),MediaTrader,Dogus,750000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1875,012i0000001EB0yAAG
0063100000ekirgAAA,TurkeyOpp-2211,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_Contextual_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1250,012i0000001EB0yAAG
0063100000ekirgAAA,TurkeyOpp-1393,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_Contextual_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,1800000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4500,012i0000001EB0yAAG
0063100000ekirgAAA,TurkeyOpp-649,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_Contextual_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,500000,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1250,012i0000001EB0yAAG
0063100000ekirhAAA,TurkeyOpp-2248,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000ekirhAAA,TurkeyOpp-999,Xaxis Display Plus,2016-10-05,2016-10-25,0,Vodafone1016_Olimpia_Huawei_interest_Sozcu_MS,Net Cost (Calc Margin),MediaTrader,Sozcu,1000000,0,Externally Managed,Triggers,Selected Sites,1,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000ekiriAAA,TurkeyOpp-561,Xaxis Display Plus,2016-10-01,2016-10-25,0,Vodafone1016_Red_Budget_interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,0,Externally Managed,Triggers,Selected Sites,1.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,450,012i0000001EB0yAAG
0063100000ekiriAAA,TurkeyOpp-1673,Xaxis Display Plus,2016-10-01,2016-10-25,0,Vodafone1016_Red_Budget_interest_Sahibinden_MS,Net Cost (Calc Margin),MediaTrader,Sahibinden,1000000,0,Externally Managed,Triggers,Selected Sites,1.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000ekiriAAA,TurkeyOpp-746,Xaxis Display Plus,2016-10-01,2016-10-25,0,Vodafone1016_Red_Budget_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,500000,0,Externally Managed,Triggers,Selected Sites,1.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,750,012i0000001EB0yAAG
0063100000ekirjAAA,TurkeyOpp-1039,Xaxis Rich Media,2016-10-18,2016-10-26,0,Hopi1016_Migros_interstitial_Star_MEC,Net Cost (Calc Margin),MediaTrader,Star,300000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1350,012i0000001EB0yAAG
0063100000ekirjAAA,TurkeyOpp-1368,Xaxis Rich Media,2016-10-18,2016-10-26,0,Hopi1016_Migros_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000ekirjAAA,TurkeyOpp-153,Xaxis Rich Media,2016-10-18,2016-10-26,0,Hopi1016_Migros_interstitial_SemDigital_MEC,Net Cost (Calc Margin),MediaTrader,Sem Digital,166666,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,750,012i0000001EB0yAAG
0063100000ekirjAAA,TurkeyOpp-106,Xaxis Rich Media,2016-10-18,2016-10-26,0,Hopi1016_Migros_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000ekirjAAA,TurkeyOpp-861,Xaxis Rich Media,2016-10-18,2016-10-26,0,Hopi1016_Migros_interstitial_Mynet_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000ekirkAAA,TurkeyOpp-812,Xaxis Mobile,2016-10-18,2016-10-26,0,Hopi1016_Migros_Mobil_Prestitial_Move_MEC,Net Cost (Calc Margin),MediaTrader,Move,1333333,0,Externally Managed,Triggers,Interstitial,7.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,10000,012i0000001EB0yAAG
0063100000ekirlAAA,TurkeyOpp-2258,Xaxis Display Plus,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Mynet_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4000,012i0000001EB0yAAG
0063100000ekirlAAA,TurkeyOpp-2051,Xaxis Display Plus,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Turkuaz_MS,Net Cost (Calc Margin),MediaTrader,Turkuvaz,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ekirlAAA,TurkeyOpp-952,Xaxis Display Plus,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,5000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10000,012i0000001EB0yAAG
0063100000ekirlAAA,TurkeyOpp-209,Xaxis Rich Media,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Medyanet(interstitial)_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000000,0,Externally Managed,Triggers,Interstitial,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6000,012i0000001EB0yAAG
0063100000ekirlAAA,TurkeyOpp-432,Xaxis Display Plus,2016-10-06,2016-10-26,0,Vodafone1016_Red_Netflix_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ekirmAAA,TurkeyOpp-170,Xaxis Display Plus,2016-10-01,2016-10-27,0,RedBull1016_Student_Occasion_Contextual_MEC,Net Cost (Calc Margin),MediaTrader,,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000ekirnAAA,TurkeyOpp-1651,Xaxis Mobile,2016-10-01,2016-10-27,0,RedBull1016_Student_Occasion_Mobil_interest_Sahibinden_MEC,Net Cost (Calc Margin),MediaTrader,Sahibinden,4000000,0,Externally Managed,Triggers,Selected Sites,5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,20000,012i0000001EB0yAAG
0063100000ekiroAAA,TurkeyOpp-95,Xaxis Rich Media,2016-10-03,2016-10-28,0,SabanciVakfi1016_Kisa_Film_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,150000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,637.5,012i0000001EB0yAAG
0063100000ekiroAAA,TurkeyOpp-1134,Xaxis Rich Media,2016-10-03,2016-10-28,0,SabanciVakfi1016_Kisa_Film_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,350000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000ekiroAAA,TurkeyOpp-1789,Xaxis Rich Media,2016-10-03,2016-10-28,0,SabanciVakfi1016_Kisa_Film_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ekiroAAA,TurkeyOpp-1222,Xaxis Rich Media,2016-10-03,2016-10-28,0,SabanciVakfi1016_Kisa_Film_interstitial_Mynet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,250000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1062.5,012i0000001EB0yAAG
0063100000ekirpAAA,TurkeyOpp-2084,Xaxis TV,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_BJK_Preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirqAAA,TurkeyOpp-1772,Xaxis TV,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_Diger_Preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirrAAA,TurkeyOpp-661,Xaxis TV,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_FB_Preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirsAAA,TurkeyOpp-837,Xaxis TV,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_GS_Preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000ekirtAAA,TurkeyOpp-1848,Xaxis Rich Media,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,700000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,3150,012i0000001EB0yAAG
0063100000ekirtAAA,TurkeyOpp-1605,Xaxis Rich Media,2016-10-03,2016-10-28,0,Vodafone1016_Red_Digiturk_Taraftar_interstitial_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,150000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,675,012i0000001EB0yAAG
0063100000ekiruAAA,TurkeyOpp-1360,Xaxis TV,2016-10-03,2016-10-30,0,HeroBaby1016_Anneler_Anlatiyor_AudioRecognition_Digitalmarcom_MX,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,71429,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.07,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,5000.03,012i0000001EB0yAAG
0063100000ekirvAAA,TurkeyOpp-1990,Xaxis TV,2016-10-03,2016-10-30,0,HeroBaby1016_Anneler_Anlatiyor_Seeding_Clipkit_MX,Net Cost (Calc Margin),MediaTrader,Clipkit,8333,0,Externally Managed,Triggers,Selected Sites,0.6,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Video,5,012i0000001EB0yAAG
0063100000ekirwAAA,TurkeyOpp-2007,Xaxis Display Plus,2016-10-01,2016-10-30,0,Kaplankaya1016_Living_interest_Appnexus_MX,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ekirwAAA,TurkeyOpp-306,Xaxis Display Plus,2016-10-01,2016-10-30,0,Kaplankaya1016_Living_interest_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000ekirwAAA,TurkeyOpp-2327,Xaxis Display Plus,2016-10-01,2016-10-30,0,Kaplankaya1016_Living_interest_Sahibinden_MX,Net Cost (Calc Margin),MediaTrader,Sahibinden,1500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000ekirxAAA,TurkeyOpp-344,Xaxis Display Plus,2016-10-03,2016-10-30,0,Vodafone1016_52Hafta_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ekirxAAA,TurkeyOpp-1052,Xaxis Display Plus,2016-10-03,2016-10-30,0,Vodafone1016_52Hafta_interest_Sahibinden_MS,Net Cost (Calc Margin),MediaTrader,Sahibinden,1000000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ekirxAAA,TurkeyOpp-584,Xaxis Rich Media,2016-10-03,2016-10-30,0,Vodafone1016_52Hafta_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,7500000,0,Externally Managed,Triggers,Interstitial,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,15000,012i0000001EB0yAAG
0063100000ekiryAAA,TurkeyOpp-1997,Xaxis Rich Media,2016-10-01,2016-10-30,0,Sepas1016_Online_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,3500000,0,Externally Managed,Triggers,Interstitial,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,8750,012i0000001EB0yAAG
0063100000ekirzAAA,TurkeyOpp-1384,Xaxis Look-alike Modelling,2016-10-02,2016-10-31,0,Unico1016_Ekim_Lansman_LAL_Sahibinden_MEC,Net Cost (Calc Margin),MediaTrader,Sahibinden,3500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,7000,012i0000001EB0yAAG
0063100000ekirzAAA,TurkeyOpp-2265,Xaxis Look-alike Modelling,2016-10-02,2016-10-31,0,Unico1016_Ekim_Lansman_LAL_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,2500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,5000,012i0000001EB0yAAG
0063100000ekis0AAA,TurkeyOpp-1607,TV Sync,2016-10-02,2016-10-31,0,Unico1016_Ekim_SYNC_Clipkit_SYNC_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,167000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,10020,012i0000001EB0yAAG
0063100000ekis1AAA,TurkeyOpp-1361,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Dormia1016_Lansman_LAL_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,1500000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000ekis1AAA,TurkeyOpp-2313,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Dormia1016_Lansman_LAL_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000ekis2AAA,TurkeyOpp-391,Xaxis TV,2016-10-21,2016-10-31,0,ECA1016_Kombi_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,150000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.35,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,52500,012i0000001EB0yAAG
0063100000ekis2AAA,TurkeyOpp-2279,Xaxis TV,2016-10-21,2016-10-31,0,ECA1016_Kombi_Preroll_Fox_MEC,Net Cost (Calc Margin),MediaTrader,Fox,150000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.35,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,52500,012i0000001EB0yAAG
0063100000ekis3AAA,TurkeyOpp-226,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Mynet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ekis3AAA,TurkeyOpp-325,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ekis3AAA,TurkeyOpp-1694,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,650000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2762.5,012i0000001EB0yAAG
0063100000ekis3AAA,TurkeyOpp-2185,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,350000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000ekis3AAA,TurkeyOpp-1289,Xaxis Rich Media,2016-10-21,2016-10-31,0,Teknosa1016_21-24Ekim_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,350000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000ekis4AAA,TurkeyOpp-1420,Xaxis Rich Media,2016-10-06,2016-10-31,0,Teknosa1016_Disney_iletisimi_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,350000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1487.5,012i0000001EB0yAAG
0063100000ekis4AAA,TurkeyOpp-1013,Xaxis Rich Media,2016-10-06,2016-10-31,0,Teknosa1016_Disney_iletisimi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ekis4AAA,TurkeyOpp-1374,Xaxis Rich Media,2016-10-06,2016-10-31,0,Teknosa1016_Disney_iletisimi_interstitial_Mynet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-932,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Dogus_MEC,Net Cost (Calc Margin),MediaTrader,Dogus,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3500,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1663,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Ligatus_MEC,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,0,Externally Managed,Triggers,Selected Sites,1.75,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,5.83,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-22,Xaxis Rich Media,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Medyanet_(interstitial)_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,4000000,0,Externally Managed,Triggers,Interstitial,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,7000,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1065,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3500,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1672,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,1000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1750,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1413,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Google_MEC,Net Cost (Calc Margin),MediaTrader,Google,0,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1396,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3500,012i0000001EB0yAAG
0063100000ekis5AAA,TurkeyOpp-1456,Xaxis Look-alike Modelling,2016-10-01,2016-10-31,0,Beymen1016_Ekim_LAL_Sozcu_MEC,Net Cost (Calc Margin),MediaTrader,Sozcu,2000000,0,Externally Managed,Triggers,Selected Sites,1.75,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3500,012i0000001EB0yAAG
0063100000ekis6AAA,TurkeyOpp-1741,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_BPL_Baby_Preroll_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ekis6AAA,TurkeyOpp-915,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_BPL_Baby_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,75000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ekis6AAA,TurkeyOpp-1916,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_BPL_Baby_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,75000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ekis7AAA,TurkeyOpp-1970,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_Supradyn_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,75000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ekis7AAA,TurkeyOpp-472,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_Supradyn_Preroll_Fox_MC,Net Cost (Calc Margin),MediaTrader,Fox,50000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ekis7AAA,TurkeyOpp-480,Xaxis TV,2016-10-10,2016-10-31,0,Bayer1016_Supradyn_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,30000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
