Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000ejrAEAAY,TurkeyOpp-390,Xaxis Rich Media,2016-01-01,2016-01-01,1243,HesKablo_0116_Ocak_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,300000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrAEAAY,TurkeyOpp-518,Xaxis Rich Media,2016-01-01,2016-01-01,1275,HesKablo_0116_Ocak_interstitial_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,750,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrAEAAY,TurkeyOpp-1805,Xaxis Rich Media,2016-01-01,2016-01-01,1700,HesKablo_0116_Ocak_interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,200,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrAFAAY,TurkeyOpp-803,Xaxis Rich Media,2016-01-01,2016-01-04,2125,Teknosa_0116_Turuncu_Indirim_Faz1_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,450,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7882,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrAFAAY,TurkeyOpp-1965,Xaxis Rich Media,2016-01-01,2016-01-04,2125,Teknosa_0116_Turuncu_Indirim_Faz1_Interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,1250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrAGAAY,TurkeyOpp-2136,Xaxis Display Plus,2016-01-01,2016-01-07,95,ElcaKozmetik0116_Michael_Kors_interest_Reklamz_MS,Net Cost (Calc Margin),MediaTrader,Reklamz,300000,7.31,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,390,012i0000001EB0yAAG
0063100000ejrAGAAY,TurkeyOpp-1556,Xaxis Display Plus,2016-01-01,2016-01-07,471.7,ElcaKozmetik0116_Michael_Kors_interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,Nokta,360000,36,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9237,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,468,012i0000001EB0yAAG
0063100000ejrAGAAY,TurkeyOpp-1572,Xaxis Display Plus,2016-01-01,2016-01-07,478.82,ElcaKozmetik0116_Michael_Kors_interest_Commedya_MS,Net Cost (Calc Margin),MediaTrader,Commedya,360000,36,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9248,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,468,012i0000001EB0yAAG
0063100000ejrAGAAY,TurkeyOpp-1257,Xaxis Display Plus,2016-01-01,2016-01-07,2132,ElcaKozmetik0116_Michael_Kors_interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9062,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2600,012i0000001EB0yAAG
0063100000ejrAHAAY,TurkeyOpp-179,Xaxis Display Plus,2016-01-01,2016-01-07,1600,ElcaKozmetik0116_Michael_Kors_Pin_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,Popmarker,533333,533.33,Externally Managed,Triggers,Selected Sites,3,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000ejrAIAAY,TurkeyOpp-1512,Xaxis Rich Media,2016-01-01,2016-01-10,0,Avivasa_0116_Ocak_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,281000,140.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1194.25,012i0000001EB0yAAG
0063100000ejrAIAAY,TurkeyOpp-1334,Xaxis Rich Media,2016-01-01,2016-01-10,0,Avivasa_0116_Ocak_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,281000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1194.25,012i0000001EB0yAAG
0063100000ejrAJAAY,TurkeyOpp-859,Xaxis Rich Media,2016-01-08,2016-01-11,775.74,Teknosa_0116_Turuncu_Indirim_Faz2_Intersitital_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,91.26,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrAJAAY,TurkeyOpp-1313,Xaxis Rich Media,2016-01-08,2016-01-11,687.81,Teknosa_0116_Turuncu_Indirim_Faz2_Intersitital_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,250000,364.14,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4706,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1062.5,012i0000001EB0yAAG
0063100000ejrAKAAY,TurkeyOpp-1946,Xaxis Rich Media,2016-01-08,2016-01-11,1800,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,200,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000ejrAKAAY,TurkeyOpp-336,Xaxis Rich Media,2016-01-08,2016-01-11,900,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000ejrAKAAY,TurkeyOpp-1929,Xaxis Rich Media,2016-01-08,2016-01-11,1800,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000ejrAKAAY,TurkeyOpp-16,Xaxis Rich Media,2016-01-08,2016-01-11,500,Bimeks0116_En_Son_Nolur_Faz1_Interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,225,Externally Managed,Triggers,Interstitial,4.5,cpm,0.55,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,450,012i0000001EB0yAAG
0063100000ejrAMAAY,TurkeyOpp-84,Xaxis Display Plus,2016-01-04,2016-01-15,179.38,Vodafone0116_Project_Falcon_Interest_Reklamz_MS,Net Cost (Calc Margin),MediaTrader,Reklamz,500000,12.81,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.9286,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000ejrAMAAY,TurkeyOpp-694,Xaxis Display Plus,2016-01-04,2016-01-15,2876.33,Vodafone0116_Project_Falcon_Interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8609,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2800,012i0000001EB0yAAG
0063100000ejrAMAAY,TurkeyOpp-894,Xaxis Display Plus,2016-01-04,2016-01-15,3638.02,Vodafone0116_Project_Falcon_Interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,Nokta,2500000,250,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.9313,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3500,012i0000001EB0yAAG
0063100000ejrAMAAY,TurkeyOpp-244,Xaxis Display Plus,2016-01-04,2016-01-15,3307,Vodafone0116_Project_Falcon_Interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,3600000,360,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8911,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,5040,012i0000001EB0yAAG
0063100000ejrANAAY,TurkeyOpp-1483,Xaxis Rich Media,2016-01-15,2016-01-17,900,Bimeks0116_Kdv_Bi_Para_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,500,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000ejrANAAY,TurkeyOpp-2139,Xaxis Rich Media,2016-01-15,2016-01-17,500,Bimeks0116_Kdv_Bi_Para_Interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,100000,225,Externally Managed,Triggers,Interstitial,4.5,cpm,0.55,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,450,012i0000001EB0yAAG
0063100000ejrANAAY,TurkeyOpp-628,Xaxis Rich Media,2016-01-15,2016-01-17,1800,Bimeks0116_Kdv_Bi_Para_Interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,200,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000ejrANAAY,TurkeyOpp-2000,Xaxis Rich Media,2016-01-15,2016-01-17,1800,Bimeks0116_Kdv_Bi_Para_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1800,012i0000001EB0yAAG
0063100000ejrAOAAY,TurkeyOpp-521,Xaxis Rich Media,2016-01-15,2016-01-18,1250,Teknosa0116_Turuncu_Indirim_Faz3_Interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,450,Externally Managed,Triggers,Interstitial,4.25,cpm,0.64,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrAOAAY,TurkeyOpp-1713,Xaxis Rich Media,2016-01-15,2016-01-18,1250,Teknosa0116_Turuncu_Indirim_Faz3_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrAOAAY,TurkeyOpp-1099,Xaxis Rich Media,2016-01-15,2016-01-18,1750,Teknosa0116_Turuncu_Indirim_Faz3_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,400000,128.03,Externally Managed,Triggers,Interstitial,4.25,cpm,0.9268,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrAPAAY,TurkeyOpp-818,Xaxis TV,2016-01-08,2016-01-18,0,Karcher_0116_Ocak_Preroll_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,660,012i0000001EB0yAAG
0063100000ejrAQAAY,TurkeyOpp-2294,Xaxis Rich Media,2016-01-08,2016-01-18,0,Karcher0116_Ocak_Interstitial_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,85000,212.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,361.25,012i0000001EB0yAAG
0063100000ejrAQAAY,TurkeyOpp-564,Xaxis Rich Media,2016-01-08,2016-01-18,0,Karcher0116_Ocak_Interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrARAAY,TurkeyOpp-2076,Xaxis TV,2016-01-01,2016-01-18,0,KFC0116_Dips_Seeding_Clipcit_MX,Net Cost (Calc Margin),MediaTrader,Clipkit,30000,13500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.6,cpc,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,18,012i0000001EB0yAAG
0063100000ejrASAAY,TurkeyOpp-368,Xaxis TV,2016-01-01,2016-01-20,1650,Bayer0116_Redoxon_Preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,50000,300,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8182,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrASAAY,TurkeyOpp-1363,Xaxis TV,2016-01-01,2016-01-20,2360,Bayer0116_Redoxon_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,80000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2640,012i0000001EB0yAAG
0063100000ejrASAAY,TurkeyOpp-1773,Xaxis TV,2016-01-01,2016-01-20,990,Bayer0116_Redoxon_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,30000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-2011,Xaxis Display Plus,2016-01-05,2016-01-20,178.59,Vodafone0116_Red_Dil_Testi_Interest_Sem_MS,Net Cost (Calc Margin),MediaTrader,Sem Digital,100000,20,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.888,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,140,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-1331,Xaxis Display Plus,2016-01-05,2016-01-20,700.9,Vodafone0116_Red_Dil_Testi_Interest_Adinteraction_MS,Net Cost (Calc Margin),MediaTrader,Adinteraction,500000,75,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.893,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-473,Xaxis Display Plus,2016-01-05,2016-01-20,753.1,Vodafone0116_Red_Dil_Testi_Interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.9336,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-733,Xaxis Display Plus,2016-01-05,2016-01-20,0,Vodafone0116_Red_Dil_Testi_Interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,200000,0,Externally Managed,Triggers,Selected Sites,1.4,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,280,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-2256,Xaxis Display Plus,2016-01-05,2016-01-20,1958,Vodafone0116_Red_Dil_Testi_Interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8979,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2800,012i0000001EB0yAAG
0063100000ejrATAAY,TurkeyOpp-2091,Xaxis Display Plus,2016-01-05,2016-01-20,1410.33,Vodafone0116_Red_Dil_Testi_Interest_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,Popmarker,1000000,1000,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.2909,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1400,012i0000001EB0yAAG
0063100000ejrAUAAY,TurkeyOpp-1488,Xaxis Rich Media,2016-01-01,2016-01-24,915.27,Ikea0116_Kis_Indirimi_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrAUAAY,TurkeyOpp-1209,Xaxis Rich Media,2016-01-01,2016-01-24,1174.87,Ikea0116_Kis_Indirimi_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,691.1,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrAUAAY,TurkeyOpp-1112,Xaxis Rich Media,2016-01-01,2016-01-24,867.04,Ikea0116_Kis_Indirimi_Interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,200000,100,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8847,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000ejrAVAAY,TurkeyOpp-216,TV Sync,2016-01-07,2016-01-24,9999.99,RedBull0116_Theme_SYNC_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,181818,7090.9,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.055,cpv,0.2909,From spreadsheet: Turkey | Campaign Data,Online Video,Video,9999.99,012i0000001EB0yAAG
0063100000ejrAWAAY,TurkeyOpp-1122,Xaxis Rich Media,2016-01-23,2016-01-24,2250,Bimeks0116_Apple_Notebook_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,500000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000ejrAWAAY,TurkeyOpp-1403,Xaxis Rich Media,2016-01-23,2016-01-24,500,Bimeks0116_Apple_Notebook_Interstitial_DeskFive_MEC,Net Cost (Calc Margin),MediaTrader,Desk Five,150000,375,Externally Managed,Triggers,Interstitial,4.5,cpm,0.25,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,675,012i0000001EB0yAAG
0063100000ejrAWAAY,TurkeyOpp-548,Xaxis Rich Media,2016-01-23,2016-01-24,2250,Bimeks0116_Apple_Notebook_Interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,250,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000ejrAXAAY,TurkeyOpp-1245,Xaxis Rich Media,2016-01-22,2016-01-25,1088.25,Teknosa0116_Turuncu_Indirim_Faz4_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8851,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1062.5,012i0000001EB0yAAG
0063100000ejrAXAAY,TurkeyOpp-1667,Xaxis Rich Media,2016-01-22,2016-01-25,1924,Teknosa0116_Turuncu_Indirim_Faz4_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,500000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrAXAAY,TurkeyOpp-223,Xaxis Rich Media,2016-01-22,2016-01-25,1237.86,Teknosa0116_Turuncu_Indirim_Faz4_Interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,655.34,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4706,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2125,012i0000001EB0yAAG
0063100000ejrAYAAY,TurkeyOpp-1800,Xaxis Display Plus,2016-01-18,2016-01-26,325,SaxoBank0116_Essential_Trades_interest_Adinteraction_MX,Net Cost (Calc Margin),MediaTrader,Adinteraction,250000,37.5,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.8846,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,325,012i0000001EB0yAAG
0063100000ejrAYAAY,TurkeyOpp-1158,Xaxis Display Plus,2016-01-18,2016-01-26,50,SaxoBank0116_Essential_Trades_interest_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,100,Externally Managed,Triggers,Selected Sites,1.3,cpm,-1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrAYAAY,TurkeyOpp-1628,Xaxis Display Plus,2016-01-18,2016-01-26,650,SaxoBank0116_Essential_Trades_interest_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,50,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrAYAAY,TurkeyOpp-526,Xaxis Display Plus,2016-01-18,2016-01-26,325,SaxoBank0116_Essential_Trades_interest_Nokta_MX,Net Cost (Calc Margin),MediaTrader,Nokta,250000,25,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,325,012i0000001EB0yAAG
0063100000ejrAZAAY,TurkeyOpp-311,Xaxis Mobile,2016-01-18,2016-01-26,1450,SaxoBank0116_Essential_Trades_Mobil_Move_MX,Net Cost (Calc Margin),MediaTrader,Move,193333,390,Externally Managed,Triggers,Selected Sites,7.5,cpm,0.731,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,1450,012i0000001EB0yAAG
0063100000ejrAaAAI,TurkeyOpp-1070,Xaxis Display Plus,2016-01-12,2016-01-27,1280,Akbank0116_Serbest_Hesap_Interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000ejrAaAAI,TurkeyOpp-1530,Xaxis Display Plus,2016-01-12,2016-01-27,1600,Akbank0116_Serbest_Hesap_Interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000ejrAaAAI,TurkeyOpp-430,Xaxis Display Plus,2016-01-12,2016-01-27,453.33,Akbank0116_Serbest_Hesap_Interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,566666,283.02,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.3757,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,453.33,012i0000001EB0yAAG
0063100000ejrAbAAI,TurkeyOpp-404,Xaxis Display Plus,2016-01-14,2016-01-27,207.07,Danone0116_Uzmana_Sor_Interest_Clickvol_MEC,Net Cost (Calc Margin),MediaTrader,Clickvol,500000,69.02,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,750,012i0000001EB0yAAG
0063100000ejrAbAAI,TurkeyOpp-1601,Xaxis Display Plus,2016-01-14,2016-01-27,450.2,Danone0116_Uzmana_Sor_Interest_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,300000,30,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.9334,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,450,012i0000001EB0yAAG
0063100000ejrAbAAI,TurkeyOpp-1704,Xaxis Display Plus,2016-01-14,2016-01-27,166.02,Danone0116_Uzmana_Sor_Interest_Appnexus_MEC,Net Cost (Calc Margin),MediaTrader,Appnexus,200000,240,Externally Managed,Triggers,Selected Sites,1.5,cpm,-0.4456,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,300,012i0000001EB0yAAG
0063100000ejrAbAAI,TurkeyOpp-2020,Xaxis Display Plus,2016-01-14,2016-01-27,1412,Danone0116_Uzmana_Sor_Interest_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,200,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.8584,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000ejrAbAAI,TurkeyOpp-197,Xaxis Display Plus,2016-01-14,2016-01-27,375.06,Danone0116_Uzmana_Sor_Interest_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,250000,125,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.6667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,375,012i0000001EB0yAAG
0063100000ejrAcAAI,TurkeyOpp-1784,Xaxis TV,2016-01-14,2016-01-27,1977,Danone0116_Uzmana_Sor_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,75000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ejrAcAAI,TurkeyOpp-1217,Xaxis TV,2016-01-14,2016-01-27,23.23,Danone0116_Uzmana_Sor_Preroll_Clickvol_MEC,Net Cost (Calc Margin),MediaTrader,Clickvol,25000,10.56,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5455,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000ejrAdAAI,TurkeyOpp-1150,Xaxis Rich Media,2016-01-22,2016-01-28,900,Bimeks0116_Somestr_Interstitial_medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,200000,100,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,900,012i0000001EB0yAAG
0063100000ejrAdAAI,TurkeyOpp-1786,Xaxis Rich Media,2016-01-22,2016-01-28,2250,Bimeks0116_Somestr_Interstitial_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2250,012i0000001EB0yAAG
0063100000ejrAdAAI,TurkeyOpp-2054,Xaxis Rich Media,2016-01-22,2016-01-28,1150,Bimeks0116_Somestr_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,250000,625,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4565,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1125,012i0000001EB0yAAG
0063100000ejrAdAAI,TurkeyOpp-1484,Xaxis Rich Media,2016-01-22,2016-01-28,2700,Bimeks0116_Somestr_Interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,600000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2700,012i0000001EB0yAAG
