Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Target_Gender__c,Buy_Type__c,Delivery_Market__c,Frequency_Cap__c,Frequency_Scope__c,Media_Code__c,Special_Product__c,Target_Age_Freeform_Entry__c
0063100000fIKk2AAG,Belgium:20160093-NL,Xaxis Display,"Feb 29, 2016","Mar 6, 2016",1293.8,Promo Efteling W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,323450,0,Externally Managed,Interest,,4,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKqsAAG,Belgium:20160298-NL,Xaxis Display,"Jun 14, 2016","Jul 31, 2016",12500,S Max Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,3125000,0,Externally Managed,Interest,Automotive Family_and_parenting Sports,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjlAAG,Belgium:20160066-NL,Xaxis Display,"Feb 9, 2016","Feb 23, 2016",1260,Investment Loans 2nd Home - Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,420000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKprAAG,Belgium:20160300-NL,Xaxis Display,"Jun 14, 2016","Jun 23, 2016",6500,S Max Audience Discovery-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,3250000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKraAAG,Belgium:20160414-NL,Xaxis Display,"Aug 22, 2016","Sep 11, 2016",4196.69,Alfa Romeo Giulietta-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,1049172,0,Externally Managed,Interest,Automotive Personal_Finance Business,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-54
0063100000fIKs8AAG,Belgium:20160439-NL,Xaxis Display,"Sep 5, 2016","Sep 25, 2016",3200,City Drops Antwerp-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,800000,0,Externally Managed,Interest,cust segment Stad A_City Drops,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,16-36
0063100000fIKlbAAG,Belgium:20160229-FR,Xaxis Display,"May 3, 2016","May 16, 2016",1050,Call of Duty Genesis Reveal Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,262500,0,Externally Managed,Interest,Technology_AND_Computing Video Games,4,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,18-34
0063100000fIKxbAAG,Belgium:20160382-NL,Xaxis Audio,"Nov 21, 2016","Dec 4, 2016",6400,Audio USP 47+48-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,640000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKxvAAG,Belgium:20160492-NL,Xaxis Display,"Oct 7, 2016","Dec 31, 2016",1250,Ford Transit Q4 Audience discovery-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,625000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKqtAAG,Belgium:20160299-FR,Xaxis Display,"Jun 14, 2016","Jul 31, 2016",3500,S Max Context-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1166667,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxVAAW,Belgium:20160566-NL,Xaxis Display,"Nov 14, 2016","Nov 28, 2016",4000,P9 Launch Campaign Display Impact-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,400000,0,Externally Managed,Interest,Technology_AND_Computing Lifestyle,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,20-39
0063100000fIKySAAW,Belgium:20160564-NL,Xaxis TV,"Nov 28, 2016","Dec 27, 2016",2500,Boiler Sales TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,100000,0,Externally Managed,Interest,Home_AND_Garden,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKkJAAW,Belgium:20160053-FR,Xaxis TV,"Mar 9, 2016","Mar 22, 2016",5250,Hitman - W2-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,210000,0,Externally Managed,Interest,Hobbies_AND_Interests,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKqLAAW,Belgium:20160326-NL,Xaxis TV,"Jun 27, 2016","Jul 10, 2016",9182.69,Jeep 75 Anniversary TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,459134.5,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-65
0063100000fIKwQAAW,Belgium:20160523-NL,Xaxis TV,"Oct 12, 2016","Oct 29, 2016",9000,Fiat 500X Rosso Amore-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,450000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKrdAAG,Belgium:20160410-FR,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",10000,Pre Launch Edge Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2500000,0,Externally Managed,Interest,Automotive Personal_Finance Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxKAAW,Belgium:20160522-FR,Xaxis TV,"Oct 17, 2016","Nov 20, 2016",9269,Frisk-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,370760,0,Externally Managed,Interest,Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fIKwcAAG,Belgium:20160491-NL,Xaxis Display,"Oct 17, 2016","Oct 31, 2016",1900,Smaakmeester w2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,475000,0,Externally Managed,Interest,Food_AND_Drink,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxnAAG,Belgium:20160577-FR,Xaxis TV,"Nov 21, 2016","Dec 18, 2016",9138.096,Brocom-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Vanessa De Coninck,456904.8,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKjyAAG,Belgium:20160100-FR,Xaxis TV,"Mar 1, 2016","Mar 6, 2016",2320,Room-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,92800,0,Externally Managed,Interest,Movies Drama,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKyeAAG,Belgium:20160584-FR,Xaxis Display,"Jan 14, 2017","Jan 30, 2017",5000,500X BMS Display Impact-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Socio-demo,TRB_BE_CUST_Huawei_P9_Launch_Lifestyle,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,25-54
0063100000fIKjrAAG,Belgium:20160063-FR,Xaxis TV,"Jan 26, 2016","Feb 28, 2016",3600,COD Black Ops 3 DLC TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,180000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-34
0063100000fIKpxAAG,Belgium:20160268-FR,Xaxis Display,"Jun 6, 2016","Jun 26, 2016",2000,Fullback Audience Discovery-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1000000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxpAAG,Belgium:20160468-NL,Xaxis TV,"Sep 14, 2016","Dec 25, 2016",3591,Destiny - ROI (Rise of Iron)-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,143640,0,Externally Managed,Socio-demo,Video Games,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,18-34
0063100000fIKxGAAW,Belgium:20160535-NL,Xaxis Display,"Oct 15, 2016","Nov 20, 2016",3000,Winter in Antwerpen South NL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1000000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxYAAW,Belgium:20160575-NL,Xaxis Display,"Nov 16, 2016","Nov 30, 2016",3091.13,Discovery Sport November-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Jelle De Wit,883180.5,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fIKrtAAG,Belgium:20160392-NL,Xaxis Display,"Aug 8, 2016","Sep 15, 2016",4600,Zon Triggers Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1150000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKxZAAW,Belgium:20160433-NL,Xaxis TV,"Nov 1, 2016","Nov 30, 2016",8100,Cross Climate Triggers TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,324000,0,Externally Managed,Socio-demo,,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKyYAAW,Belgium:20160510-NL,Xaxis Audio,"Dec 26, 2016","Dec 31, 2016",1250,Radio Wave 3-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Benoit Lefevre,125000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fIKleAAG,Belgium:20160193-FR,Xaxis Display,"Apr 19, 2016","May 16, 2016",10000,Oikos April-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,2500000,0,Externally Managed,Interest,Voir mail Melissa 06/04,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fILCVAA4,Belgium:20160211-NL,Xaxis Display,"May 16, 2016","Jun 12, 2016",4663.75,Cecemel Avond-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1332500,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,18-44
0063100000fIKjnAAG,Belgium:20160068-FR,Xaxis Display,"Feb 9, 2016","Feb 23, 2016",1120,Investment Loans 2nd Home - Construction-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,280000,0,Externally Managed,Interest,Remodeling & Construction,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrbAAG,Belgium:20160408-NL,Xaxis Display,"Aug 20, 2016","Sep 11, 2016",2500,Pre Launch Edge Audience-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1250000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjqAAG,Belgium:20160061-NL,Xaxis TV,"Feb 8, 2016","Feb 28, 2016",6080,Bepanthen-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,243200,0,Externally Managed,Socio-demo,,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKpvAAG,Belgium:20160266-NL,Xaxis TV,"Jun 6, 2016","Jun 26, 2016",5000,Fullback TV Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,200000,0,Externally Managed,Interest,,25,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,30-50
0063100000fIKvwAAG,Belgium:20160406-NL,Xaxis TV,"Sep 16, 2016","Oct 7, 2016",6000,Alfa Romeo Giulia TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Luis De Waegenaere,300000,0,Externally Managed,Socio-demo,,20,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,30-64
0063100000fIKkaAAG,Belgium:20160098-NL,Xaxis TV,"Mar 10, 2016","Apr 4, 2016",3643.5,Skylanders Superchargers Folder TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,145740,0,Externally Managed,Interest,Kids,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKpDAAW,Belgium:20160186-NL,Xaxis Display,"Apr 4, 2016","May 31, 2016",5860.31,Nalatenschat Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,1953437,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKlMAAW,Belgium:20160176-FR,Xaxis TV,"Apr 11, 2016","May 8, 2016",20000,EK Loyalty TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,1000000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKlOAAW,Belgium:20160121-NL,Xaxis Display,"Apr 21, 2016","May 11, 2016",3000,Born in Antwerpen W1 Broad-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1500000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwGAAW,Belgium:20160521-NL,Xaxis Display,"Oct 10, 2016","Oct 23, 2016",5000,V60 CC-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Lucrece de Villenfagne,500000,0,Externally Managed,Socio-demo,,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,35-54
0063100000fIKxqAAG,Belgium:20160586-NL,Xaxis Display,"Nov 21, 2016","Dec 27, 2016",3679.54,Winter in Antwerpen Fase 2 VL and BXL NL + Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,919884,0,Externally Managed,Socio-demo,Arts_AND_Entertainment Food_AND_Drink Society,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-55
0063100000fIKjeAAG,Belgium:20160026-NL,Xaxis Display,"Jan 15, 2016","Feb 15, 2016",4161.145,Fiat Tipo BMS - Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1188899,0,Externally Managed,Socio-demo,,3.5,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,50-65
0063100000fIKj9AAG,Belgium:20160033-NL,Xaxis Display,"Jan 2, 2016","Jan 16, 2016",2170,Promo Januari-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Stephanie Trufin,620000,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKjgAAG,Belgium:20160090-NL,Xaxis TV,"Feb 12, 2016","Feb 21, 2016",3300,Hail Caesar-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,132000,0,Externally Managed,Interest,Movies,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKp6AAG,Belgium:20160247-NL,Xaxis Display,"May 16, 2016","May 22, 2016",2264.8,Promo & EK R99-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,566200,0,Externally Managed,Interest,Food_AND_Drink Shopping,4,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKqCAAW,Belgium:20160238-NL,Xaxis TV,"May 2, 2016","Jun 30, 2016",5625,Actimel RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,187500,0,Externally Managed,Retargeting,,30,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKjIAAW,Belgium:20160008-NL,Xaxis TV,"Jan 18, 2016","Jan 31, 2016",6076,Momentum 2 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,303800,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-34
0063100000fIKklAAG,Belgium:20160149-NL,Xaxis TV,"Mar 18, 2016","Apr 17, 2016",15000,March June TV 20sec-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1000000,0,Externally Managed,Broad Reach,,15,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKveAAG,Belgium:20160460-NL,Xaxis TV,"Sep 12, 2016","Sep 25, 2016",6000,Old El Paso TV W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,250000,0,Externally Managed,Interest,Food_AND_Drink Family_AND_Parenting,25,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-50
0063100000fILCNAA4,Belgium:20160137-FR,Xaxis Display,"Apr 11, 2016","May 1, 2016",2576.63,Steam Cleaner Trigger-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,572584.5,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,29-59
0063100000fIKvhAAG,Belgium:20160357-NL,Xaxis Display,"Jul 6, 2016","Sep 30, 2016",4500,Motorcraft Q3 Context-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,1500000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwJAAW,Belgium:20160316-NL,Xaxis Audio,"Oct 17, 2016","Oct 23, 2016",3200,Audio Wk42-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,320000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fILCyAAO,Belgium:20160513-NL,Xaxis TV,"Oct 3, 2016","Dec 11, 2016",11487.42,Royco TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Anna Rudakova,574370.4,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fIKpWAAW,Belgium:20160257-NL,Xaxis TV,"May 23, 2016","Jun 5, 2016",13240.18,Bulkweken May TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Anna Rudakova,662009,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,20-34
0063100000fIKwiAAG,Belgium:20160506-NL,Xaxis TV,"Oct 22, 2016","Nov 4, 2016",8648,Ford C-max-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Romain Belvaux,345920,0,Externally Managed,Interest,Automotive Family_AND_Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,18-54
0063100000fIKjsAAG,Belgium:20160070-NL,Xaxis Display,"Feb 22, 2016","Feb 28, 2016",1290.49,Promo Efteling W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Bernd Strauven,368710,0,Externally Managed,Socio-demo,,3.5,Female,CPM,Belgium,3,Per day,Display,Xaxis Display,18-54
0063100000fIKptAAG,Belgium:20160264-NL,Xaxis TV,"May 30, 2016","Jun 26, 2016",5000,Danio TV June Socio demo-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,250000,0,Externally Managed,Socio-demo,,20,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-49
0063100000fIKwCAAW,Belgium:20160512-NL,Xaxis TV,"Sep 29, 2016","Oct 23, 2016",15350,Ford ST Line Fiesta & Focus TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,614000,0,Externally Managed,Interest,Automotive Travel Sports,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fIKw2AAG,Belgium:20160476-FR,Xaxis Display,"Sep 12, 2016","Oct 12, 2016",5200,pre empt Display-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,1300000,0,Externally Managed,Interest,Family_AND_Parenting,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKjQAAW,Belgium:20160018-NL,Xaxis Display,"Jan 4, 2016","Jan 31, 2016",4800,Zondedju 2.0 TBD-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1200000,0,Externally Managed,Interest,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwpAAG,Belgium:20160570-NL,Xaxis TV,"Nov 9, 2016","Nov 12, 2016",2000,Jack Reacher in-read video-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,95238,0,Externally Managed,Interest,Arts_AND_Entertainment Movies,21,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyHAAW,Belgium:20160524-NL,Xaxis Display,"Nov 22, 2016","Nov 22, 2016",1819,Beweeg Mee-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,454750,0,Externally Managed,Interest,Family_AND_Parenting Health_AND_Fitness Food_AND_Drink,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,55+
0063100000fIKlGAAW,Belgium:20160122-NL,Xaxis Display,"Apr 22, 2016","May 8, 2016",4500,Born in Antwerpen W1 Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1125000,0,Externally Managed,Interest,Voir liste Interest,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpkAAG,Belgium:20160220-NL,Xaxis Display,"May 14, 2016","Jun 19, 2016",3065,Sinksefoor Student-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,766250,0,Externally Managed,Interest,Arts_AND_Entertainment TRB_BE_ITRS_Careers~College o TRB_BE_ITRS_Education~College_Life,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKquAAG,Belgium:20160343-FR,Xaxis Display,"Jun 30, 2016","Jul 31, 2016",12500,Mustang Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,3125000,0,Externally Managed,Interest,Automotive Personal Finance Travel,4,Male,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKkYAAW,Belgium:20160101-NL,Xaxis Display,"Mar 14, 2016","Apr 3, 2016",5985,Value for me-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1995000,0,Externally Managed,Context,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpFAAW,Belgium:20160189-NL,Xaxis Display,"Apr 4, 2016","May 31, 2016",1000,Nalatenschat RT-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,200000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKrAAAW,Belgium:20160385-NL,Xaxis Display,"Jul 29, 2016","Aug 10, 2016",1266.175,MX5 Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,316544,0,Externally Managed,Interest,Automotive Travel,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKknAAG,Belgium:20160038-NL,Xaxis Display,"Feb 19, 2016","Apr 17, 2016",3000,Body Art VL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,750000,0,Externally Managed,Interest,Voir liste mail,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKwgAAG,Belgium:20160486-NL,Xaxis Display,"Oct 1, 2016","Oct 31, 2016",603,October Mobile-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,201000,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKpnAAG,Belgium:20160282-NL,Xaxis Display,"May 30, 2016","Jun 19, 2016",2300,Hoffelijkheid - Seksuele intimidatie / 16-25-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,657143,0,Externally Managed,Socio-demo,,3.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,16-25
0063100000fIKqxAAG,Belgium:20160346-NL,Xaxis TV,"Jun 30, 2016","Jul 31, 2016",12500,Mustang TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,500000,0,Externally Managed,Interest,Automotive Personal Finance Travel,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKynAAG,Belgium:20160543-NL,Xaxis Display,"Nov 15, 2016","Jan 31, 2017",2800,Parcel Locker Always On-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,700000,0,Externally Managed,Interest,Shopping,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,25-50
0063100000fIKjbAAG,Belgium:20160034-NL,Xaxis TV,"Jan 11, 2016","Feb 14, 2016",2400,Rennie W2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Amelie Esmanne,120000,0,Externally Managed,Socio-demo,,20,,CPM,Belgium,3,Per day,Video,Xaxis TV,35-64
0063100000fILCNAA4,Belgium:20160137-NL,Xaxis Display,"Apr 11, 2016","May 1, 2016",2576.63,Steam Cleaner Trigger-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,572584.5,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,29-59
0063100000fIKwbAAG,Belgium:20160516-NL,Xaxis TV,"Oct 3, 2016","Oct 31, 2016",12500,Ecosport Video Interest TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,500000,0,Externally Managed,Interest,Sports Travel Family & Parenting,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fIKyfAAG,Belgium:20160612-NL,Xaxis Display,"Jan 1, 2017","Jan 31, 2017",875,Actimel 2017 Big Display-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sebastien Reps,87500,0,Externally Managed,Socio-demo,,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,25-54
0063100000fIKwfAAG,Belgium:20160485-NL,Xaxis Display,"Oct 1, 2016","Oct 31, 2016",5965.852,October Desktop-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,1193170,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fIKk4AAG,Belgium:20160017-NL,Xaxis TV,"Feb 24, 2016","Mar 11, 2016",1182.64,Jeep Renegade TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,47305.5,0,Externally Managed,Interest,Sports~Auto_Racing Sports~Bicycling,25,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-54
