Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Target_Gender__c,Buy_Type__c,Delivery_Market__c,Frequency_Cap__c,Frequency_Scope__c,Media_Code__c,Special_Product__c,Target_Age_Freeform_Entry__c
0063100000fmdL4AAI,Belgium:20160619-NL,Xaxis Display,"Dec 1, 2016","Dec 31, 2016",3000,Ka+ LAL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,600000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLXAAY,Belgium:20160633-NL,Xaxis TV,"Jan 2, 2017","Jan 22, 2017",7500,Match-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,288461.5,0,Externally Managed,Interest,Automotive Travel Car Lover,26,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fmdLSAAY,Belgium:20160642-NL,Xaxis Display,"Jan 2, 2017","Jan 8, 2017",1508.5,Promo Januari Hamsteren Mobile W1-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,502833,0,Externally Managed,Broad Reach,,3,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLLAAY,Belgium:20160627-NL,Xaxis Display,"Jan 13, 2017","Feb 12, 2017",3750,Giulia BMS Fleet HP+Billbloard-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,375000,0,Externally Managed,Socio-demo,,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65
0063100000fmdLjAAI,Belgium:20160634-FR,Xaxis TV,"Feb 6, 2017","Feb 26, 2017",6240,Aquaclean MFT Mera TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,240000,0,Externally Managed,Interest,News Finance Home&Garden,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fmdLhAAI,Belgium:20160669-NL,Xaxis TV,"Jan 9, 2017","Feb 12, 2017",11462.5,Actimel 2017 TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Kristine Janssen,521022.5,0,Externally Managed,Socio-demo,,22,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fmdLJAAY,Belgium:20160625-NL,Xaxis Display,"Jan 13, 2017","Feb 12, 2017",7875,Giulia BMS IAB Stdt-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1750000,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65
0063100000fmdLsAAI,Belgium:20160654-FR,Xaxis TV,"Sep 11, 2017","Oct 1, 2017",4000.004,Bepanthen - Sept/Oct-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Fabienne Romanus,181818.4,0,Externally Managed,Socio-demo,,22,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fmdLlAAI,Belgium:20160667-NL,Xaxis Display,"Feb 6, 2017","Mar 12, 2017",4400,Love it clean W1 Display interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Lucrece de Villenfagne,977778,0,Externally Managed,Interest,Home interior & design,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdL4AAI,Belgium:20160619-FR,Xaxis Display,"Dec 1, 2016","Dec 31, 2016",3000,Ka+ LAL-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,600000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLiAAI,Belgium:20160671-FR,Xaxis Audio,"Feb 6, 2017","Feb 19, 2017",3420,Gamma Audio Fevrier-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Frauke Van den Broeck,342000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fmdKxAAI,Belgium:20160632-FR,Xaxis TV,"Dec 19, 2016","Dec 28, 2016",2400,Sing TV Inread-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,141176.4,0,Externally Managed,Socio-demo,,17,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fmdLaAAI,Belgium:20160614-FR,Xaxis TV,"Jan 9, 2017","Jan 29, 2017",6250,BMS Jaguar TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Sabine Loewenstein,284091,0,Externally Managed,Socio-demo,,22,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fmdL8AAI,Belgium:20160664-NL,Xaxis Display,"Dec 22, 2016","Jan 1, 2017",1999.8,Image EOY Display Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,499950,0,Externally Managed,Interest,Finance,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,40+
0063100000fmdLGAAY,Belgium:20160624-NL,Xaxis TV,"Jan 13, 2017","Feb 5, 2017",4950,Giulia BMS TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,225000,0,Externally Managed,Socio-demo,,22,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-65
0063100000fmdLTAAY,Belgium:20160673-NL,Xaxis Display,"Jan 2, 2017","Jan 15, 2017",2496.6,Zelf Beleggen January RT & LAL-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Marie Julie Billen,499320,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLFAAY,Belgium:20160665-NL,Xaxis TV,"Jan 2, 2017","Jan 31, 2017",12498.75,Image EOY TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,480721.3,0,Externally Managed,Interest,Finance,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,40+
0063100000fmdLkAAI,Belgium:20160636-FR,Xaxis Display,"Feb 6, 2017","Feb 26, 2017",840,Aquaclean MFT RT (view Mera TV)-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,168000,0,Externally Managed,Retargeting,,5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdL2AAI,Belgium:20160617-NL,Xaxis Display,"Dec 1, 2016","Dec 31, 2016",5000,Ka+ Audience Discovery-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2500000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdKxAAI,Belgium:20160632-NL,Xaxis TV,"Dec 19, 2016","Dec 28, 2016",1600,Sing TV Inread-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,94117.6,0,Externally Managed,Socio-demo,,17,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fmdLPAAY,Belgium:20160663-NL,Xaxis Display,"Jan 13, 2017","Feb 13, 2017",3750,TIPO BMS Fleet HP+Billboard Interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,375000,0,Externally Managed,Interest,business,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65
0063100000fmdLmAAI,Belgium:20160652-FR,Xaxis TV,"Feb 6, 2017","Mar 26, 2017",5200,Bepanthen - Fev/Mars-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Fabienne Romanus,236363.6,0,Externally Managed,Socio-demo,,22,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fmdLlAAI,Belgium:20160667-FR,Xaxis Display,"Feb 6, 2017","Mar 12, 2017",4400,Love it clean W1 Display interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Lucrece de Villenfagne,977778,0,Externally Managed,Interest,Home interior & design,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLgAAI,Belgium:20160648-FR,Xaxis Display,"Jan 13, 2017","Feb 12, 2017",2500,Abarth 124 Spider BMS HP+Billboard LAL-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,208333.5,0,Externally Managed,Retargeting,,12,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLAAAY,Belgium:20160629-NL,Xaxis Audio,"Jan 9, 2017","Jan 14, 2017",3200,Hamsteren Audio Wk 2-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Nathalie Vanderlinden,320000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fmdLCAAY,Belgium:20160666-FR,Xaxis Display,"Jan 2, 2017","Jan 22, 2017",5000,BMS 2017-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,1250000,0,Externally Managed,Broad Reach,,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,
0063100000fmdLNAAY,Belgium:20160661-NL,Xaxis Display,"Jan 13, 2017","Feb 13, 2017",2475.5,TIPO BMS Display interest-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,618854,0,Externally Managed,Interest,Tipo_BMS,4,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65
0063100000fmdLVAAY,Belgium:20160639-FR,Xaxis TV,"Jan 6, 2017","Jan 17, 2017",500.2,Nocturnal Animal TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,22736.35,0,Externally Managed,Socio-demo,,22,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fmdLJAAY,Belgium:20160625-FR,Xaxis Display,"Jan 13, 2017","Feb 12, 2017",7875,Giulia BMS IAB Stdt-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,1750000,0,Externally Managed,Socio-demo,,4.5,,CPM,Belgium,3,Per day,Display,Xaxis Display,30-65
0063100000fmdLfAAI,Belgium:20160646-FR,Xaxis Display,"Jan 13, 2017","Feb 12, 2017",5000,Abarth 124 Spider BMS HP+Billboard Interest-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,500000,0,Externally Managed,Interest,BMS_2017_124_Spider,10,,CPM,Belgium,3,Per day,Display,Xaxis Display,35+
0063100000fmdLiAAI,Belgium:20160671-NL,Xaxis Audio,"Feb 6, 2017","Feb 19, 2017",3420,Gamma Audio Fevrier-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Frauke Van den Broeck,342000,0,Externally Managed,Broad Reach,,10,,CPM,Belgium,3,Per day,Radio,Xaxis Audio,
0063100000fmdLjAAI,Belgium:20160634-NL,Xaxis TV,"Feb 6, 2017","Feb 26, 2017",18720,Aquaclean MFT Mera TV-NL,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Robin Gerondal,720000,0,Externally Managed,Interest,News Finance Home&Garden,26,,CPM,Belgium,3,Per day,Video,Xaxis TV,
0063100000fmdLGAAY,Belgium:20160624-FR,Xaxis TV,"Jan 13, 2017","Feb 5, 2017",4950,Giulia BMS TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,225000,0,Externally Managed,Socio-demo,,22,,CPM,Belgium,3,Per day,Video,Xaxis TV,30-65
0063100000fmdLbAAI,Belgium:20160670-FR,Xaxis TV,"Jan 4, 2017","Jan 29, 2017",11025,Activia January Challenge-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Kristine Janssen,501136.2,0,Externally Managed,Socio-demo,,22,Female,CPM,Belgium,3,Per day,Video,Xaxis TV,30-50
0063100000fmdLHAAY,Belgium:20160657-FR,Xaxis TV,"Jan 13, 2017","Feb 5, 2017",9000,Jeep BMS TV-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Melissa Vitabile,409090.5,0,Externally Managed,Socio-demo,,22,,CPM,Belgium,3,Per day,Video,Xaxis TV,25-54
0063100000fmdLXAAY,Belgium:20160633-FR,Xaxis TV,"Jan 2, 2017","Jan 22, 2017",7500,Match-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Julie Schauwers,288461.5,0,Externally Managed,Interest,Automotive Travel Car Lover,26,Male,CPM,Belgium,3,Per day,Video,Xaxis TV,25-44
0063100000fmdL2AAI,Belgium:20160617-FR,Xaxis Display,"Dec 1, 2016","Dec 31, 2016",5000,Ka+ Audience Discovery-FR,Net Cost (Calc Margin),MediaTrader,012i0000001EB0dAAG,Tomo Permentier,2500000,0,Externally Managed,Broad Reach,,2,,CPM,Belgium,3,Per day,Display,Xaxis Display,
